Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,816","4,183","4,578","4,068","3,817","4,396","3,869","3,713","3,938","4,083","3,065","2,191","2,423","2,395","4,127","3,746","3,822","3,440","3,191","4,125","4,346","4,351","4,468","4,535","4,575","3,139","3,374","2,584","2,631","2,725","2,340","2,270","2,502","2,286","2,312","1,997","2,134","2,220","2,005","1,761","1,752",Upgrade
Market Cap Growth,-,-4.84%,18.33%,9.58%,-3.07%,7.66%,26.22%,69.43%,62.53%,70.47%,-25.72%,-41.50%,-36.61%,-30.36%,29.32%,-9.18%,-12.05%,-20.95%,-28.58%,-9.05%,-5.01%,38.62%,32.44%,75.47%,73.90%,15.20%,44.20%,13.86%,5.17%,19.19%,1.21%,13.67%,17.25%,2.97%,15.29%,13.41%,21.79%,31.20%,35.04%,12.43%,15.48%,Upgrade
Enterprise Value,"5,540","5,907","5,369","4,246","3,891","2,677","2,594","2,052","3,532","4,193","4,581","4,587","5,533","6,907","8,084","7,621","8,372","7,727","7,459","7,993","8,875","8,427","8,336","8,551","9,135","6,971","6,045","4,963","5,149","4,600","4,541","3,841","4,314","4,334","4,607","3,902","3,761","3,495","3,251","2,930","2,839",Upgrade
PE Ratio,7.19,7.97,10.62,10.41,10.49,12.31,9.74,10.04,11.52,12.60,11.03,7.28,7.55,7.22,10.89,9.76,10.01,9.25,8.74,14.27,16.36,17.06,23.39,20.76,23.71,19.64,20.70,17.15,18.99,19.83,15.43,14.96,17.00,16.12,17.03,15.74,17.06,18.28,17.02,14.88,14.92,Upgrade
PS Ratio,2.57,2.81,3.32,3.14,3.05,3.57,3.13,3.06,3.36,3.58,2.80,1.99,2.16,2.11,3.54,3.23,3.31,2.99,2.78,3.62,3.88,3.96,4.31,4.74,5.21,3.93,4.46,3.60,3.88,4.24,3.77,3.69,4.12,3.84,3.95,3.54,3.94,4.23,4.00,3.62,3.64,Upgrade
PB Ratio,0.66,0.72,0.81,0.75,0.70,0.81,0.75,0.73,0.78,0.82,0.62,0.44,0.50,0.50,0.85,0.78,0.80,0.74,0.69,0.91,0.97,0.98,1.01,1.02,1.04,0.72,1.31,1.00,1.03,1.08,1.12,1.08,1.21,1.11,1.14,1.00,1.12,1.18,1.13,1.19,1.19,Upgrade
Debt / Equity Ratio,0.60,0.60,0.44,0.45,0.39,0.39,0.43,0.48,0.50,0.56,0.58,0.67,0.83,1.05,0.93,0.93,1.06,1.02,1.03,0.95,1.11,1.01,0.99,1.02,1.16,0.98,1.18,1.10,1.15,0.88,1.28,0.87,0.99,1.11,1.28,1.07,1.00,0.81,0.82,0.98,0.90,Upgrade
Dividend Yield,4.54%,1.03%,0.92%,1.03%,1.10%,0.96%,0.99%,1.03%,0.97%,0.94%,1.26%,1.77%,1.60%,1.63%,0.94%,1.04%,1.02%,1.13%,1.22%,0.94%,0.89%,0.89%,0.87%,0.86%,0.85%,0.81%,0.75%,0.98%,0.96%,0.92%,0.90%,0.93%,0.84%,0.91%,0.90%,1.00%,0.94%,0.90%,0.95%,0.99%,0.99%,Upgrade
Payout Ratio,32.40%,30.00%,30.80%,30.80%,40.00%,80.00%,40.00%,35.30%,38.70%,42.90%,54.50%,48.00%,48.00%,85.70%,41.40%,38.70%,41.40%,42.90%,38.70%,40.00%,46.20%,46.20%,200.00%,52.20%,54.50%,133.30%,50.00%,50.00%,63.20%,100.00%,54.50%,54.50%,54.50%,54.50%,57.10%,60.00%,60.00%,60.00%,66.70%,54.50%,60.00%,Upgrade
Buyback Yield / Dilution,-2.13%,-2.13%,-9.99%,-9.77%,-10.05%,-9.82%,1.15%,1.14%,1.14%,1.07%,0.70%,0.51%,0.52%,-0.16%,-0.19%,-0.19%,-0.28%,-0.30%,-0.30%,-0.32%,-0.23%,-53.25%,-53.62%,-53.83%,-54.00%,-0.79%,-20.00%,-19.87%,-20.10%,-20.38%,-1.06%,-5.24%,-4.97%,-5.01%,-9.23%,-14.74%,-14.76%,-18.47%,-13.64%,-3.90%,-3.92%,Upgrade
Total Shareholder Return,2.41%,-1.10%,-9.07%,-8.73%,-8.94%,-8.86%,2.14%,2.17%,2.11%,2.02%,1.97%,2.28%,2.12%,1.47%,0.75%,0.85%,0.74%,0.83%,0.91%,0.62%,0.66%,-52.36%,-52.76%,-52.97%,-53.15%,0.02%,-19.25%,-18.90%,-19.14%,-19.46%,-0.16%,-4.32%,-4.13%,-4.10%,-8.33%,-13.74%,-13.83%,-17.58%,-12.69%,-2.91%,-2.92%,Upgrade
