Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+38 Quarters
Market Capitalization,227,261,278,340,378,502,500,506,496,391,267,191,159,152,295,233,197,177,208,204,190,208,210,196,138,127,103,99,105,108,106,121,119,104,121,127,128,127,115,135,99,Upgrade
Market Cap Growth,-,-48.11%,-44.45%,-32.73%,-23.78%,28.39%,87.02%,164.77%,211.96%,156.70%,-9.29%,-17.82%,-19.50%,-13.95%,41.53%,13.80%,3.77%,-14.87%,-0.83%,4.06%,38.06%,63.15%,102.90%,97.44%,31.74%,17.98%,-2.03%,-17.65%,-11.76%,4.09%,-12.84%,-4.85%,-7.67%,-18.38%,5.61%,-6.00%,30.16%,80.63%,112.76%,153.01%,-,Upgrade
Enterprise Value,-260,-226,433,417,300,233,277,200,218,208,57,-65,131,108,504,451,389,304,433,339,474,446,398,319,365,255,236,267,348,289,321,258,343,282,259,187,296,231,265,229,228,Upgrade
PE Ratio,9.22,11.07,18.45,18.40,13.69,14.81,12.79,12.39,14.01,8.87,7.23,6.54,5.88,6.25,11.11,9.15,8.01,14.62,18.08,20.56,21.93,25.66,29.67,25.27,18.20,10.97,8.78,9.00,10.14,18.34,16.92,28.39,35.01,40.37,69.36,41.65,37.88,32.56,29.16,28.21,19.43,Upgrade
PS Ratio,1.68,1.93,2.04,2.47,2.59,3.43,3.42,3.66,3.99,2.65,1.86,1.36,1.11,1.21,2.41,2.04,1.83,1.95,2.36,2.36,2.23,2.47,2.54,2.39,1.66,1.55,1.25,1.26,1.43,1.56,1.57,1.94,2.03,1.92,2.52,2.55,2.60,2.59,2.41,3.08,2.68,Upgrade
PB Ratio,0.84,0.96,1.06,1.40,1.50,1.91,1.82,1.91,1.99,1.66,1.12,0.82,0.70,0.72,1.39,1.13,0.98,0.98,1.18,1.20,1.15,1.38,1.40,1.32,0.94,0.92,0.71,0.79,0.84,0.92,0.92,1.06,1.05,0.93,1.11,1.15,1.16,1.28,1.22,1.63,1.20,Upgrade
Debt / Equity Ratio,0.33,0.33,0.75,0.64,0.33,0.32,0.31,0.32,0.22,0.66,0.22,0.17,0.22,0.21,1.12,1.24,1.06,0.80,1.40,0.91,1.86,1.74,1.39,0.96,1.67,1.05,1.03,1.57,2.20,1.79,2.13,1.42,2.10,1.84,1.53,1.11,1.77,1.37,2.02,1.72,1.94,Upgrade
Dividend Yield,3.96%,0.85%,0.79%,0.64%,0.58%,0.44%,0.38%,0.35%,0.31%,0.31%,0.40%,0.57%,0.68%,0.73%,0.29%,0.26%,0.27%,0.26%,0.18%,0.19%,0.15%,0.15%,0.13%,0.16%,0.22%,0.20%,0.20%,0.21%,0.20%,0.18%,0.15%,0.14%,0.34%,-,0.27%,-,0.25%,-,0.26%,-,0.25%,Upgrade
Payout Ratio,36.00%,18.90%,32.10%,77.30%,70.80%,70.80%,18.10%,14.00%,15.20%,14.30%,8.80%,17.00%,6.00%,112.50%,21.20%,13.90%,3.10%,13.50%,12.50%,10.00%,10.00%,10.40%,19.20%,11.90%,11.90%,17.90%,9.10%,8.00%,2.60%,10.00%,12.50%,12.50%,18.20%,0.00%,-44.40%,0.00%,33.30%,0.00%,50.00%,0.00%,16.70%,Upgrade
Buyback Yield / Dilution,-0.68%,-0.68%,-1.32%,-0.24%,-2.25%,-5.22%,-8.14%,-5.84%,-5.00%,0.09%,4.14%,-0.15%,8.69%,6.67%,3.27%,7.74%,-14.37%,-3.64%,-16.77%,-5.67%,5.58%,-27.02%,-4.07%,-18.93%,-16.76%,-1.09%,-28.61%,-27.62%,-5.02%,-21.71%,0.42%,0.85%,-22.48%,-3.92%,-10.42%,-15.48%,-14.97%,-30.76%,-60.77%,-58.98%,-57.73%,Upgrade
Total Shareholder Return,3.37%,0.17%,-0.53%,0.40%,-1.67%,-4.78%,-7.76%,-5.49%,-4.69%,0.41%,4.54%,0.42%,9.37%,7.40%,3.56%,8.00%,-14.11%,-3.38%,-16.58%,-5.47%,5.73%,-26.87%,-3.94%,-18.78%,-16.54%,-0.90%,-28.41%,-27.41%,-4.82%,-21.53%,0.58%,0.99%,-22.15%,-3.92%,-10.15%,-15.48%,-14.72%,-30.76%,-60.51%,-58.98%,-57.48%,Upgrade
