Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,043","4,657","5,474","5,442","5,252","5,565","6,276","5,286","5,260","5,447","4,390","3,058","3,367","3,139","4,240","3,505","3,430","3,387","3,349","3,642","3,269","3,062","3,073","2,945","2,805","2,597","2,773","2,172","2,025","1,934","2,019","1,993","2,222","1,888","2,083","1,926","2,113","2,164","2,214","1,816","1,598",Upgrade
Market Cap Growth,-,-16.32%,-12.78%,2.94%,-0.15%,2.18%,42.96%,72.88%,56.25%,73.53%,3.55%,-12.77%,-1.85%,-7.32%,26.61%,-3.75%,4.93%,10.60%,8.98%,23.65%,16.54%,17.93%,10.83%,35.58%,38.55%,34.25%,37.35%,8.99%,-8.89%,2.42%,-3.11%,3.51%,5.14%,-12.72%,-5.90%,6.03%,32.23%,58.42%,109.23%,61.96%,43.72%,Upgrade
Enterprise Value,"5,989","7,603","8,028","6,820","6,584","6,357","7,036","6,145","5,501","5,731","4,935","3,434","3,911","4,131","4,686","3,821","4,168","3,977","4,130","4,043","3,801","3,304","3,724","3,467","3,362","3,206","3,476","2,666","2,738","2,676","2,775","2,653","2,737","2,561","2,468","2,511","2,967","3,150","3,346","2,977","3,117",Upgrade
PE Ratio,10.24,15.70,18.05,19.84,19.42,20.48,22.04,16.73,16.54,17.93,16.48,12.64,15.60,15.33,20.14,17.29,17.11,17.60,18.41,24.74,24.33,24.76,26.40,22.24,22.10,20.99,22.89,18.16,17.12,16.51,17.38,17.38,19.43,16.61,18.48,17.31,19.65,21.29,23.15,20.21,19.10,Upgrade
PS Ratio,3.44,5.26,6.16,6.35,6.36,6.96,8.00,6.59,6.53,6.97,5.99,4.46,5.10,4.91,6.69,5.72,5.91,5.99,6.18,7.09,6.71,6.62,6.88,6.70,6.54,6.13,6.61,5.27,5.01,4.89,5.22,5.25,5.93,5.14,5.77,5.40,6.07,6.45,6.90,5.91,5.37,Upgrade
PB Ratio,1.04,1.59,1.93,1.96,1.81,1.90,1.98,2.21,2.24,2.37,1.90,1.36,1.53,1.47,2.16,1.79,2.03,2.18,2.21,2.44,2.22,2.11,2.56,2.44,2.32,2.29,2.48,1.89,1.80,1.77,1.88,1.86,2.10,1.79,2.03,1.85,2.09,2.20,2.30,1.92,1.72,Upgrade
Debt / Equity Ratio,1.53,1.53,1.04,0.65,0.60,0.42,0.38,0.51,0.49,0.51,0.51,0.51,0.50,0.59,0.40,0.37,0.57,0.51,0.65,0.47,0.61,0.48,0.71,0.61,0.66,0.74,0.77,0.65,0.78,0.82,0.88,0.84,0.82,0.81,0.80,0.83,1.05,1.17,1.34,1.49,1.78,Upgrade
Dividend Yield,4.81%,-,1.34%,0.67%,0.70%,0.20%,1.13%,0.58%,0.56%,0.26%,1.31%,0.91%,0.82%,0.59%,1.26%,0.70%,0.65%,0.75%,1.31%,0.60%,0.59%,-,0.53%,1.91%,0.58%,0.89%,1.11%,0.70%,0.75%,1.18%,1.43%,0.72%,0.61%,1.20%,1.26%,0.66%,0.56%,-,1.04%,0.61%,0.64%,Upgrade
Payout Ratio,49.30%,0.00%,91.70%,45.80%,47.80%,16.40%,152.40%,40.50%,38.30%,17.60%,69.80%,35.80%,43.30%,43.50%,92.10%,47.40%,42.60%,51.70%,88.10%,44.80%,43.40%,0.00%,110.50%,153.20%,48.80%,73.20%,97.60%,50.00%,50.00%,78.90%,97.40%,48.70%,46.20%,81.10%,94.60%,42.50%,42.10%,0.00%,86.10%,42.90%,45.20%,Upgrade
Buyback Yield / Dilution,-0.07%,-0.07%,-0.00%,-15.95%,-15.92%,-15.96%,-16.11%,-0.15%,-0.16%,-2.34%,-3.46%,-5.52%,-11.15%,-10.34%,-9.07%,-6.92%,-1.54%,-4.61%,-8.35%,-8.36%,-8.98%,-5.55%,-1.93%,-2.25%,-1.82%,-0.60%,-0.86%,-1.01%,-0.85%,-1.23%,-1.18%,-1.22%,-1.43%,-1.03%,-0.88%,-0.88%,-2.69%,-3.43%,-3.47%,-2.85%,-0.86%,Upgrade
Total Shareholder Return,4.74%,-0.07%,1.33%,-15.28%,-15.22%,-15.76%,-14.98%,0.43%,0.41%,-2.08%,-2.15%,-4.62%,-10.33%,-9.74%,-7.81%,-6.23%,-0.89%,-3.86%,-7.03%,-7.76%,-8.38%,-5.55%,-1.39%,-0.34%,-1.24%,0.28%,0.25%,-0.31%,-0.09%,-0.05%,0.25%,-0.50%,-0.82%,0.17%,0.38%,-0.22%,-2.13%,-3.43%,-2.43%,-2.23%,-0.23%,Upgrade
