Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+50 Quarters
Market Capitalization,98,109,125,111,130,141,138,136,139,139,120,104,114,109,182,178,193,180,162,188,189,182,186,160,156,122,129,103,103,80,86,83,79,83,83,84,83,82,72,61,57,Upgrade
Market Cap Growth,-,-22.59%,-9.77%,-18.25%,-6.60%,1.45%,15.40%,31.02%,22.38%,28.24%,-34.21%,-41.84%,-41.18%,-39.53%,12.34%,-4.93%,2.00%,-1.04%,-12.82%,17.03%,21.25%,48.82%,43.47%,54.92%,51.48%,51.99%,50.76%,24.09%,31.24%,-3.12%,2.98%,-0.97%,-5.52%,1.03%,15.66%,37.22%,46.72%,30.85%,102.00%,75.73%,71.97%,Upgrade
Enterprise Value,78,90,99,-2,35,-70,-67,-109,-8,-155,-160,-207,-103,-79,-23,-54,-102,-67,-48,-9,8,26,88,9,55,-3,25,-2,15,-39,-33,-27,5,6,-12,-42,-29,-45,-54,-111,-72,Upgrade
PE Ratio,5.04,5.65,7.95,8.10,10.95,12.70,13.68,15.71,16.72,18.29,13.36,10.44,9.60,7.80,11.99,10.99,12.40,12.08,11.55,16.03,17.32,18.11,21.50,18.73,19.86,16.51,17.53,13.87,14.10,10.92,12.61,12.38,11.99,12.68,13.42,11.08,10.72,11.54,9.92,10.58,10.66,Upgrade
PS Ratio,1.88,2.11,2.70,2.62,3.27,3.65,3.74,3.90,4.15,4.28,3.45,2.84,2.90,2.60,4.22,4.06,4.51,4.30,4.02,4.83,4.97,4.93,5.24,4.66,4.70,3.75,3.97,3.18,3.18,2.48,2.78,2.71,2.61,2.75,2.82,3.01,2.91,3.05,2.73,2.35,2.29,Upgrade
PB Ratio,0.86,0.97,1.11,1.04,1.18,1.24,1.15,1.14,1.17,1.19,1.02,0.88,0.97,0.93,1.57,1.55,1.70,1.62,1.48,1.75,1.80,1.75,1.83,1.59,1.57,1.24,1.34,1.08,1.10,0.88,0.96,0.95,0.91,0.98,1.01,1.04,1.05,1.06,0.94,0.84,0.79,Upgrade
Debt / Equity Ratio,0.23,0.23,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.10,0.12,0.12,0.13,0.12,0.09,0.10,0.10,0.09,0.10,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.12,0.12,0.12,0.12,0.13,0.15,0.15,0.15,0.15,Upgrade
Dividend Yield,7.73%,1.72%,1.51%,1.69%,1.45%,-,2.71%,1.38%,1.35%,-,3.13%,1.80%,1.65%,-,2.06%,1.05%,0.97%,1.04%,1.05%,0.81%,0.81%,0.65%,0.64%,0.53%,0.54%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,38.90%,30.60%,35.50%,42.30%,55.00%,0.00%,115.80%,73.30%,68.80%,0.00%,183.30%,84.60%,91.70%,0.00%,122.20%,44.00%,45.80%,45.80%,43.50%,42.90%,45.00%,36.80%,70.00%,31.20%,33.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.24%,-0.24%,-0.20%,-0.17%,-0.15%,-0.15%,-0.15%,-0.21%,-0.26%,-0.19%,-0.12%,-0.06%,-0.04%,-0.13%,-0.23%,-0.21%,-0.14%,-0.33%,-0.28%,-0.28%,-0.37%,-0.17%,-0.07%,-0.10%,-0.11%,-0.09%,0.12%,-0.11%,-0.02%,-0.00%,-0.17%,-0.05%,-0.11%,-0.14%,-0.26%,-0.12%,-0.06%,-0.05%,2.63%,-1.00%,-1.00%,Upgrade
Total Shareholder Return,7.49%,1.48%,1.31%,1.52%,1.30%,-0.15%,2.56%,1.17%,1.09%,-0.19%,3.01%,1.74%,1.60%,-0.13%,1.82%,0.83%,0.82%,0.71%,0.77%,0.54%,0.43%,0.48%,0.56%,0.43%,0.43%,-0.09%,0.12%,-0.11%,-0.02%,-0.00%,-0.17%,-0.05%,-0.11%,-0.14%,-0.26%,-0.12%,-0.06%,-0.05%,2.63%,-1.00%,-1.00%,Upgrade
