Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+62 Quarters
Market Capitalization,397,489,531,471,506,561,549,509,488,528,441,292,366,346,596,539,535,537,469,554,613,552,583,575,518,565,615,437,387,364,399,342,362,330,354,321,200,180,188,190,156,Upgrade
Market Cap Growth,-,-12.83%,-3.23%,-7.43%,3.73%,6.28%,24.46%,74.04%,33.24%,52.69%,-25.97%,-45.71%,-31.55%,-35.63%,27.04%,-2.81%,-12.78%,-2.66%,-19.61%,-3.64%,18.35%,-2.36%,-5.09%,31.60%,33.77%,55.28%,53.97%,27.79%,7.14%,10.23%,12.61%,6.55%,80.89%,83.22%,88.63%,69.28%,27.81%,25.46%,31.83%,28.37%,-1.53%,Upgrade
Enterprise Value,"1,099","1,192","1,075",861,730,514,267,302,340,459,375,336,504,683,866,825,925,864,893,873,858,711,767,786,818,889,783,665,640,567,587,519,478,432,458,443,331,211,188,207,224,Upgrade
PE Ratio,5.60,6.93,8.70,9.26,10.14,9.97,9.30,8.28,8.55,11.07,9.99,6.74,8.09,7.16,12.05,11.29,11.83,12.50,11.16,14.42,16.74,15.98,18.65,18.33,16.78,18.24,19.26,14.42,13.00,12.58,14.77,12.75,14.21,16.19,20.45,19.82,14.59,11.12,11.03,12.71,11.11,Upgrade
PS Ratio,2.00,2.47,2.89,2.66,2.89,3.08,2.97,2.83,2.80,3.30,2.88,1.97,2.49,2.31,3.98,3.67,3.73,3.84,3.40,4.13,4.64,4.26,4.64,4.64,4.22,4.62,4.96,3.56,3.18,2.99,3.38,2.91,3.11,3.14,3.90,4.06,3.07,2.94,3.05,3.26,2.75,Upgrade
PB Ratio,0.85,1.05,1.20,1.13,1.18,1.29,1.20,1.13,1.08,1.20,1.00,0.68,0.86,0.83,1.43,1.32,1.34,1.40,1.25,1.46,1.64,1.50,1.59,1.59,1.45,1.62,1.80,1.25,1.13,1.08,1.20,1.04,1.10,0.99,1.08,1.00,0.63,1.14,1.23,1.27,1.04,Upgrade
Debt / Equity Ratio,1.63,1.63,1.45,1.62,1.64,1.66,1.52,1.37,1.35,1.32,1.27,1.39,1.43,1.37,1.21,1.26,1.35,1.41,1.33,1.05,0.99,1.01,1.05,1.07,1.12,1.08,1.03,1.06,1.04,0.90,0.83,0.85,0.77,0.75,0.84,0.79,0.79,0.90,0.96,0.96,0.83,Upgrade
Dividend Yield,5.16%,1.08%,0.96%,1.08%,0.97%,0.88%,0.86%,0.93%,0.96%,0.89%,1.03%,1.55%,1.24%,1.32%,0.74%,0.82%,0.80%,0.80%,3.54%,0.72%,0.60%,0.66%,0.54%,0.54%,0.57%,0.52%,1.78%,0.63%,0.67%,0.72%,0.61%,0.72%,0.65%,0.72%,0.57%,0.63%,12.13%,0.58%,0.56%,0.55%,0.61%,Upgrade
Payout Ratio,28.90%,25.20%,23.40%,31.70%,41.90%,42.50%,40.50%,31.60%,25.90%,33.30%,32.60%,42.40%,51.90%,43.10%,33.30%,35.10%,36.60%,36.10%,142.90%,39.30%,38.60%,33.30%,38.80%,37.30%,40.00%,39.10%,134.00%,35.40%,34.80%,30.80%,37.50%,33.30%,35.90%,35.90%,30.80%,34.30%,1630.80%,29.30%,20.00%,30.00%,23.90%,Upgrade
Buyback Yield / Dilution,-0.98%,-0.98%,-1.25%,-0.01%,1.66%,2.72%,3.47%,2.30%,0.60%,0.42%,0.63%,0.97%,1.35%,0.51%,1.56%,1.36%,1.06%,1.02%,-0.62%,-0.76%,-0.76%,-0.94%,-1.16%,-1.15%,-1.33%,-0.76%,-0.22%,0.94%,3.18%,3.85%,3.54%,2.74%,-46.94%,-94.24%,-93.66%,-93.99%,-31.17%,-0.26%,-0.80%,-0.83%,3.60%,Upgrade
Total Shareholder Return,4.18%,0.10%,-0.29%,1.07%,2.63%,3.59%,4.32%,3.23%,1.55%,1.31%,1.66%,2.53%,2.59%,1.83%,2.30%,2.18%,1.86%,1.81%,2.92%,-0.04%,-0.17%,-0.28%,-0.63%,-0.60%,-0.76%,-0.23%,1.55%,1.57%,3.86%,4.56%,4.15%,3.47%,-46.29%,-93.52%,-93.09%,-93.36%,-19.04%,0.32%,-0.24%,-0.27%,4.21%,Upgrade
