Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+55 Quarters
Market Capitalization,"1,683","1,970","2,191","1,958","1,961","2,143","2,177","2,331","2,301","2,337","1,952","1,579","2,032","2,019","2,875","2,937","2,810","2,343","2,179","2,673","2,762","2,975","2,976","2,976","2,970","2,956","3,060","2,414","2,209","2,074","2,217","2,138","2,214","2,102","2,175","2,026","2,273","2,388","2,371","2,140","1,967",Upgrade
Market Cap Growth,-,-8.07%,0.64%,-15.99%,-14.80%,-8.31%,11.56%,47.62%,13.24%,15.79%,-32.12%,-46.23%,-27.68%,-13.85%,31.94%,9.87%,1.72%,-21.22%,-26.78%,-10.16%,-6.98%,0.63%,-2.75%,23.25%,34.42%,42.54%,38.02%,12.92%,-0.23%,-1.32%,1.95%,5.53%,-2.57%,-12.01%,-8.26%,-5.34%,15.54%,29.73%,32.28%,20.64%,8.97%,Upgrade
Enterprise Value,"4,409","4,696","4,638","3,450","3,083","1,955","2,034","2,007","2,027","2,205","2,736","2,626","3,644","3,615","4,662","4,826","5,059","4,700","4,457","4,792","4,819","5,084","5,105","4,944","4,919","4,882","4,765","4,087","3,792","3,802","3,861","3,734","3,625","3,275","3,481","3,203","3,370","3,727","3,351","3,909","3,276",Upgrade
PE Ratio,6.25,7.37,8.73,8.83,9.77,11.60,12.01,13.43,14.45,15.55,13.50,9.11,10.61,9.59,12.77,13.97,13.42,11.32,10.62,13.11,13.92,15.56,16.18,17.15,17.30,17.33,17.98,14.72,13.61,13.10,14.12,13.34,13.98,13.37,13.98,12.88,14.23,15.01,15.15,14.13,13.65,Upgrade
PS Ratio,2.30,2.70,3.13,2.98,3.15,3.58,3.72,4.13,4.32,4.59,3.93,2.95,3.67,3.54,4.99,5.39,5.17,4.35,4.05,5.12,5.38,5.89,6.03,6.12,6.21,6.26,6.50,5.10,4.69,4.42,4.72,4.60,4.78,4.54,4.77,4.49,4.99,5.48,5.68,5.34,5.32,Upgrade
PB Ratio,0.71,0.83,0.94,0.86,0.88,0.98,1.01,1.10,1.03,1.00,0.95,0.78,1.02,1.02,1.40,1.45,1.40,1.17,1.10,1.34,1.39,1.50,1.48,1.48,1.47,1.47,1.53,1.22,1.13,1.06,1.13,1.09,1.13,1.07,1.10,1.03,1.14,1.21,1.21,1.11,1.02,Upgrade
Debt / Equity Ratio,1.62,1.62,1.33,0.96,0.78,0.80,0.81,0.83,0.89,0.94,1.27,1.37,1.42,1.56,1.11,1.14,1.26,1.32,1.29,1.20,1.21,1.19,1.21,1.14,1.14,1.09,1.05,1.07,1.08,1.02,0.99,0.96,0.90,0.94,0.93,0.99,0.98,0.98,1.00,1.02,1.02,Upgrade
Dividend Yield,3.79%,0.83%,0.72%,0.80%,0.80%,0.73%,0.69%,0.66%,0.72%,0.74%,0.85%,1.05%,0.82%,0.84%,0.57%,0.57%,0.57%,0.69%,0.68%,0.56%,0.52%,0.49%,0.44%,0.44%,0.45%,1.21%,0.41%,0.52%,0.58%,0.62%,0.55%,0.57%,0.56%,0.60%,0.67%,0.54%,0.45%,-,0.87%,0.44%,0.48%,Upgrade
Payout Ratio,23.70%,26.30%,20.70%,22.40%,26.40%,34.30%,31.90%,32.40%,37.70%,41.10%,43.10%,47.80%,47.80%,46.80%,24.40%,31.80%,29.90%,31.70%,27.70%,29.00%,27.90%,29.30%,25.40%,28.80%,30.60%,85.10%,30.40%,28.60%,29.80%,31.10%,34.20%,28.30%,31.70%,31.00%,37.70%,26.80%,26.30%,0.00%,51.30%,21.40%,25.00%,Upgrade
Buyback Yield / Dilution,-0.16%,-0.16%,-0.12%,2.76%,9.05%,13.20%,13.78%,11.11%,5.03%,2.10%,3.48%,4.38%,5.35%,4.92%,4.03%,5.02%,5.06%,5.55%,6.03%,5.22%,5.86%,4.45%,2.95%,2.80%,2.16%,2.62%,4.11%,3.79%,3.62%,4.73%,5.02%,5.64%,6.40%,5.62%,4.17%,4.03%,2.69%,2.63%,3.05%,2.54%,2.56%,Upgrade
Total Shareholder Return,3.63%,0.67%,0.59%,3.57%,9.85%,13.93%,14.47%,11.77%,5.75%,2.84%,4.34%,5.43%,6.17%,5.76%,4.60%,5.59%,5.63%,6.24%,6.71%,5.78%,6.38%,4.94%,3.39%,3.25%,2.61%,3.83%,4.52%,4.32%,4.20%,5.35%,5.57%,6.21%,6.96%,6.22%,4.84%,4.57%,3.13%,2.63%,3.91%,2.98%,3.03%,Upgrade
