Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+54 Quarters
Market Capitalization,"3,301","3,584","3,231","2,952","2,914","3,134","3,640","3,171","3,340","3,101","2,871","2,155","2,392","1,926","3,296","3,280","3,290","2,954","2,668","2,431","2,366","3,373","3,641","3,013","2,880","2,679","2,891","3,056","2,993","2,996","2,983","3,024","3,516","3,552","3,444","3,080","3,250","3,199","3,012","2,842","2,872",Upgrade
Market Cap Growth,-,14.35%,-11.22%,-6.89%,-12.74%,1.08%,26.79%,47.13%,39.59%,60.95%,-12.91%,-34.29%,-27.28%,-34.80%,23.53%,34.94%,39.06%,-12.41%,-26.71%,-19.33%,-17.87%,25.92%,25.94%,-1.38%,-3.75%,-10.59%,-3.08%,1.04%,-14.89%,-15.64%,-13.40%,-1.81%,8.20%,11.04%,14.34%,8.37%,13.14%,29.40%,43.29%,31.93%,26.19%,Upgrade
Enterprise Value,"3,275","3,539","3,162","2,975","2,995","3,193","3,559","3,054","3,112","2,922","2,645","1,930","2,227","1,863","3,177","3,213","3,314","3,053","2,613","2,434","2,126","3,161","3,441","2,860","2,776","2,586","2,781","2,873","2,844","2,865","2,853","2,926","3,446","3,508","3,389","2,976","3,241","3,208","2,996","2,778","2,867",Upgrade
PE Ratio,13.10,14.15,13.49,11.74,11.50,12.45,13.47,10.68,10.73,9.21,8.80,6.88,7.96,6.83,12.10,13.03,13.80,13.77,12.11,8.37,8.23,11.17,12.50,13.99,13.47,12.57,13.84,15.23,15.76,16.75,17.57,18.69,22.65,23.62,23.08,20.44,21.55,20.72,18.57,16.65,15.22,Upgrade
PS Ratio,2.21,2.38,2.24,2.12,2.18,2.44,2.80,2.36,2.42,2.17,1.98,1.49,1.69,1.40,2.48,2.57,2.64,2.51,2.35,2.20,2.20,3.09,3.30,2.70,2.55,2.34,2.53,2.79,2.89,3.06,3.22,3.36,3.98,4.09,4.01,3.60,3.82,3.71,3.43,3.13,3.07,Upgrade
PB Ratio,3.00,3.24,3.09,3.04,3.01,2.96,3.27,2.63,2.87,2.68,2.53,1.87,2.20,1.85,3.17,3.45,3.61,3.29,3.11,2.94,2.96,4.22,4.78,4.61,4.56,4.37,4.86,4.50,4.48,4.53,4.60,4.76,5.57,5.73,5.65,5.18,5.53,5.56,5.32,5.17,5.37,Upgrade
Debt / Equity Ratio,0.40,0.40,0.43,0.52,0.53,0.49,0.31,0.19,0.17,0.18,0.19,0.18,0.19,0.30,0.21,0.26,0.28,0.29,0.16,0.19,0.22,0.21,0.22,0.27,0.28,0.30,0.32,0.29,0.31,0.32,0.33,0.35,0.36,0.38,0.40,0.42,0.43,0.46,0.49,0.52,0.56,Upgrade
Current Ratio,3.00,3.00,2.53,2.64,2.71,3.22,2.07,2.04,2.65,2.61,2.17,2.43,2.09,2.69,2.00,2.17,2.23,2.11,1.68,1.65,3.59,4.43,3.39,3.33,3.64,2.63,2.21,2.84,3.01,3.03,2.49,2.56,2.80,2.82,2.29,2.87,2.60,1.61,1.58,2.24,2.40,Upgrade
Dividend Yield,2.96%,0.67%,0.74%,0.82%,0.85%,0.79%,0.72%,0.83%,0.80%,0.86%,4.40%,1.26%,1.14%,1.42%,0.83%,0.83%,0.83%,0.92%,1.02%,1.12%,1.16%,0.75%,0.69%,0.84%,0.88%,0.95%,4.42%,0.84%,0.87%,0.87%,0.87%,0.87%,0.75%,0.74%,0.76%,0.85%,0.81%,0.82%,0.87%,0.92%,0.88%,Upgrade
Payout Ratio,38.20%,34.60%,42.90%,34.60%,42.20%,44.30%,37.50%,37.00%,47.40%,36.00%,133.70%,31.40%,33.30%,42.90%,33.30%,37.50%,43.50%,50.00%,44.30%,45.80%,71.10%,41.70%,19.20%,44.60%,47.20%,51.00%,227.30%,46.30%,49.00%,56.80%,55.60%,59.50%,62.50%,71.40%,67.60%,69.40%,71.40%,73.50%,64.10%,69.40%,61.50%,Upgrade
Buyback Yield / Dilution,2.97%,2.97%,8.11%,8.63%,6.92%,7.11%,2.53%,2.63%,2.44%,2.04%,1.75%,0.99%,0.28%,-0.32%,-0.64%,-0.42%,0.22%,0.19%,0.40%,0.67%,0.50%,0.70%,1.29%,1.62%,1.95%,2.07%,1.82%,1.45%,0.97%,0.90%,0.47%,0.24%,0.10%,-0.07%,-0.00%,-0.25%,-0.30%,-0.29%,-0.65%,-0.50%,-0.59%,Upgrade
Total Shareholder Return,5.91%,3.64%,8.86%,9.45%,7.77%,7.90%,3.25%,3.46%,3.23%,2.91%,6.15%,2.24%,1.42%,1.09%,0.19%,0.41%,1.05%,1.11%,1.42%,1.79%,1.66%,1.45%,1.98%,2.46%,2.83%,3.02%,6.24%,2.30%,1.83%,1.77%,1.34%,1.11%,0.85%,0.67%,0.76%,0.61%,0.51%,0.52%,0.22%,0.42%,0.29%,Upgrade
