Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,112,125,156,146,161,198,160,143,156,149,125,107,114,109,158,153,152,143,130,128,123,126,127,119,116,112,111,92,83,86,88,85,76,78,75,73,75,75,71,66,67,Upgrade
Market Cap Growth,-,-36.88%,-2.53%,2.35%,3.44%,33.58%,27.67%,33.03%,37.03%,36.17%,-21.09%,-29.95%,-25.22%,-23.76%,21.64%,20.09%,23.32%,13.36%,2.20%,7.38%,6.17%,12.27%,14.70%,29.86%,40.05%,31.20%,26.52%,7.89%,9.43%,9.89%,16.52%,15.83%,0.42%,3.46%,6.13%,10.75%,12.19%,6.26%,30.86%,20.99%,24.64%,Upgrade
Enterprise Value,185,196,257,184,105,165,139,134,110,95,123,52,44,92,135,110,127,113,166,171,152,148,147,162,124,130,106,129,108,127,134,127,94,101,107,109,102,99,96,79,77,Upgrade
PE Ratio,7.19,8.25,10.32,10.13,12.00,15.81,10.67,9.56,9.68,8.56,7.85,7.16,8.18,8.35,13.10,12.30,14.45,15.90,13.95,14.87,13.38,13.69,14.22,12.64,12.23,12.23,12.16,10.35,9.82,10.49,11.19,11.23,10.04,10.38,10.19,10.42,10.06,10.39,9.98,8.96,9.26,Upgrade
PS Ratio,1.49,1.63,1.98,1.95,2.26,3.01,2.53,2.31,2.53,2.38,2.07,1.88,2.08,2.09,3.09,3.01,3.12,3.18,3.09,3.20,3.18,3.31,3.42,3.20,3.14,3.08,3.05,2.56,2.38,2.51,2.64,2.61,2.38,2.48,2.47,2.46,2.50,2.56,2.42,2.22,2.29,Upgrade
PB Ratio,0.82,0.90,1.14,1.24,1.18,1.26,1.02,0.94,1.00,0.99,0.82,0.72,0.78,0.78,1.18,1.15,1.18,1.16,1.28,1.32,1.36,1.41,1.38,1.30,1.30,1.30,1.32,1.05,0.96,1.02,1.09,1.06,0.98,1.00,0.99,0.99,1.04,1.08,1.06,0.98,1.02,Upgrade
Debt / Equity Ratio,0.92,0.92,0.99,0.66,0.18,0.15,0.09,0.16,0.16,0.11,0.13,0.21,0.20,0.19,0.19,0.23,0.30,0.27,0.54,0.63,0.55,0.49,0.35,0.63,0.39,0.39,0.47,0.62,0.65,0.61,0.72,0.67,0.69,0.63,0.71,0.87,0.79,0.78,0.67,0.77,0.80,Upgrade
Dividend Yield,4.96%,-,-,0.91%,0.83%,0.67%,0.68%,0.76%,0.69%,0.73%,0.86%,1.00%,0.95%,0.98%,0.68%,0.70%,0.70%,0.72%,0.70%,0.67%,0.70%,0.66%,0.65%,0.70%,0.72%,0.71%,0.72%,0.88%,0.97%,0.90%,0.88%,0.91%,1.02%,0.91%,0.94%,0.97%,0.94%,0.83%,0.88%,0.95%,0.93%,Upgrade
Payout Ratio,17.40%,0.00%,0.00%,29.00%,29.80%,58.50%,32.60%,30.40%,30.10%,23.70%,32.60%,23.00%,22.10%,33.70%,47.70%,29.80%,26.50%,45.50%,34.10%,55.60%,34.10%,32.60%,43.90%,37.20%,32.60%,35.00%,34.10%,34.60%,35.90%,34.20%,38.00%,40.30%,39.10%,36.80%,41.00%,37.30%,36.20%,34.90%,45.80%,26.20%,36.70%,Upgrade
Buyback Yield / Dilution,-0.23%,-0.23%,-23.53%,-23.53%,-23.50%,-23.43%,-0.46%,-0.46%,-0.41%,-0.46%,-0.33%,-0.33%,-0.32%,-0.32%,-13.95%,-20.36%,-20.37%,-20.33%,-5.77%,-0.14%,-0.11%,-0.15%,-0.13%,-0.13%,-0.28%,-0.28%,-0.31%,-0.31%,-0.18%,-0.18%,-0.25%,-0.25%,-0.23%,-0.36%,-0.12%,0.00%,-0.12%,-0.13%,0.02%,-0.18%,-0.13%,Upgrade
Total Shareholder Return,4.63%,-0.23%,-23.53%,-22.62%,-22.68%,-22.76%,0.21%,0.29%,0.28%,0.27%,0.53%,0.67%,0.63%,0.67%,-13.28%,-19.66%,-19.67%,-19.61%,-5.07%,0.54%,0.59%,0.51%,0.52%,0.56%,0.43%,0.43%,0.41%,0.57%,0.78%,0.72%,0.62%,0.65%,0.79%,0.55%,0.82%,0.97%,0.82%,0.70%,0.90%,0.77%,0.80%,Upgrade
