Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+51 Quarters
Market Capitalization,"56,507","56,063","51,043","44,611","50,178","62,488","72,609","66,121","67,836","55,870","54,507","54,405","51,512","39,635","44,823","38,754","37,031","34,588","26,832","32,086","32,730","30,824","28,208","26,589","23,277","21,377","18,024","20,822","18,208","18,820","19,837","19,669","21,830","21,040","19,986","19,958","18,733","16,951","16,879","15,501","13,581",Upgrade
Market Cap Growth,-,-10.28%,-29.70%,-32.53%,-26.03%,11.85%,33.21%,21.54%,31.69%,40.96%,21.61%,40.39%,39.11%,14.59%,67.05%,20.78%,13.14%,12.21%,-4.88%,20.67%,40.61%,44.19%,56.50%,27.70%,27.84%,13.59%,-9.14%,5.86%,-16.59%,-10.55%,-0.74%,-1.45%,16.53%,24.13%,18.41%,28.76%,37.93%,42.18%,50.49%,57.86%,65.37%,Upgrade
Enterprise Value,"62,133","61,783","57,047","50,835","56,658","68,967","78,680","71,827","71,772","59,845","58,754","58,710","56,187","44,744","49,048","43,303","41,703","39,436","30,690","35,895","36,639","34,954","32,565","31,239","24,797","23,191","19,163","22,182","19,601","20,181","20,986","20,853","22,888","22,140","20,856","20,389","18,878","17,003","16,874","15,555","13,535",Upgrade
PE Ratio,41.10,40.71,37.15,28.69,29.07,31.62,32.80,31.47,32.40,27.58,30.66,29.83,29.66,25.77,31.52,29.50,29.77,26.40,20.48,29.57,29.97,29.98,28.18,48.65,48.04,49.97,67.61,22.80,20.47,21.01,21.07,20.50,23.14,21.02,20.21,20.81,20.19,20.32,20.98,20.45,17.92,Upgrade
PS Ratio,10.42,10.35,9.34,7.80,8.41,10.18,11.68,11.08,11.70,9.84,10.15,10.24,9.91,7.96,9.28,8.32,8.23,7.76,6.04,7.06,7.23,7.08,6.71,6.68,6.07,5.68,5.00,5.90,5.28,5.48,5.69,5.63,6.28,6.13,5.99,6.17,5.99,5.64,5.68,5.26,4.63,Upgrade
PB Ratio,19.51,19.39,20.26,19.78,21.87,26.10,26.63,27.21,31.03,27.52,34.74,36.34,49.48,68.10,73.24,82.00,104.96,280.75,58.46,80.19,134.75,154.35,-86.08,-72.04,-34.24,-23.06,-14.71,-36.89,-30.35,-32.36,-35.11,-41.86,-65.91,-56.30,-106.42,79.61,42.06,43.99,50.09,55.07,30.34,Upgrade
Debt / Equity Ratio,2.74,2.74,3.12,3.53,3.57,3.48,2.92,3.31,3.13,3.37,4.43,4.60,6.60,12.61,10.06,12.32,16.97,49.99,12.37,12.38,21.92,27.58,-16.91,-15.50,-7.19,-4.40,-2.75,-6.06,-5.70,-5.90,-5.98,-6.65,-9.38,-8.28,-13.56,10.12,4.72,5.44,6.24,7.46,3.59,Upgrade
Current Ratio,1.48,1.48,1.72,1.80,1.39,1.36,1.61,1.52,2.31,2.18,2.03,2.49,2.10,1.70,1.92,1.42,1.72,1.45,1.61,1.38,1.54,1.47,1.25,1.15,3.69,2.45,1.34,2.15,2.64,2.68,2.66,2.73,2.72,2.67,2.24,2.94,2.69,2.87,2.60,3.10,2.72,Upgrade
Dividend Yield,0.93%,0.25%,0.50%,0.29%,0.26%,0.21%,0.16%,0.18%,0.17%,0.21%,0.19%,0.19%,0.21%,0.27%,0.21%,0.25%,0.26%,0.28%,0.32%,0.27%,0.26%,0.28%,0.26%,0.28%,0.32%,0.35%,0.40%,0.35%,0.40%,0.39%,0.34%,0.35%,0.32%,0.33%,0.29%,0.30%,0.32%,0.36%,0.32%,0.36%,0.33%,Upgrade
Payout Ratio,47.60%,28.20%,104.50%,42.40%,39.30%,26.00%,27.00%,24.30%,20.10%,15.80%,33.30%,22.50%,20.70%,21.50%,26.20%,24.90%,30.50%,25.50%,33.60%,27.20%,22.40%,22.60%,271.40%,22.90%,23.30%,21.00%,-16.70%,27.80%,28.00%,38.90%,30.90%,29.30%,26.20%,29.80%,24.60%,27.50%,18.50%,27.50%,25.80%,29.80%,19.80%,Upgrade
Buyback Yield / Dilution,1.07%,1.07%,1.87%,1.82%,1.60%,1.33%,0.90%,1.06%,0.58%,0.53%,0.89%,0.94%,1.20%,1.66%,1.75%,1.75%,1.59%,0.87%,0.05%,-0.21%,-0.31%,-0.10%,-0.46%,0.10%,1.02%,1.82%,3.25%,4.05%,4.21%,4.16%,4.94%,5.46%,5.24%,5.49%,3.75%,3.51%,4.64%,3.83%,3.36%,1.81%,0.44%,Upgrade
Total Shareholder Return,2.01%,1.33%,2.37%,2.10%,1.85%,1.53%,1.06%,1.23%,0.75%,0.74%,1.08%,1.14%,1.41%,1.93%,1.96%,1.99%,1.85%,1.15%,0.37%,0.06%,-0.05%,0.17%,-0.20%,0.38%,1.34%,2.16%,3.65%,4.39%,4.61%,4.55%,5.28%,5.81%,5.56%,5.83%,4.04%,3.81%,4.96%,4.19%,3.68%,2.17%,0.77%,Upgrade
