Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,"9,881","10,352","11,689","10,469","11,813","12,368","11,646","10,664","10,614","9,858","7,609","5,930","5,701","6,331","9,888","9,700","9,190","8,593","8,080","9,886","9,545","9,923","9,564","9,106","8,708","8,303","7,653","6,517","6,410","6,093","6,296","6,037","5,718","5,597","5,336","5,165","5,332","5,169","5,158","4,810","4,398",Upgrade
Market Cap Growth,-,-16.30%,0.37%,-1.83%,11.30%,25.46%,53.05%,79.82%,86.16%,55.71%,-23.04%,-38.86%,-37.96%,-26.32%,22.37%,-1.88%,-3.72%,-13.41%,-15.51%,8.57%,9.61%,19.51%,24.97%,39.73%,35.85%,36.26%,21.55%,7.95%,12.11%,8.86%,18.00%,16.89%,7.24%,8.30%,3.44%,7.38%,21.24%,22.37%,44.65%,35.19%,15.70%,Upgrade
Enterprise Value,"10,487","10,973","12,313","11,208","12,388","13,104","11,479","9,795","9,212","10,130","7,907","4,291","4,915","6,131","9,047","8,430","8,239","8,016","7,867","9,179","9,036","9,565","8,527","8,041","7,906","7,696","6,829","6,178","5,860","5,860","6,074","6,023","5,526","5,446","5,054","4,917","4,128","4,206","4,432","4,392","4,076",Upgrade
PE Ratio,12.04,12.62,13.02,10.72,11.46,6.63,5.84,4.57,4.66,6.79,10.40,23.63,24.37,23.71,11.02,14.76,12.87,12.04,15.25,13.64,17.94,21.25,20.13,13.12,11.00,11.84,11.79,16.58,18.47,14.04,17.89,17.25,14.19,15.21,11.80,10.69,11.85,11.38,10.95,13.25,8.69,Upgrade
PS Ratio,1.37,1.44,1.66,1.52,1.78,1.87,1.78,1.64,1.68,1.58,1.32,1.43,1.21,1.21,1.59,1.24,1.20,1.14,1.13,1.36,1.35,1.44,1.39,1.34,1.31,1.26,1.18,1.02,1.01,0.96,1.02,0.99,0.96,0.96,0.93,0.93,0.98,1.00,1.01,0.97,0.87,Upgrade
PB Ratio,2.50,2.63,2.89,2.66,2.91,2.56,2.32,2.04,1.90,1.48,1.12,0.94,0.93,1.25,1.58,1.54,1.51,1.52,1.63,1.91,1.88,1.92,1.79,1.69,1.64,1.60,1.56,1.26,1.28,1.28,1.37,1.28,1.19,1.14,1.09,1.05,1.07,1.08,1.12,1.06,0.98,Upgrade
Debt / Equity Ratio,0.38,0.38,0.37,0.39,0.38,0.40,0.39,0.37,0.35,0.29,0.29,0.33,0.31,0.29,0.23,0.23,0.23,0.25,0.26,0.25,0.26,0.25,0.24,0.24,0.26,0.25,0.26,0.25,0.20,0.21,0.22,0.19,0.21,0.22,0.22,0.22,0.18,0.19,0.20,0.20,0.21,Upgrade
Dividend Yield,14.17%,3.82%,1.92%,0.46%,6.18%,1.76%,4.79%,5.19%,11.69%,0.44%,2.86%,0.67%,0.71%,0.64%,2.08%,0.38%,1.88%,0.42%,2.13%,0.32%,1.76%,0.32%,2.21%,0.31%,1.87%,0.34%,1.52%,0.38%,0.39%,0.41%,1.82%,0.37%,0.39%,0.40%,2.10%,0.39%,0.38%,0.39%,2.16%,0.37%,0.41%,Upgrade
Payout Ratio,169.90%,185.90%,80.90%,29.00%,434.50%,75.10%,156.20%,252.90%,123.10%,10.20%,32.10%,24.20%,22.70%,-13.50%,96.60%,24.40%,81.20%,10.90%,-558.80%,15.20%,78.40%,21.30%,125.00%,240.00%,110.50%,17.70%,29.60%,22.40%,44.40%,24.10%,86.50%,34.70%,15.60%,113.60%,87.40%,16.90%,18.60%,19.10%,69.30%,20.70%,15.90%,Upgrade
Buyback Yield / Dilution,-0.23%,-0.23%,-0.35%,-0.23%,0.35%,1.62%,2.41%,3.73%,4.89%,4.10%,4.60%,2.85%,1.10%,0.44%,-0.77%,-0.44%,-0.33%,-0.33%,-0.55%,-0.78%,-1.00%,-1.23%,-1.46%,-1.69%,-1.58%,-0.90%,0.67%,0.90%,1.23%,1.01%,0.45%,1.76%,2.29%,2.40%,1.54%,0.11%,-0.11%,-0.66%,0.22%,3.81%,6.63%,Upgrade
Total Shareholder Return,13.97%,3.58%,1.57%,0.22%,6.53%,3.38%,7.20%,8.92%,16.58%,4.54%,7.46%,3.53%,1.81%,1.08%,1.30%,-0.07%,1.55%,0.09%,1.58%,-0.46%,0.76%,-0.91%,0.75%,-1.39%,0.28%,-0.57%,2.19%,1.28%,1.62%,1.41%,2.26%,2.13%,2.68%,2.80%,3.64%,0.50%,0.27%,-0.27%,2.38%,4.17%,7.04%,Upgrade
