Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"39,867","39,500","44,731","35,514","35,642","41,845","38,627","34,966","36,471","35,242","31,238","25,914","25,852","24,739","38,830","38,737","40,859","37,517","34,684","36,140","33,305","34,105","34,511","32,168","30,827","29,071","28,404","29,436","29,873","26,519","25,562","25,036","26,988","28,094","27,526","26,390","28,270","28,735","31,135","28,831","27,097",Upgrade
Market Cap Growth,-,-5.60%,15.80%,1.57%,-2.27%,18.74%,23.65%,34.93%,41.08%,42.45%,-19.55%,-33.10%,-36.73%,-34.06%,11.95%,7.18%,22.68%,10.00%,0.50%,12.35%,8.04%,17.32%,21.50%,9.28%,3.19%,9.63%,11.12%,17.57%,10.69%,-5.61%,-7.14%,-5.13%,-4.54%,-2.23%,-11.59%,-8.47%,4.33%,18.09%,25.00%,28.59%,36.05%,Upgrade
Enterprise Value,"42,982","43,111","48,230","38,322","37,885","45,338","41,532","36,824","39,123","38,340","33,996","28,176","28,095","27,349","40,503","40,754","44,071","39,525","36,125","37,990","34,773","35,397","36,309","32,489","31,815","30,116","28,905","29,931","31,182","28,054","26,183","26,525","29,310","30,013","28,150","28,282","30,943","31,654","33,489","31,035","29,655",Upgrade
PE Ratio,9.35,9.07,10.65,7.01,8.17,10.26,8.93,8.25,6.28,6.40,6.54,5.62,8.83,8.41,11.75,12.71,13.12,11.99,11.88,7.26,6.87,7.21,7.50,11.61,11.48,11.54,10.68,11.16,11.60,10.20,10.09,9.99,10.20,9.75,9.33,9.03,9.69,9.59,9.86,9.41,8.02,Upgrade
PS Ratio,2.07,2.08,2.29,1.71,1.68,1.95,1.75,1.55,1.59,1.54,1.41,1.19,1.19,1.13,1.74,1.77,1.87,1.71,1.59,1.64,1.52,1.56,1.59,1.45,1.38,1.30,1.26,1.34,1.41,1.26,1.23,1.19,1.24,1.26,1.21,1.15,1.22,1.23,1.30,1.18,1.06,Upgrade
PB Ratio,1.99,2.00,2.22,1.47,1.35,1.42,1.16,1.04,1.08,1.10,0.93,0.80,0.88,0.94,1.34,1.32,1.45,1.44,1.48,1.56,1.40,1.40,1.40,1.46,1.43,1.43,1.39,1.29,1.33,1.33,1.44,1.45,1.59,1.51,1.50,1.48,1.61,1.83,2.13,1.97,1.98,Upgrade
Debt / Equity Ratio,0.38,0.38,0.37,0.31,0.28,0.26,0.24,0.24,0.24,0.25,0.24,0.24,0.26,0.26,0.23,0.21,0.22,0.23,0.25,0.23,0.22,0.22,0.22,0.24,0.24,0.26,0.26,0.25,0.22,0.25,0.28,0.29,0.32,0.34,0.29,0.26,0.28,0.31,0.33,0.34,0.36,Upgrade
Dividend Yield,2.49%,0.65%,0.56%,0.71%,0.72%,0.62%,0.57%,0.63%,0.62%,0.65%,0.63%,0.77%,0.78%,0.82%,0.51%,0.52%,0.49%,0.54%,0.57%,0.56%,0.61%,0.60%,0.52%,0.53%,0.56%,0.60%,0.62%,0.57%,0.57%,0.65%,0.69%,0.67%,0.63%,0.61%,0.64%,0.64%,0.60%,0.59%,0.55%,0.57%,0.60%,Upgrade
Payout Ratio,23.20%,21.60%,117.60%,15.70%,18.40%,24.80%,20.90%,24.80%,20.20%,17.60%,20.60%,8.10%,25.00%,35.90%,25.20%,25.70%,24.50%,22.00%,37.70%,23.60%,24.10%,28.30%,6.90%,23.60%,23.90%,29.10%,23.40%,26.60%,30.80%,23.40%,24.00%,29.50%,29.30%,25.70%,24.70%,23.70%,20.70%,23.00%,25.30%,23.20%,18.30%,Upgrade
Buyback Yield / Dilution,5.96%,5.96%,5.97%,5.95%,5.53%,5.65%,5.88%,5.87%,5.40%,4.89%,4.56%,4.04%,3.88%,3.74%,3.61%,3.66%,3.72%,3.58%,3.16%,2.86%,2.62%,3.01%,3.50%,3.35%,3.62%,4.00%,4.25%,4.63%,4.59%,4.32%,4.78%,5.04%,4.64%,3.88%,3.54%,2.87%,2.69%,2.44%,1.02%,0.50%,0.13%,Upgrade
Total Shareholder Return,8.47%,6.61%,6.52%,6.66%,6.26%,6.28%,6.45%,6.50%,6.01%,5.54%,5.19%,4.81%,4.66%,4.56%,4.13%,4.17%,4.22%,4.12%,3.74%,3.41%,3.22%,3.60%,4.02%,3.88%,4.17%,4.60%,4.87%,5.20%,5.16%,4.97%,5.47%,5.71%,5.27%,4.49%,4.18%,3.51%,3.29%,3.02%,1.58%,1.06%,0.74%,Upgrade
