Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,519","4,449","7,355","7,653","7,704","9,937","9,882","10,031","8,659","9,025","7,125","4,792","5,571","4,413","8,850","7,878","8,394","8,454","7,830","9,749","10,386","10,362","10,153","9,538","8,897","8,502","8,768","6,363","5,142","4,951","5,577","5,623","6,449","5,486","5,786","5,893","5,449","5,727","5,531","5,060","5,329",Upgrade
Market Cap Growth,-,-55.23%,-25.57%,-23.70%,-11.03%,10.11%,38.70%,109.34%,55.43%,104.50%,-19.50%,-39.18%,-33.63%,-47.79%,13.04%,-19.19%,-19.18%,-18.42%,-22.88%,2.21%,16.73%,21.88%,15.80%,49.92%,73.03%,71.71%,57.21%,13.16%,-20.26%,-9.75%,-3.60%,-4.58%,18.35%,-4.21%,4.60%,16.47%,2.26%,24.43%,40.34%,32.99%,48.96%,Upgrade
Enterprise Value,"12,284","13,214","14,000","11,823","7,585","5,471","-1,214","1,591",97,"2,353","8,416","5,959","5,635","8,018","11,178","11,754","14,481","13,388","12,974","13,301","13,761","14,425","14,182","13,239","11,974","9,695","7,982","6,006","3,396","2,429",-170,-321,-693,-733,-898,-855,-130,"-1,333","-1,205","-1,908","-1,605",Upgrade
PE Ratio,4.06,5.05,8.38,9.47,9.27,10.13,8.98,8.59,7.87,11.10,14.11,11.86,12.35,7.57,11.32,9.55,10.16,10.26,9.21,13.05,15.18,15.92,18.46,17.03,16.95,18.40,21.33,16.94,15.00,19.75,22.58,24.97,29.30,16.85,17.72,29.41,16.46,20.32,18.82,13.01,22.05,Upgrade
PS Ratio,1.13,1.43,2.43,2.62,2.66,3.25,3.10,3.08,2.73,3.22,3.00,2.08,2.38,1.76,3.17,2.82,2.99,3.02,2.77,3.49,3.79,3.81,3.92,3.79,3.62,3.60,3.83,2.86,2.38,2.45,2.75,2.78,3.11,2.44,2.55,2.72,2.56,2.72,2.61,2.32,2.42,Upgrade
PB Ratio,0.68,0.86,1.50,1.63,1.37,1.58,1.32,1.29,1.08,1.14,0.90,0.63,0.74,0.59,1.20,1.05,1.11,1.11,1.03,1.29,1.36,1.36,1.32,1.23,1.15,1.10,1.15,0.83,0.67,0.65,0.74,0.74,0.86,0.74,0.79,0.81,0.81,0.87,0.86,0.80,0.78,Upgrade
Debt / Equity Ratio,2.47,2.47,2.26,1.28,0.30,0.21,0.26,0.21,0.26,0.29,0.37,0.34,0.29,0.74,0.51,0.78,0.96,0.81,0.84,0.62,0.60,0.69,0.70,0.65,0.61,0.46,0.18,0.22,0.13,0.14,0.15,0.16,0.17,0.17,0.18,0.18,0.33,0.37,0.40,0.41,0.35,Upgrade
Dividend Yield,6.78%,-,0.83%,0.80%,0.74%,0.58%,0.59%,0.61%,0.64%,0.62%,0.78%,1.16%,1.00%,1.33%,0.69%,0.78%,0.68%,0.69%,0.77%,0.63%,0.48%,0.41%,0.33%,0.26%,0.19%,0.20%,0.19%,0.26%,0.24%,0.25%,0.22%,0.22%,0.19%,0.15%,0.14%,0.13%,0.14%,0.13%,0.13%,0.15%,0.14%,Upgrade
Payout Ratio,20.50%,0.00%,22.30%,29.30%,29.50%,29.90%,27.90%,26.20%,16.30%,17.90%,20.50%,33.70%,100.00%,850.00%,33.00%,27.60%,28.60%,27.30%,26.30%,27.00%,25.30%,17.20%,28.10%,16.00%,10.50%,12.70%,13.10%,14.00%,13.60%,15.80%,14.00%,14.60%,-600.00%,10.80%,12.50%,10.00%,7.10%,9.80%,-12.50%,3.50%,13.30%,Upgrade
Buyback Yield / Dilution,2.41%,2.41%,3.11%,6.66%,7.49%,7.44%,6.58%,2.01%,0.83%,5.27%,8.35%,9.95%,13.05%,11.39%,10.35%,11.61%,9.63%,7.14%,4.98%,1.60%,-0.51%,0.08%,-3.29%,-2.15%,-1.78%,-3.09%,0.22%,-0.27%,-0.81%,-0.57%,-0.43%,-3.49%,-9.50%,-9.63%,-10.08%,-6.78%,-0.66%,-0.80%,-0.71%,-0.74%,-0.51%,Upgrade
Total Shareholder Return,9.18%,2.41%,3.94%,7.46%,8.24%,8.02%,7.17%,2.62%,1.47%,5.88%,9.13%,11.11%,14.05%,12.73%,11.04%,12.40%,10.31%,7.83%,5.75%,2.23%,-0.03%,0.48%,-2.96%,-1.88%,-1.60%,-2.89%,0.41%,-0.02%,-0.57%,-0.32%,-0.21%,-3.27%,-9.31%,-9.48%,-9.94%,-6.65%,-0.53%,-0.67%,-0.57%,-0.60%,-0.37%,Upgrade
