Metrics,Current,2023-02-28,2022-11-30,2022-08-31,2022-05-31,2022-02-28,2021-11-30,2021-08-31,2021-05-31,2021-02-28,2020-11-30,2020-08-31,2020-05-31,2020-02-29,2019-11-30,2019-08-31,2019-05-31,2019-02-28,2018-11-30,2018-08-31,2018-05-31,2018-02-28,2017-11-30,2017-08-31,2017-05-31,2017-02-28,2016-11-30,2016-08-31,2016-05-31,2016-02-29,2015-11-30,2015-08-31,2015-05-31,2015-02-28,2014-11-30,2014-08-31,2014-05-31,2014-02-28,2013-11-30,2013-08-31,2013-05-31,+24 Quarters
Market Capitalization,302,328,314,291,322,332,328,321,286,258,247,192,170,256,245,202,191,174,165,157,143,137,134,131,130,131,115,103,94,81,88,91,95,85,82,86,82,85,74,87,85,Upgrade
Market Cap Growth,-,-1.46%,-4.46%,-9.34%,12.57%,28.95%,32.82%,66.94%,68.05%,0.64%,1.09%,-4.69%,-11.03%,47.46%,48.25%,28.78%,33.68%,27.01%,23.24%,19.60%,9.95%,4.71%,16.05%,27.23%,37.85%,61.27%,31.00%,12.88%,-0.11%,-4.86%,7.86%,5.57%,16.03%,-0.16%,10.36%,-0.24%,-4.33%,5.91%,21.55%,35.40%,26.80%,Upgrade
Enterprise Value,916,943,952,898,858,778,632,649,639,502,491,398,369,422,441,455,408,389,430,371,336,329,329,326,330,290,262,241,228,235,197,212,223,197,202,204,186,173,161,147,137,Upgrade
PE Ratio,12.33,13.28,22.61,17.96,13.89,7.27,7.05,7.20,4.89,17.45,7.65,4.85,6.70,4.60,6.65,7.54,8.58,9.39,10.19,9.34,6.98,7.74,9.99,12.23,14.29,11.47,11.86,8.89,12.52,6.96,5.97,6.20,5.69,7.73,6.93,8.95,12.62,10.04,7.21,8.89,5.81,Upgrade
PS Ratio,3.04,3.31,3.66,3.83,4.44,4.70,4.83,4.88,4.68,4.47,4.19,3.26,2.89,4.38,4.55,3.85,3.83,3.64,3.68,3.77,3.54,3.54,3.63,3.66,3.84,3.94,3.54,3.31,3.11,2.70,2.96,3.03,3.29,3.11,3.19,3.58,3.54,3.72,3.30,4.20,4.39,Upgrade
PB Ratio,0.87,0.94,0.94,0.86,0.93,0.93,0.96,0.99,0.89,0.85,0.83,0.65,0.61,0.84,0.87,0.90,1.02,0.96,0.95,0.91,0.99,0.95,0.96,0.98,1.02,1.03,0.90,0.80,0.74,0.65,0.69,0.73,0.77,0.69,0.67,0.72,0.70,0.75,0.67,0.77,0.76,Upgrade
Debt / Equity Ratio,2.05,2.05,2.04,1.84,1.85,1.40,1.31,1.24,1.16,0.90,0.92,0.91,0.80,0.67,0.98,1.24,1.49,1.53,1.56,1.49,1.43,1.44,1.47,1.60,1.78,1.43,1.33,1.25,1.26,1.28,1.07,1.07,1.09,1.08,1.08,1.01,1.00,0.83,0.83,0.79,0.78,Upgrade
Dividend Yield,9.58%,2.47%,2.05%,2.18%,1.99%,1.90%,1.81%,1.53%,1.68%,1.82%,1.85%,2.33%,-,2.44%,2.30%,2.27%,2.19%,2.30%,2.36%,2.25%,2.19%,2.24%,2.17%,2.14%,2.07%,1.98%,2.18%,3.51%,2.49%,2.83%,2.30%,2.02%,7.28%,1.40%,1.19%,-,-,-,17.38%,-,-,Upgrade
Payout Ratio,110.70%,42.50%,105.90%,662.50%,-441.70%,76.80%,71.20%,62.00%,22.90%,50.60%,71.90%,20.50%,0.00%,21.10%,40.90%,60.40%,54.50%,49.10%,106.10%,113.30%,82.00%,55.10%,67.60%,40.90%,270.60%,214.30%,163.00%,68.50%,71.90%,-444.40%,59.00%,150.00%,93.40%,44.00%,28.60%,0.00%,0.00%,0.00%,1019.20%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-4.42%,0.02%,-3.86%,-7.05%,-8.44%,-6.52%,-2.52%,0.28%,0.42%,0.09%,-11.30%,-34.48%,-44.81%,-48.46%,-34.17%,-20.50%,-23.44%,-20.58%,-23.84%,-16.13%,-7.06%,-8.42%,-5.45%,-3.74%,-2.16%,-0.44%,-1.70%,-2.81%,-5.81%,-6.09%,-4.69%,-3.80%,-0.80%,-0.56%,-10.89%,-13.73%,-13.73%,-13.83%,-22.19%,-22.02%,-22.02%,Upgrade
Total Shareholder Return,5.18%,2.49%,-1.82%,-4.87%,-6.44%,-4.63%,-0.70%,1.81%,2.10%,1.91%,-9.44%,-32.15%,-44.81%,-46.02%,-31.87%,-18.23%,-21.25%,-18.29%,-21.48%,-13.88%,-4.87%,-6.18%,-3.29%,-1.60%,-0.09%,1.55%,0.48%,0.70%,-3.32%,-3.26%,-2.39%,-1.78%,6.49%,0.84%,-9.70%,-13.73%,-13.73%,-13.83%,-4.81%,-22.02%,-22.02%,Upgrade
