Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,"1,349",882,"1,022",621,737,765,780,766,816,905,751,665,739,625,"1,058",976,934,954,"1,093","1,161","1,117","1,109","1,204","1,269","1,162","1,106","1,130",747,710,839,916,810,871,925,979,898,907,889,813,733,690,Upgrade
Market Cap Growth,-,15.31%,31.04%,-18.89%,-9.67%,-15.50%,3.88%,15.22%,10.43%,44.77%,-29.03%,-31.90%,-20.94%,-34.47%,-3.27%,-15.93%,-16.36%,-13.91%,-9.16%,-8.54%,-3.87%,0.24%,6.51%,69.94%,63.68%,31.88%,23.36%,-7.78%,-18.46%,-9.31%,-6.43%,-9.84%,-3.94%,4.05%,20.49%,22.47%,31.37%,38.92%,41.72%,40.85%,33.77%,Upgrade
Enterprise Value,660,580,720,275,190,263,65,216,420,470,159,157,288,260,804,793,784,862,943,"1,005",977,"1,015",986,"1,091","1,039","1,018","1,079",569,616,695,798,704,792,854,702,771,770,754,692,631,622,Upgrade
PE Ratio,12.23,11.42,10.10,3.47,3.74,3.54,4.32,4.10,5.16,5.79,8.13,7.00,7.10,7.00,8.04,8.44,7.12,7.34,9.37,8.63,9.25,9.74,10.90,13.44,10.93,10.32,11.20,6.83,7.74,8.89,9.31,8.57,8.16,8.64,9.27,8.53,8.92,8.94,8.44,7.83,7.41,Upgrade
PS Ratio,1.67,1.53,1.83,1.01,1.18,1.05,0.95,0.92,0.93,1.04,1.08,0.94,1.09,0.96,1.29,1.56,1.38,1.45,1.98,1.53,1.52,1.46,1.38,1.57,1.47,1.46,1.66,1.10,1.18,1.42,1.55,1.36,1.35,1.32,1.38,1.15,1.12,1.13,0.95,0.98,0.92,Upgrade
PB Ratio,0.42,0.38,0.47,0.32,0.35,0.33,0.31,0.30,0.32,0.37,0.30,0.30,0.34,0.31,0.50,0.47,0.46,0.48,0.57,0.62,0.61,0.61,0.66,0.70,0.65,0.63,0.66,0.43,0.42,0.51,0.57,0.51,0.55,0.58,0.63,0.59,0.60,0.60,0.56,0.52,0.49,Upgrade
Dividend Yield,0.10%,-,0.13%,-,-,-,0.17%,-,-,-,0.17%,-,-,-,0.12%,-,-,-,0.12%,-,-,-,0.11%,-,-,-,0.12%,-,-,-,0.14%,-,-,-,0.13%,-,-,-,0.16%,-,-,Upgrade
Payout Ratio,1.60%,0.00%,10.20%,0.00%,0.00%,0.00%,4.40%,0.00%,0.00%,0.00%,3.60%,0.00%,0.00%,0.00%,3.40%,0.00%,0.00%,0.00%,5.80%,0.00%,0.00%,0.00%,3.20%,0.00%,0.00%,0.00%,5.40%,0.00%,0.00%,0.00%,4.00%,0.00%,0.00%,0.00%,4.50%,0.00%,0.00%,0.00%,4.60%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.04%,-0.04%,-0.04%,-0.04%,-0.00%,0.00%,-,-,-,Upgrade,
Total Shareholder Return,0.13%,-,0.13%,-,-,-,0.17%,-,-,-,0.17%,-,-,-,0.13%,0.00%,0.00%,0.00%,0.12%,-,-,-,0.11%,-,-,-,0.12%,-,-,-,0.14%,-,-0.04%,-0.04%,0.10%,-0.04%,-0.00%,0.00%,0.16%,-,-,Upgrade
