Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+61 Quarters
Market Capitalization,"108,135","109,720","116,280","100,034","102,011","111,548","128,075","127,433","128,950","113,075","90,734","69,149","67,959","53,438","81,415","74,512","74,851","70,705","62,138","84,663","83,313","95,678","96,096","91,763","87,347","91,515","95,217","65,389","61,719","66,300","76,875","75,216","90,201","81,884","84,422","80,877","74,875","74,183","80,340","71,053","69,349",Upgrade
Market Cap Growth,-,-1.64%,-9.21%,-21.50%,-20.89%,-1.35%,41.15%,84.29%,89.75%,111.60%,11.45%,-7.20%,-9.21%,-24.42%,31.02%,-11.99%,-10.16%,-26.10%,-35.34%,-7.74%,-4.62%,4.55%,0.92%,40.33%,41.52%,38.03%,23.86%,-13.06%,-31.58%,-19.03%,-8.94%,-7.00%,20.47%,10.38%,5.08%,13.83%,7.97%,8.30%,34.02%,30.37%,47.08%,Upgrade
Enterprise Value,"639,072","642,139","528,900","558,418","605,075","613,935","580,442","640,200","605,906","592,854","528,917","483,601","495,297","493,860","464,085","505,469","468,145","456,590","417,103","478,586","472,285","510,935","486,883","469,398","459,124","440,256","419,863","361,532","350,372","390,926","431,329","412,271","453,813","433,952","435,624","457,051","455,744","479,721","510,960","494,047","500,460",Upgrade
PE Ratio,11.41,10.95,10.80,7.47,6.49,6.11,6.06,5.87,6.56,7.80,10.18,11.02,14.05,7.82,10.31,8.77,8.18,7.60,6.30,15.69,16.74,22.46,26.08,11.50,10.86,11.37,13.44,11.87,13.03,16.49,13.81,10.71,11.51,9.23,10.45,9.75,9.88,9.91,10.40,8.55,8.32,Upgrade
PS Ratio,2.29,2.35,2.46,2.03,2.00,2.04,2.16,2.18,2.32,2.11,2.04,1.62,1.69,1.47,2.23,2.15,2.13,2.00,1.70,2.29,2.28,2.75,2.94,2.82,2.69,2.82,3.09,2.20,2.17,2.24,2.27,2.20,2.52,2.29,2.44,2.27,2.21,2.22,2.35,2.05,1.91,Upgrade
PB Ratio,0.91,0.93,0.99,0.84,0.87,0.97,1.17,1.20,1.27,1.16,0.95,0.75,0.76,0.58,0.90,0.81,0.82,0.78,0.69,0.98,0.96,1.15,1.17,1.06,1.01,1.05,1.10,0.75,0.71,0.76,0.89,0.86,1.03,0.96,1.02,0.98,0.92,0.94,1.02,0.92,0.89,Upgrade
Debt / Equity Ratio,6.48,6.48,5.58,6.23,6.72,6.74,6.49,6.82,7.04,6.87,6.19,6.13,6.22,5.91,5.72,5.71,5.33,5.25,5.38,5.91,6.01,6.41,6.09,5.73,5.57,5.43,5.14,5.17,5.28,5.32,5.16,5.25,5.25,5.37,5.56,5.77,5.86,6.63,6.90,6.99,7.12,Upgrade
Dividend Yield,2.92%,0.80%,0.77%,0.90%,0.71%,0.64%,0.55%,0.56%,0.35%,0.40%,0.50%,0.65%,0.65%,0.84%,0.56%,0.63%,0.43%,0.43%,0.49%,0.37%,0.38%,0.31%,0.31%,0.33%,0.35%,0.30%,0.29%,0.43%,0.46%,0.44%,0.38%,0.40%,0.33%,0.34%,0.33%,0.32%,0.35%,0.36%,0.33%,0.35%,0.36%,Upgrade
Payout Ratio,33.40%,28.20%,73.70%,29.90%,25.60%,18.40%,18.10%,13.20%,8.20%,6.60%,10.20%,13.80%,235.80%,40.10%,26.30%,25.90%,14.50%,14.00%,13.10%,12.60%,13.20%,10.70%,-14.40%,14.70%,18.80%,12.40%,12.70%,13.10%,17.20%,24.00%,49.20%,22.00%,32.30%,9.90%,13.30%,11.70%,13.10%,13.30%,11.50%,16.30%,12.80%,Upgrade
Buyback Yield / Dilution,1.29%,1.29%,-1.16%,-1.50%,-1.26%,1.39%,2.41%,1.67%,-0.08%,0.06%,1.69%,3.85%,5.90%,5.57%,4.30%,4.15%,3.72%,2.89%,3.40%,3.75%,5.01%,6.26%,6.27%,5.70%,5.90%,6.10%,6.13%,6.19%,4.85%,3.35%,2.50%,2.26%,3.00%,4.48%,5.22%,5.48%,5.48%,4.94%,3.04%,2.84%,3.23%,Upgrade
Total Shareholder Return,4.25%,2.09%,-0.40%,-0.60%,-0.56%,2.02%,2.96%,2.22%,0.26%,0.45%,2.19%,4.50%,6.55%,6.41%,4.86%,4.78%,4.15%,3.33%,3.89%,4.12%,5.39%,6.57%,6.58%,6.03%,6.25%,6.40%,6.42%,6.62%,5.32%,3.79%,2.89%,2.66%,3.34%,4.82%,5.55%,5.80%,5.83%,5.30%,3.37%,3.19%,3.59%,Upgrade
