Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Market Capitalization,"1,147","1,629","1,979","1,840","1,760","2,022","2,138","2,031","1,982","2,116","1,489","1,106","1,231","1,110","1,825","1,642","1,548","1,474","1,515","1,999","1,704","1,647","1,607","1,478","1,256","1,308","1,251",885,865,755,647,749,767,672,501,441,456,498,529,472,465,Upgrade
Market Cap Growth,-,-19.44%,-7.46%,-9.40%,-11.19%,-4.42%,43.60%,83.61%,61.01%,90.55%,-18.42%,-32.61%,-20.48%,-24.69%,20.48%,-17.89%,-9.17%,-10.51%,-5.70%,35.28%,35.64%,25.96%,28.44%,66.93%,45.18%,73.24%,93.30%,18.27%,12.88%,12.40%,29.23%,69.74%,67.98%,34.85%,-5.25%,-6.53%,-1.87%,16.92%,22.43%,4.95%,17.53%,Upgrade
Enterprise Value,"1,249","1,731","2,364","1,959","1,846","1,897","2,206","2,341","1,957","2,138","1,776","1,605","1,172","1,268","1,905","1,580","1,296","1,354","1,743","1,971","1,805","1,788","2,020","1,700","1,495","1,572","1,687","1,192","1,236","1,213",945,"1,295","1,421","1,181","1,153","1,056","1,104","1,001","1,162",853,"1,028",Upgrade
PE Ratio,5.38,7.62,9.69,9.53,9.15,10.00,10.09,10.05,10.23,12.88,11.16,8.28,10.04,8.07,12.24,11.45,10.86,11.78,12.95,20.30,19.72,20.47,21.36,18.31,15.85,16.71,15.62,11.75,12.44,11.88,10.93,13.16,14.12,13.46,12.19,12.00,14.48,16.44,14.81,12.76,10.80,Upgrade
PS Ratio,1.58,2.25,2.78,2.65,2.53,2.88,3.02,2.99,3.04,3.53,2.73,2.08,2.38,2.13,3.42,3.13,2.95,2.86,3.04,4.13,3.72,3.80,3.86,3.68,3.23,3.34,3.16,2.31,2.35,2.16,1.95,2.36,2.51,2.30,1.85,1.67,1.82,2.07,2.17,1.96,1.84,Upgrade
PB Ratio,0.63,0.89,1.14,1.11,0.99,1.05,0.98,0.94,0.92,1.03,0.72,0.61,0.70,0.72,1.16,1.05,1.02,1.08,1.14,1.56,1.36,1.57,1.62,1.51,1.56,1.67,1.69,1.26,1.26,1.13,0.98,1.27,1.32,1.18,1.01,0.91,0.97,1.09,1.20,1.19,1.18,Upgrade
Debt / Equity Ratio,0.25,0.25,0.43,0.31,0.27,0.25,0.23,0.29,0.20,0.24,0.30,0.46,0.23,0.26,0.29,0.25,0.26,0.27,0.38,0.32,0.39,0.39,0.61,0.48,0.52,0.56,0.80,0.72,0.87,0.88,0.84,1.08,1.34,1.09,1.46,1.41,1.59,1.29,1.73,1.38,1.71,Upgrade
Dividend Yield,4.27%,0.78%,0.60%,0.62%,0.65%,0.56%,0.53%,0.52%,0.47%,0.44%,0.50%,0.67%,0.60%,0.66%,0.36%,0.40%,0.36%,0.38%,0.43%,0.24%,0.24%,0.25%,0.34%,0.22%,0.23%,0.22%,0.42%,0.28%,0.28%,0.32%,0.32%,0.28%,0.27%,0.31%,0.37%,0.42%,0.40%,0.37%,0.35%,0.36%,0.36%,Upgrade
Payout Ratio,22.40%,25.20%,20.40%,21.10%,23.10%,27.80%,24.10%,19.70%,15.60%,18.30%,20.20%,16.30%,24.40%,37.00%,17.60%,19.10%,12.70%,17.60%,20.40%,14.30%,15.30%,17.10%,40.90%,15.10%,13.40%,16.20%,26.70%,12.20%,11.80%,11.90%,14.70%,14.30%,13.70%,13.00%,15.20%,15.60%,17.50%,27.80%,23.30%,25.60%,18.20%,Upgrade
Buyback Yield / Dilution,-0.45%,-0.45%,-0.46%,-0.46%,-0.46%,-0.43%,-14.55%,-14.55%,-14.58%,-14.50%,-0.51%,-0.52%,-6.37%,-6.36%,-6.45%,-6.53%,-11.38%,-11.32%,-15.11%,-15.12%,-16.47%,-18.60%,-14.91%,-21.89%,-8.78%,-6.79%,-26.29%,-18.99%,-19.06%,-19.12%,-11.67%,-11.70%,-11.61%,-11.55%,-0.66%,-9.05%,-9.08%,-9.47%,-11.20%,-2.72%,-2.61%,Upgrade
Total Shareholder Return,3.82%,0.33%,0.14%,0.16%,0.19%,0.13%,-14.01%,-14.03%,-14.12%,-14.06%,-0.02%,0.15%,-5.77%,-5.70%,-6.09%,-6.13%,-11.02%,-10.94%,-14.67%,-14.88%,-16.23%,-18.35%,-14.58%,-21.66%,-8.55%,-6.57%,-25.87%,-18.71%,-18.77%,-18.79%,-11.36%,-11.42%,-11.34%,-11.24%,-0.29%,-8.63%,-8.68%,-9.10%,-10.85%,-2.37%,-2.24%,Upgrade
