Metrics,Current,2023-01-31,2022-10-31,2022-07-31,2022-04-30,2022-01-31,2021-10-31,2021-07-31,2021-04-30,2021-01-31,2020-10-31,2020-07-31,2020-04-30,2020-01-31,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,+4 Quarters
Market Capitalization,11,6,8,11,26,27,29,32,25,14,2,4,3,4,6,5,2,1,1,1,3,6,1,2,1,1,1,1,1,1,2,2,2,5,3,6,13,6,5,-,-,Upgrade
Market Cap Growth,-,-79.12%,-73.83%,-64.67%,5.12%,97.71%,1071.36%,678.65%,646.21%,234.48%,-58.71%,-20.83%,47.78%,456.07%,721.20%,258.62%,-20.59%,-87.87%,-34.83%,-29.37%,457.52%,1131.14%,125.84%,314.40%,1.60%,0%,-66.67%,-66.67%,-75.00%,-88.89%,-50.00%,-75.00%,-84.00%,-25.00%,-40.00%,-,-,-,-,-,-,Upgrade
Enterprise Value,11,7,9,12,30,30,34,36,28,17,5,7,4,5,7,6,3,2,2,3,4,7,2,4,2,2,2,2,2,2,3,3,4,6,5,7,13,7,5,0,0,Upgrade
PE Ratio,2.85,2.35,2.98,5.42,7.44,6.28,11.27,11.17,16.88,-30.62,25.25,6.80,5.50,2.36,5.13,8.54,3.86,16.93,12263.86,6.29,21.60,-23.17,-2.82,-2.68,-0.61,-0.74,-0.74,-0.63,-0.60,-0.53,-1.21,-1.76,-4.12,-23.12,11.95,44.68,-446.67,-153.76,-170.70,-,-,Upgrade
PS Ratio,1.32,0.79,1.13,1.84,4.76,5.99,7.21,9.03,5.25,3.53,0.73,1.22,1.90,1.79,3.58,5.04,2.22,2.31,2.99,7.28,25.48,75.79,29.80,105.18,23.62,39.51,32.94,19.99,11.14,9.97,16.03,15.37,21.36,54.92,79.88,312.35,2671.51,718.56,589.69,-,-,Upgrade
PB Ratio,0.28,0.17,0.25,0.39,1.03,1.14,1.43,1.56,1.75,1.14,3.28,5.84,4.89,3.36,9.46,-6.39,-2.60,-0.51,-0.49,-0.99,-1.91,-3.68,-0.64,-0.78,-0.20,-0.22,-0.24,-0.26,-0.28,-0.31,-1.05,-1.29,-2.11,-6.06,-7.12,-10.85,-17.59,-8.48,-7.19,-,-,Upgrade
Debt / Equity Ratio,0.08,0.08,0.09,0.10,0.16,0.14,0.26,0.26,0.38,0.28,4.53,4.84,1.56,0.90,1.74,-1.36,-1.29,-0.77,-0.76,-0.76,-0.77,-0.80,-0.76,-0.71,-0.72,-0.81,-0.87,-0.94,-1.03,-1.14,-1.26,-1.56,-1.90,-2.10,-3.61,-0.93,-0.71,-0.71,-0.71,-0.71,-0.71,Upgrade
Current Ratio,0.83,0.83,0.93,1.18,0.48,0.79,0.58,0.72,0.49,0.21,0.30,0.53,0.31,0.30,0.32,0.10,0.11,0.20,0.08,0.10,0.08,0.09,0.01,0.00,0.01,0.02,0.03,0.05,0.20,0.21,0.22,0.28,0.39,0.23,0.31,0.39,0.01,0.01,0.00,0.00,0.00,Upgrade
Buyback Yield / Dilution,-79.22%,-79.22%,-57.82%,-41.47%,-88.60%,-43.23%,-553.75%,-439.34%,-309.49%,-384.62%,-0.14%,-10.46%,-7.31%,-11.21%,-12.49%,-2.82%,-2.86%,-6.39%,-25.97%,-37.18%,-39.30%,-37.79%,-15.38%,-5.03%,-3.01%,-0.30%,-0.38%,-0.40%,-1.59%,-1.60%,-1.22%,-1.20%,-,-,-,-,-,-,-,-,-,Upgrade
Total Shareholder Return,-79.22%,-79.22%,-57.82%,-41.47%,-88.60%,-43.23%,-553.75%,-439.34%,-309.49%,-384.62%,-0.14%,-10.46%,-7.31%,-11.21%,-12.49%,-2.82%,-2.86%,-6.39%,-25.97%,-37.18%,-39.30%,-37.79%,-15.38%,-5.03%,-3.01%,-0.30%,-0.38%,-0.40%,-1.59%,-1.60%,-1.22%,-1.20%,-,-,-,-,-,-,-,-,-,Upgrade
