Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,75,79,81,81,95,117,114,120,126,137,149,129,204,150,189,169,120,142,115,140,181,142,142,128,135,120,114,100,104,103,108,96,94,91,86,90,88,85,91,89,80,Upgrade
Market Cap Growth,-,-32.08%,-29.26%,-32.55%,-24.83%,-14.65%,-23.36%,-7.40%,-37.88%,-8.59%,-21.34%,-23.53%,69.72%,5.66%,63.83%,21.11%,-33.64%,-0.44%,-18.61%,9.49%,34.31%,18.37%,24.25%,27.51%,29.66%,16.82%,5.71%,3.71%,10.73%,13.70%,25.30%,7.42%,7.12%,7.11%,-5.43%,0.99%,9.19%,5.47%,19.91%,9.67%,2.33%,Upgrade
Enterprise Value,53,56,56,14,-34,-69,-39,-24,-11,19,38,29,68,56,98,98,45,60,53,74,118,57,42,56,55,24,-1,-31,-51,-20,4,-3,-4,6,20,23,33,23,52,52,50,Upgrade
PE Ratio,7.46,7.76,7.79,10.42,12.46,14.40,14.17,14.56,15.27,17.87,19.95,16.00,24.37,16.64,19.40,17.88,13.00,15.43,13.06,16.91,21.47,17.46,18.07,15.75,17.01,15.32,14.00,12.49,13.03,12.57,13.73,12.34,12.05,12.09,11.56,12.33,12.15,11.66,12.80,12.61,11.67,Upgrade
PS Ratio,2.29,2.38,2.47,2.75,3.33,4.03,3.95,4.07,4.30,4.77,5.20,4.31,6.66,4.82,5.94,5.60,4.02,4.80,3.99,4.81,6.22,4.96,5.01,4.75,5.12,4.59,4.29,3.68,3.84,3.77,3.99,3.61,3.55,3.52,3.40,3.41,3.26,3.04,3.27,3.36,3.15,Upgrade
PB Ratio,1.04,1.08,1.19,1.35,1.25,1.35,1.10,1.14,1.19,1.32,1.38,1.22,1.93,1.45,1.92,1.75,1.27,1.56,1.30,1.63,2.11,1.67,1.63,1.47,1.58,1.44,1.39,1.18,1.22,1.24,1.35,1.21,1.22,1.17,1.14,1.23,1.21,1.24,1.41,1.35,1.23,Upgrade
Debt / Equity Ratio,0.03,0.03,0.04,0.04,0.05,0.05,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.07,0.07,0.08,0.08,0.08,0.08,0.13,0.12,0.12,0.13,0.13,0.13,0.15,0.22,0.23,0.21,0.23,0.24,0.38,0.49,Upgrade
Dividend Yield,4.99%,1.19%,1.15%,1.15%,0.98%,0.80%,0.80%,0.77%,0.73%,0.68%,0.61%,0.70%,0.45%,0.61%,0.47%,0.53%,0.75%,0.64%,0.76%,0.63%,0.48%,0.61%,0.59%,0.66%,0.62%,0.70%,0.72%,0.82%,0.79%,0.80%,0.74%,0.83%,0.86%,0.89%,0.91%,0.87%,0.90%,0.93%,0.84%,0.86%,0.95%,Upgrade
Payout Ratio,36.50%,48.20%,20.70%,46.50%,52.00%,44.90%,49.10%,49.10%,40.00%,46.40%,44.00%,47.20%,54.30%,51.00%,33.30%,40.30%,39.10%,35.70%,36.90%,44.40%,38.70%,40.00%,46.00%,39.00%,41.80%,44.20%,39.50%,41.70%,42.50%,37.50%,41.50%,42.30%,37.30%,43.10%,41.30%,42.20%,42.20%,43.00%,44.70%,42.90%,40.40%,Upgrade
Buyback Yield / Dilution,0.47%,0.47%,0.56%,0.82%,1.17%,1.34%,1.18%,0.84%,0.32%,-0.00%,-0.01%,0.06%,0.31%,1.34%,2.14%,2.07%,1.82%,0.79%,-0.01%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.00%,-0.00%,Upgrade
Total Shareholder Return,5.36%,1.66%,1.71%,1.97%,2.15%,2.13%,1.99%,1.61%,1.05%,0.67%,0.60%,0.76%,0.76%,1.95%,2.61%,2.60%,2.57%,1.43%,0.75%,0.62%,0.48%,0.61%,0.59%,0.65%,0.62%,0.70%,0.72%,0.82%,0.79%,0.79%,0.74%,0.83%,0.85%,0.88%,0.90%,0.86%,0.89%,0.92%,0.83%,0.86%,0.95%,Upgrade
