Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,266","1,613","1,901","1,989","1,748","1,407","1,698","1,559","1,159","1,161",919,772,911,655,928,834,825,771,746,826,867,797,855,861,881,920,"1,060",742,635,575,562,540,560,507,490,442,438,462,465,412,342,Upgrade
Market Cap Growth,-,14.66%,11.95%,27.55%,50.80%,21.24%,84.87%,101.96%,27.24%,77.24%,-1.00%,-7.39%,10.43%,-15.01%,24.37%,0.97%,-4.86%,-3.35%,-12.71%,-4.11%,-1.62%,-13.37%,-19.37%,16.04%,38.91%,60.09%,88.61%,37.45%,13.41%,13.30%,14.58%,22.17%,27.64%,9.76%,5.49%,7.35%,28.03%,47.20%,49.24%,25.35%,3.07%,Upgrade
Enterprise Value,"1,369","1,717","1,952","1,819","1,371",833,823,"1,070",704,912,692,587,799,512,801,823,839,754,642,"1,039","1,206","1,073",997,"1,016","1,033",958,"1,178",879,799,655,589,658,617,561,570,492,495,485,546,493,413,Upgrade
PE Ratio,10.75,14.14,20.45,22.67,21.20,23.52,22.75,23.00,19.60,16.98,15.60,13.36,15.06,10.29,14.04,13.01,13.59,13.34,13.44,18.03,19.88,19.61,22.47,19.70,20.75,21.92,25.84,18.52,16.32,15.22,15.11,14.89,15.18,14.14,14.09,13.63,14.51,16.18,17.11,15.04,12.98,Upgrade
PS Ratio,3.85,4.90,6.09,6.77,6.33,5.62,7.15,7.07,5.87,6.33,5.42,4.66,5.40,3.79,5.34,4.92,5.04,4.83,4.75,5.39,5.75,5.38,5.87,6.01,6.24,6.62,7.73,5.54,4.84,4.45,4.41,4.26,4.38,4.05,3.98,3.68,3.81,4.07,4.24,3.82,3.25,Upgrade
PB Ratio,1.59,2.03,2.50,2.73,2.34,1.86,2.51,2.35,1.78,2.62,2.08,1.80,2.17,1.60,2.28,2.11,2.12,2.04,2.04,2.34,2.51,2.36,2.56,2.58,2.70,2.88,3.38,2.38,2.08,1.94,1.96,1.92,2.05,1.90,1.89,1.76,1.80,1.95,2.03,1.82,1.55,Upgrade
Debt / Equity Ratio,0.53,0.53,0.29,0.22,0.26,0.23,0.13,0.14,0.13,0.19,0.21,0.25,0.27,0.27,0.30,0.32,0.33,0.25,0.26,0.95,1.14,0.98,0.84,0.85,0.85,0.40,0.53,0.63,0.70,0.43,0.46,0.62,0.43,0.42,0.59,0.48,0.62,0.45,0.66,0.67,0.67,Upgrade
Dividend Yield,2.76%,0.53%,0.45%,0.43%,0.47%,0.55%,0.44%,0.48%,0.57%,0.53%,0.67%,0.80%,0.67%,0.94%,0.66%,0.71%,0.72%,0.74%,0.77%,0.70%,0.61%,0.66%,0.56%,0.53%,0.52%,0.47%,0.41%,0.55%,0.64%,0.66%,0.67%,0.67%,0.64%,0.67%,0.69%,0.74%,0.74%,0.67%,0.66%,0.71%,0.83%,Upgrade
Payout Ratio,29.30%,29.00%,28.40%,29.60%,30.40%,96.60%,29.50%,32.20%,158.80%,27.00%,34.20%,42.20%,45.80%,45.80%,36.50%,34.20%,35.60%,36.20%,39.10%,41.00%,38.30%,39.00%,95.50%,38.50%,42.60%,39.60%,39.60%,38.30%,40.00%,38.00%,38.80%,38.10%,39.00%,36.40%,38.50%,32.50%,40.10%,37.50%,47.80%,37.70%,44.30%,Upgrade
Buyback Yield / Dilution,-6.84%,-6.84%,-9.75%,-10.02%,-20.37%,-20.21%,-17.65%,-17.21%,-7.21%,-0.57%,-0.17%,0.04%,0.92%,0.92%,0.66%,0.69%,0.08%,-0.07%,0.31%,-0.02%,0.13%,0.31%,0.24%,-0.71%,-1.29%,-1.81%,-1.90%,-1.44%,-1.34%,-1.41%,-0.53%,-1.61%,-1.58%,-1.03%,-1.00%,-1.32%,-3.24%,-6.14%,-4.82%,-4.22%,-2.17%,Upgrade
Total Shareholder Return,-4.08%,-6.31%,-9.30%,-9.59%,-19.90%,-19.66%,-17.21%,-16.73%,-6.64%,-0.04%,0.50%,0.83%,1.59%,1.85%,1.32%,1.40%,0.80%,0.68%,1.08%,0.68%,0.74%,0.97%,0.80%,-0.17%,-0.76%,-1.34%,-1.48%,-0.89%,-0.70%,-0.75%,0.14%,-0.95%,-0.94%,-0.36%,-0.31%,-0.58%,-2.50%,-5.47%,-4.16%,-3.52%,-1.34%,Upgrade
