Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+35 Quarters
Market Capitalization,"60,152","58,283","57,302","50,457","52,499","74,232","77,057","64,661","66,800","62,731","64,710","54,355","50,126","44,691","51,536","51,709","48,459","43,285","42,907","42,945","42,602","42,228","41,279","40,429","39,029","35,643","33,608","32,090","30,471","27,955","28,123","25,964","24,890","26,128","24,716","22,127","21,753","22,743","16,397","13,215","12,936",Upgrade
Market Cap Growth,-,-21.49%,-25.64%,-21.97%,-21.41%,18.33%,19.08%,18.96%,33.27%,40.37%,25.56%,5.12%,3.44%,3.25%,20.11%,20.41%,13.75%,2.50%,3.94%,6.22%,9.16%,18.47%,22.83%,25.99%,28.09%,27.50%,19.50%,23.60%,22.42%,6.99%,13.79%,17.34%,14.42%,14.89%,50.73%,67.43%,68.16%,91.96%,82.12%,36.14%,30.76%,Upgrade
Enterprise Value,"70,763","68,020","67,325","61,224","63,599","84,255","89,187","76,791","78,930","74,861","79,576","69,221","56,527","51,300","57,448","57,832","54,483","49,197","48,476","48,969","47,838","47,462","45,811","45,294","43,742","40,767","38,599","37,284","35,865","33,571","34,118","28,398","27,092","28,198","26,812","24,070","23,283","26,314","20,143","12,271","12,107",Upgrade
PE Ratio,42.25,40.36,39.63,19.80,15.57,18.24,18.99,21.15,23.74,30.09,30.98,27.03,23.31,21.29,26.66,24.67,23.93,21.56,21.58,16.45,16.89,16.98,16.34,24.46,24.00,22.79,23.50,22.29,21.73,21.05,22.07,21.78,22.79,25.25,25.19,42.80,48.13,59.85,64.56,23.60,23.52,Upgrade
PS Ratio,6.32,6.04,5.95,5.26,5.54,8.07,8.40,7.13,7.66,7.33,7.85,7.08,6.76,6.31,7.87,7.89,7.62,6.89,6.84,7.11,7.09,7.10,7.07,6.85,6.64,6.05,5.63,5.64,5.58,5.53,6.01,5.49,5.47,5.85,5.68,5.89,7.05,9.32,9.48,9.54,9.44,Upgrade
PB Ratio,2.63,2.52,2.52,2.26,2.30,3.27,3.39,2.85,2.94,2.76,3.32,2.79,2.96,2.64,2.99,3.01,2.83,2.53,2.49,2.55,2.54,2.49,2.43,2.53,2.46,2.26,2.14,2.07,1.99,1.86,1.90,2.10,2.01,2.13,2.00,1.75,1.64,1.76,1.33,3.27,3.36,Upgrade
Debt / Equity Ratio,0.79,0.79,0.81,0.82,0.81,0.81,0.62,0.62,0.62,0.62,0.86,0.86,0.51,0.51,0.47,0.47,0.47,0.46,0.43,0.46,0.41,0.41,0.36,0.38,0.37,0.40,0.40,0.41,0.43,0.45,0.49,0.28,0.26,0.34,0.35,0.33,0.30,0.38,0.41,0.20,0.21,Upgrade
Current Ratio,1.08,1.08,1.05,1.04,1.04,1.05,1.01,1.01,1.01,1.01,0.99,0.99,1.01,0.99,0.99,1.00,1.00,1.01,1.01,1.00,0.98,0.98,0.99,1.01,0.99,0.98,0.98,0.99,0.98,0.98,0.97,0.99,0.99,0.99,1.00,1.00,1.01,1.00,1.00,1.03,1.04,Upgrade
Dividend Yield,1.45%,0.40%,0.37%,0.42%,0.41%,0.29%,0.24%,0.29%,0.28%,0.30%,0.26%,0.30%,0.33%,0.37%,0.30%,0.30%,0.32%,0.36%,0.32%,0.32%,0.33%,0.33%,0.29%,0.59%,0.30%,0.34%,0.30%,0.32%,0.33%,0.36%,0.30%,0.32%,0.34%,0.28%,0.30%,0.33%,0.35%,0.33%,0.31%,-,-,Upgrade
Payout Ratio,60.50%,35.90%,50.00%,-111.80%,38.40%,32.50%,12.10%,29.50%,14.80%,28.70%,31.90%,42.30%,31.20%,25.40%,34.40%,28.90%,32.70%,32.40%,22.40%,30.00%,30.40%,30.00%,9.50%,63.50%,28.20%,23.50%,28.30%,29.30%,28.30%,27.40%,22.60%,27.10%,29.40%,23.10%,25.50%,35.90%,33.20%,28.50%,-24.30%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,0.53%,0.53%,0.71%,1.06%,0.88%,0.18%,-0.18%,-2.72%,-2.91%,-1.80%,-0.36%,2.13%,3.00%,2.63%,1.92%,2.26%,2.58%,2.73%,3.05%,2.70%,2.35%,2.17%,1.34%,1.33%,0.67%,-0.17%,-7.73%,-8.11%,-6.96%,-6.79%,1.94%,2.63%,3.45%,3.45%,-43.54%,-54.05%,-58.90%,-58.90%,-9.75%,-0.80%,0.47%,Upgrade
Total Shareholder Return,1.96%,0.94%,1.08%,1.48%,1.29%,0.47%,0.06%,-2.43%,-2.64%,-1.50%,-0.09%,2.44%,3.33%,3.00%,2.22%,2.56%,2.90%,3.09%,3.37%,3.02%,2.68%,2.50%,1.62%,1.92%,0.97%,0.17%,-7.43%,-7.79%,-6.63%,-6.42%,2.24%,2.95%,3.79%,3.73%,-43.25%,-53.72%,-58.56%,-58.57%,-9.43%,-0.80%,0.47%,Upgrade
