Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,836,"1,042","1,155","1,135","1,202","1,321","1,350","1,250","1,246","1,261","1,026",807,915,"1,029","1,254","1,151","1,092","1,120","1,116","1,221","1,181","1,217",991,"1,067","1,024",959,990,845,811,651,609,699,740,692,547,627,545,562,489,480,426,Upgrade
Market Cap Growth,-,-21.12%,-14.40%,-9.21%,-3.52%,4.74%,31.53%,54.93%,36.15%,22.64%,-18.18%,-29.91%,-16.19%,-8.12%,12.35%,-5.71%,-7.52%,-8.00%,12.61%,14.45%,15.31%,26.85%,0.11%,26.30%,26.29%,47.33%,62.47%,20.92%,9.49%,-5.88%,11.44%,11.49%,35.81%,23.02%,11.75%,30.67%,27.96%,57.65%,33.75%,26.66%,9.33%,Upgrade
Enterprise Value,"1,660","1,867","1,507","1,435","1,417","1,344","1,691","2,019","2,137","2,117","2,048","1,882","2,157","2,578","2,314","2,194","1,978","1,647","1,910","1,776","1,892","1,893","1,978","2,193","2,133","2,084","2,296","1,988","1,691","1,465","1,739","1,631","1,581","1,338","1,424","1,148",967,"1,093","1,069","1,178",964,Upgrade
PE Ratio,8.11,9.83,11.00,10.71,11.09,12.67,11.90,10.94,11.12,11.23,12.49,11.54,14.61,17.23,16.82,15.44,14.54,14.60,15.06,18.20,19.26,21.90,18.25,19.21,18.99,18.88,20.07,17.08,16.76,13.53,13.85,24.63,32.63,31.46,26.25,16.95,13.71,13.93,11.88,12.88,11.54,Upgrade
PS Ratio,3.26,4.07,4.62,4.55,4.79,5.39,5.28,4.88,4.93,5.01,4.73,3.98,4.75,5.40,6.06,5.59,5.33,5.44,5.46,6.09,6.14,6.65,5.61,6.28,6.00,5.74,5.85,4.93,4.83,3.84,3.71,4.60,5.39,5.42,4.70,5.20,4.39,4.45,3.82,3.88,3.45,Upgrade
PB Ratio,1.11,1.39,1.55,1.60,1.64,1.69,1.48,1.42,1.39,1.47,1.17,0.96,1.12,1.29,1.56,1.42,1.39,1.48,1.53,1.62,1.57,1.63,1.32,1.92,1.87,1.81,1.91,1.79,1.72,1.42,1.37,1.56,1.72,1.59,1.29,2.15,1.92,2.07,1.89,1.99,1.80,Upgrade
Debt / Equity Ratio,1.51,1.51,0.74,0.70,0.53,0.27,0.59,0.97,1.14,1.12,1.29,1.40,1.64,2.09,1.45,1.43,1.29,1.05,1.25,0.97,1.25,1.26,1.57,2.36,2.46,2.58,2.85,2.84,2.00,1.93,2.73,2.25,2.13,1.73,2.26,2.03,2.03,2.17,2.44,3.15,2.49,Upgrade
Dividend Yield,3.96%,1.05%,1.06%,0.96%,0.91%,0.83%,0.93%,0.86%,0.86%,0.83%,1.19%,1.27%,1.12%,1.02%,0.92%,0.91%,0.96%,0.90%,1.01%,0.86%,0.89%,0.81%,0.89%,0.77%,0.78%,0.75%,0.80%,0.75%,0.74%,0.88%,1.29%,0.84%,0.79%,0.80%,1.11%,0.66%,0.73%,0.67%,1.13%,0.75%,0.84%,Upgrade
Payout Ratio,42.30%,42.20%,43.70%,40.50%,43.00%,44.20%,44.30%,36.70%,50.80%,30.80%,41.60%,37.80%,47.70%,258.30%,66.70%,52.50%,56.40%,53.60%,64.00%,51.70%,51.70%,60.90%,93.80%,57.10%,55.70%,47.80%,69.80%,48.70%,53.10%,43.00%,67.00%,49.90%,52.20%,59.30%,-144.40%,67.70%,37.80%,46.50%,45.10%,40.60%,32.40%,Upgrade
Buyback Yield / Dilution,2.99%,2.99%,0.53%,1.68%,1.43%,1.21%,2.41%,1.15%,1.28%,3.22%,2.06%,2.14%,2.10%,-0.47%,3.96%,3.80%,3.81%,3.82%,-19.46%,-19.58%,-19.63%,-19.59%,-9.24%,-9.05%,-9.03%,-8.97%,1.33%,1.41%,1.43%,1.35%,-27.74%,-28.15%,-28.15%,-28.15%,-0.65%,-0.46%,-0.49%,-0.52%,1.88%,1.97%,1.98%,Upgrade
Total Shareholder Return,6.95%,4.05%,1.59%,2.65%,2.34%,2.04%,3.34%,2.01%,2.15%,4.05%,3.26%,3.41%,3.21%,0.55%,4.87%,4.71%,4.76%,4.72%,-18.45%,-18.72%,-18.74%,-18.79%,-8.35%,-8.28%,-8.25%,-8.22%,2.13%,2.15%,2.17%,2.23%,-26.45%,-27.31%,-27.36%,-27.35%,0.45%,0.21%,0.24%,0.15%,3.01%,2.72%,2.82%,Upgrade
