Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+31 Quarters
Market Capitalization,"3,148","3,541","4,041","3,648","3,855","4,662","5,017","5,349","5,697","5,715","4,941","4,115","4,009","4,278","5,511","5,045","5,059","4,613","4,520","4,208","4,424","4,126","4,199","4,540","4,374","4,711","5,397","5,082","4,940","5,012","5,459","5,048","4,966","4,379","4,469","4,344","4,361","3,818","3,721","3,701","3,462",Upgrade
Market Cap Growth,-,-24.06%,-19.47%,-31.80%,-32.32%,-18.43%,1.55%,29.97%,42.10%,33.61%,-10.35%,-18.43%,-20.76%,-7.27%,21.93%,19.89%,14.36%,11.81%,7.63%,-7.30%,1.15%,-12.43%,-22.20%,-10.67%,-11.46%,-6.01%,-1.13%,0.66%,-0.52%,14.45%,22.15%,16.20%,13.86%,14.71%,20.09%,17.39%,25.98%,13.97%,25.19%,32.07%,17.35%,Upgrade
Enterprise Value,"8,062","8,454","8,722","8,218","7,801","7,975","7,969","8,103","8,353","8,484","8,079","7,297","7,573","8,170","9,250","8,809","8,698","8,062","8,094","7,795","7,914","7,692","7,763","8,079","7,733","7,958","8,253","7,711","7,265","7,264","7,590","7,197","6,730","5,958","5,822","5,432","5,207","4,739","4,519","4,307","3,767",Upgrade
PE Ratio,38.72,43.88,50.12,48.92,58.28,71.75,69.55,66.03,73.44,64.63,59.76,49.39,43.93,51.74,64.42,62.88,62.99,55.62,52.48,49.28,50.96,46.50,47.25,51.08,49.33,54.47,65.57,63.09,61.16,64.75,73.97,69.54,75.91,66.56,67.19,65.93,66.28,59.26,61.18,66.13,83.84,Upgrade
PS Ratio,10.16,11.43,13.31,12.57,13.85,17.08,17.81,18.07,19.31,18.69,16.71,14.07,13.48,14.66,18.34,17.05,16.89,15.05,14.57,13.43,13.83,12.92,13.12,14.38,14.10,15.32,17.86,16.75,16.09,16.48,18.13,16.98,17.40,15.57,16.04,15.84,15.95,13.95,13.87,14.23,14.67,Upgrade
PB Ratio,1.72,1.93,2.19,1.98,2.13,2.60,2.86,3.09,3.33,3.36,2.98,2.46,2.42,2.58,3.19,2.97,2.96,2.66,2.59,2.39,2.54,2.38,2.47,2.69,2.61,2.81,3.24,3.06,2.94,2.97,3.21,2.92,2.82,2.45,2.47,2.36,2.34,2.03,2.00,1.98,1.87,Upgrade
Debt / Equity Ratio,2.91,2.91,2.77,2.68,2.39,2.05,1.92,1.87,1.89,2.02,2.19,2.20,2.35,2.54,2.33,2.38,2.29,2.14,2.21,2.19,2.15,2.22,2.29,2.25,2.16,2.08,1.91,1.72,1.50,1.43,1.35,1.33,1.13,1.01,0.90,0.69,0.59,0.63,0.60,0.48,0.32,Upgrade
Dividend Yield,10.06%,2.22%,1.94%,2.15%,2.04%,1.69%,1.57%,1.47%,1.37%,1.36%,1.58%,1.89%,1.94%,1.82%,1.36%,1.49%,1.37%,1.50%,1.53%,1.65%,1.07%,1.14%,1.12%,1.04%,0.80%,0.74%,0.65%,0.69%,0.57%,0.57%,0.52%,0.57%,0.41%,0.47%,0.46%,0.48%,-,-,-,-,-,Upgrade
Payout Ratio,389.70%,470.00%,352.50%,313.30%,470.00%,470.00%,470.00%,470.00%,466.70%,350.00%,311.10%,560.00%,280.00%,466.70%,300.00%,337.50%,416.70%,357.10%,357.10%,312.50%,242.90%,212.50%,242.90%,188.90%,156.20%,156.20%,178.60%,156.20%,142.90%,142.90%,166.70%,125.00%,116.70%,140.00%,116.70%,140.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,0.11%,0.11%,0.16%,0.14%,0.13%,-0.08%,-0.31%,-0.41%,-0.51%,-0.18%,-0.05%,0.00%,-0.04%,-0.27%,-0.29%,-0.19%,-0.07%,-0.03%,0.20%,0.27%,0.64%,0.95%,0.94%,1.21%,1.42%,1.61%,2.12%,2.49%,2.66%,3.02%,3.31%,3.34%,3.25%,2.72%,1.90%,1.57%,0.79%,0.37%,0.12%,-0.39%,-0.33%,Upgrade
Total Shareholder Return,10.18%,2.33%,2.10%,2.29%,2.17%,1.61%,1.25%,1.06%,0.86%,1.19%,1.53%,1.89%,1.89%,1.55%,1.07%,1.29%,1.30%,1.47%,1.73%,1.92%,1.71%,2.09%,2.07%,2.26%,2.22%,2.35%,2.77%,3.18%,3.24%,3.59%,3.83%,3.91%,3.66%,3.18%,2.37%,2.05%,0.79%,0.37%,0.12%,-0.39%,-0.33%,Upgrade
