Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"89,726","91,141","87,604","80,703","89,309","105,780","119,830","142,240","146,244","151,852","128,374","89,749","106,380","88,725","174,415","156,056","161,942","146,312","127,138","180,541","170,642","177,463","196,740","198,184","184,138","165,744","169,359","137,221","124,412","123,084","154,163","149,318","167,606","156,304","163,926","157,106","143,080","144,535","158,050","147,520","145,967",Upgrade
Market Cap Growth,-,-13.84%,-26.89%,-43.26%,-38.93%,-30.34%,-6.66%,58.49%,37.47%,71.15%,-26.40%,-42.49%,-34.31%,-39.36%,37.19%,-13.56%,-5.10%,-17.55%,-35.38%,-8.90%,-7.33%,7.07%,16.17%,44.43%,48.01%,34.66%,9.86%,-8.10%,-25.77%,-21.25%,-5.96%,-4.96%,17.14%,8.14%,3.72%,6.50%,-1.98%,7.51%,36.24%,53.75%,81.62%,Upgrade
Enterprise Value,"338,222","339,734","266,725","284,961","301,230","322,285","331,429","315,573","364,860","334,760","319,484","283,974","332,260","346,178","440,644","408,128","434,463","413,679","381,146","426,210","421,623","420,550","453,662","444,179","414,534","368,586","387,565","372,933","358,136","350,731","389,916","394,373","428,272","425,826","458,582","442,474","424,425","412,461","442,732","438,935","454,812",Upgrade
PE Ratio,6.42,6.02,5.90,5.21,5.36,5.78,5.46,6.16,6.77,9.23,11.62,7.66,7.89,5.15,8.99,8.33,8.78,8.07,7.05,-34.98,-30.20,-28.31,-28.94,12.65,11.98,10.69,11.36,9.35,8.23,7.71,8.94,10.48,13.09,19.21,22.43,16.70,14.61,10.48,11.57,11.88,15.12,Upgrade
PS Ratio,1.16,1.18,1.16,1.09,1.22,1.48,1.67,1.96,2.02,2.04,1.70,1.17,1.36,1.15,2.32,2.14,2.22,2.02,1.75,2.47,2.33,2.43,2.72,2.72,2.55,2.32,2.39,1.92,1.72,1.66,2.02,1.97,2.18,2.04,2.12,2.03,1.89,1.89,2.06,1.93,2.02,Upgrade
PB Ratio,0.43,0.44,0.44,0.41,0.45,0.54,0.59,0.71,0.72,0.75,0.64,0.46,0.56,0.46,0.90,0.80,0.82,0.75,0.65,0.92,0.85,0.88,0.98,0.87,0.80,0.73,0.75,0.59,0.54,0.54,0.70,0.68,0.76,0.73,0.78,0.74,0.68,0.69,0.77,0.73,0.75,Upgrade
Debt / Equity Ratio,2.77,2.77,2.59,2.54,2.49,2.47,2.35,2.47,2.56,2.51,2.51,2.67,2.80,2.83,2.38,2.41,2.41,2.41,2.25,2.26,2.26,2.21,2.18,1.90,1.81,1.68,1.68,1.69,1.66,1.70,1.66,1.83,1.89,1.98,2.16,2.19,2.23,2.27,2.37,2.47,2.54,Upgrade
Dividend Yield,4.43%,1.10%,1.14%,1.24%,1.12%,0.96%,0.85%,0.73%,0.72%,0.70%,0.83%,1.19%,1.00%,1.21%,0.63%,0.73%,0.64%,0.72%,0.85%,0.62%,0.47%,0.46%,0.42%,0.43%,0.24%,0.27%,0.27%,0.34%,0.12%,0.12%,0.10%,0.10%,0.09%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,Upgrade
Payout Ratio,28.30%,23.10%,43.60%,31.10%,23.20%,25.10%,33.80%,23.50%,17.80%,14.00%,26.40%,37.20%,134.20%,48.10%,23.60%,24.40%,23.10%,23.90%,27.30%,26.00%,19.60%,19.00%,-4.60%,22.50%,12.50%,11.90%,14.00%,12.90%,4.00%,4.50%,4.90%,3.70%,3.30%,0.70%,14.30%,1.10%,33.30%,0.80%,1.30%,1.00%,0.70%,Upgrade
Buyback Yield / Dilution,1.21%,1.21%,2.29%,3.51%,5.54%,5.17%,4.49%,3.25%,0.54%,0.81%,3.27%,6.38%,8.94%,9.76%,9.83%,9.85%,9.61%,8.61%,7.78%,7.54%,7.55%,7.32%,7.42%,6.82%,6.06%,6.03%,5.23%,3.90%,3.61%,3.17%,2.05%,1.25%,0.44%,0.13%,0.09%,0.20%,0.26%,0.05%,-0.57%,-0.85%,-1.04%,Upgrade
Total Shareholder Return,5.64%,2.31%,3.43%,4.74%,6.66%,6.13%,5.34%,3.98%,1.27%,1.51%,4.10%,7.57%,9.94%,10.98%,10.46%,10.58%,10.24%,9.33%,8.63%,8.16%,8.03%,7.78%,7.84%,7.25%,6.30%,6.30%,5.50%,4.23%,3.72%,3.28%,2.14%,1.35%,0.53%,0.15%,0.11%,0.22%,0.28%,0.07%,-0.55%,-0.83%,-1.02%,Upgrade
