Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,392,483,552,567,591,772,788,725,737,752,536,382,451,454,839,811,858,832,710,778,848,850,899,980,964,940,969,781,733,682,690,658,749,798,772,644,713,851,845,745,755,Upgrade
Market Cap Growth,-,-37.48%,-29.91%,-21.82%,-19.84%,2.69%,47.07%,89.68%,63.59%,65.75%,-36.18%,-52.89%,-47.46%,-45.49%,18.17%,4.29%,1.14%,-2.11%,-20.96%,-20.61%,-12.04%,-9.54%,-7.22%,25.48%,31.49%,37.81%,40.41%,18.70%,-2.11%,-14.59%,-10.63%,2.16%,4.99%,-6.13%,-8.67%,-13.59%,-5.49%,29.26%,29.51%,24.43%,28.08%,Upgrade
Enterprise Value,410,500,587,686,604,715,605,523,545,644,606,640,525,736,"1,041","1,075","1,135","1,069",927,886,938,933,941,964,916,948,"1,112",920,961,788,771,821,917,876,817,646,748,954,897,784,726,Upgrade
PE Ratio,5.42,6.83,7.47,7.45,7.37,9.50,9.86,10.39,13.22,16.00,14.37,9.72,9.59,8.96,14.39,13.54,14.16,13.59,11.94,16.21,19.01,20.05,21.81,19.94,19.77,19.22,20.61,17.08,15.78,14.62,15.04,13.64,16.94,19.45,19.08,17.17,18.08,19.08,4.91,4.28,4.32,Upgrade
PS Ratio,1.48,1.83,2.09,2.10,2.16,2.85,2.93,2.82,3.15,3.47,2.67,1.95,2.21,2.16,3.82,3.70,3.91,3.84,3.34,3.71,4.10,4.11,4.34,4.64,4.61,4.51,4.71,3.99,3.73,3.44,3.45,3.24,3.73,4.12,4.04,3.37,3.73,4.33,4.24,3.75,3.75,Upgrade
PB Ratio,0.83,1.02,1.22,1.29,1.30,1.59,1.41,1.31,1.33,1.39,0.98,0.70,0.83,0.85,1.59,1.54,1.66,1.66,1.45,1.63,1.76,1.76,1.80,1.92,1.88,1.84,1.92,1.50,1.42,1.34,1.40,1.31,1.53,1.39,1.36,1.13,1.26,1.40,1.28,1.14,1.18,Upgrade
Debt / Equity Ratio,0.46,0.46,0.32,0.59,0.32,0.30,0.26,0.27,0.27,0.28,0.32,0.65,0.40,0.70,0.58,0.68,0.73,0.67,0.65,0.41,0.37,0.31,0.25,0.18,0.18,0.22,0.45,0.47,0.62,0.39,0.33,0.49,0.51,0.28,0.23,0.16,0.22,0.32,0.15,0.21,0.17,Upgrade
Dividend Yield,7.40%,1.46%,1.28%,1.26%,1.22%,0.94%,0.89%,0.93%,0.93%,0.87%,1.21%,1.69%,1.43%,1.43%,0.78%,0.81%,0.77%,0.73%,0.86%,0.80%,0.74%,0.67%,0.60%,0.56%,0.58%,0.53%,0.51%,0.64%,0.60%,0.65%,2.09%,0.58%,0.51%,0.53%,0.47%,0.56%,0.41%,0.40%,0.40%,0.46%,-,Upgrade
Payout Ratio,40.20%,43.30%,35.10%,42.60%,40.60%,37.10%,31.20%,32.40%,36.40%,35.90%,52.30%,95.80%,65.70%,76.70%,45.10%,45.10%,48.90%,37.50%,38.90%,40.40%,43.80%,39.60%,120.00%,46.20%,46.20%,37.20%,40.00%,43.20%,35.90%,38.90%,131.40%,30.80%,30.80%,40.00%,27.80%,43.50%,32.00%,34.80%,33.30%,33.30%,0.00%,Upgrade
Buyback Yield / Dilution,2.15%,2.70%,2.64%,2.39%,2.74%,1.55%,0.75%,-0.23%,-1.29%,-0.12%,0.69%,1.72%,2.21%,2.42%,2.73%,2.98%,3.32%,3.53%,3.17%,3.39%,3.53%,3.10%,2.28%,2.02%,1.47%,1.60%,1.60%,1.91%,2.16%,11.20%,12.74%,12.66%,12.83%,16.48%,14.70%,14.30%,13.38%,-0.43%,-0.55%,-0.96%,-0.86%,Upgrade
Total Shareholder Return,9.55%,4.16%,3.93%,3.66%,3.96%,2.49%,1.64%,0.70%,-0.36%,0.74%,1.90%,3.41%,3.64%,3.86%,3.50%,3.79%,4.09%,4.26%,4.03%,4.19%,4.27%,3.77%,2.88%,2.58%,2.04%,2.13%,2.11%,2.55%,2.76%,11.84%,14.82%,13.24%,13.34%,17.01%,15.17%,14.87%,13.79%,-0.03%,-0.15%,-0.51%,-0.86%,Upgrade
