Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+29 Quarters
Market Capitalization,"6,856","7,458","8,182","6,233","7,340","10,625","10,617","11,124","12,335","11,578","8,006","5,239","4,938","4,117","8,161","7,958","8,202","7,667","6,886","9,400","10,910","13,033","14,875","14,257","14,317","12,370","12,395","12,818","10,657","12,813","14,191","13,389","16,147","17,036","17,026","17,042","16,334","16,027","16,135","14,126","14,140",Upgrade
Market Cap Growth,-,-29.81%,-22.94%,-43.97%,-40.50%,-8.23%,32.61%,112.33%,149.80%,181.23%,-1.90%,-34.17%,-39.80%,-46.31%,18.52%,-15.34%,-24.82%,-41.17%,-53.71%,-34.07%,-23.80%,5.36%,20.01%,11.23%,34.35%,-3.46%,-12.66%,-4.26%,-34.00%,-24.79%,-16.65%,-21.43%,-1.14%,6.30%,5.52%,20.64%,15.52%,25.51%,39.28%,26.96%,39.59%,Upgrade
Enterprise Value,"14,231","14,505","14,825","13,042","14,609","18,181","17,891","18,124","19,432","18,774","15,093","12,617","12,321","11,649","14,775","14,205","14,036","14,127","12,715","15,121","17,046","17,490","19,233","18,454","18,347","16,803","16,830","16,855","14,555","16,325","19,486","18,570","21,396","22,503","21,835","21,750","20,736","20,619","19,991","17,897","17,786",Upgrade
PE Ratio,10.86,18.91,18.30,9.08,8.75,9.78,9.18,11.83,15.38,24.41,27.80,20.41,21.76,14.41,18.50,18.31,13.63,9.51,7.80,7.99,9.29,11.15,13.20,15.08,15.57,13.67,14.51,15.45,12.72,14.74,14.66,12.92,15.49,16.07,17.23,16.95,16.70,17.69,17.16,17.41,18.75,Upgrade
PS Ratio,1.23,1.28,1.35,0.98,1.10,1.55,1.54,1.65,1.90,1.87,1.30,0.84,0.76,0.63,1.33,1.41,1.56,1.48,1.30,1.73,2.01,2.45,2.88,2.86,2.96,2.59,2.62,2.68,2.20,2.57,2.77,2.60,3.11,3.30,3.31,3.34,3.30,3.34,3.47,3.16,3.28,Upgrade
PB Ratio,0.47,0.49,0.54,0.42,0.49,0.69,0.69,0.74,0.83,0.80,0.56,0.38,0.36,0.31,0.59,0.59,0.59,0.88,0.80,1.05,1.24,1.47,1.71,1.72,1.80,1.61,1.65,1.66,1.39,1.62,1.80,1.65,1.94,2.11,2.05,2.02,1.91,1.94,1.92,1.66,1.73,Upgrade
Debt / Equity Ratio,0.54,0.54,0.53,0.54,0.56,0.60,0.61,0.62,0.59,0.60,0.61,0.62,0.64,0.65,0.60,0.57,0.52,0.89,0.89,0.85,0.90,0.74,0.79,0.77,0.75,0.83,0.87,0.77,0.73,0.65,0.95,0.91,0.84,0.88,0.81,0.75,0.69,0.77,0.69,0.63,0.67,Upgrade
Current Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.46,Upgrade
Dividend Yield,5.10%,1.15%,2.08%,1.37%,1.17%,0.74%,0.74%,0.71%,0.64%,0.61%,0.89%,1.36%,1.44%,3.41%,1.74%,1.83%,1.52%,1.55%,1.79%,1.31%,1.13%,0.91%,0.80%,0.83%,0.82%,0.91%,1.85%,0.90%,1.10%,0.88%,0.81%,1.73%,0.72%,0.63%,0.63%,0.63%,0.66%,0.61%,0.62%,0.71%,0.71%,Upgrade
Payout Ratio,67.00%,58.80%,89.30%,48.20%,69.60%,39.50%,18.50%,23.90%,21.20%,26.70%,33.70%,36.90%,172.20%,172.20%,77.50%,86.10%,344.40%,68.20%,107.10%,46.20%,50.80%,46.80%,29.00%,44.60%,50.00%,53.80%,101.80%,48.30%,51.90%,71.10%,56.20%,93.10%,45.00%,41.70%,40.30%,42.40%,39.70%,52.30%,35.20%,44.10%,50.00%,Upgrade
Buyback Yield / Dilution,1.30%,1.30%,1.39%,1.40%,1.39%,-0.37%,-0.41%,-0.48%,-0.56%,-1.25%,-1.15%,2.26%,-14.48%,-14.19%,-11.66%,-14.35%,2.41%,2.47%,0.12%,-0.97%,-0.96%,-0.82%,-0.36%,0.74%,2.49%,3.02%,3.62%,4.39%,3.12%,2.98%,1.62%,0.68%,0.46%,0.91%,2.81%,2.52%,2.69%,1.76%,0.17%,0.54%,0.80%,Upgrade
Total Shareholder Return,6.39%,2.45%,3.48%,2.77%,2.56%,0.37%,0.33%,0.22%,0.08%,-0.64%,-0.26%,3.62%,-13.04%,-10.77%,-9.92%,-12.52%,3.93%,4.03%,1.91%,0.34%,0.17%,0.09%,0.44%,1.57%,3.32%,3.93%,5.46%,5.28%,4.22%,3.86%,2.42%,2.41%,1.18%,1.54%,3.44%,3.15%,3.35%,2.37%,0.79%,1.25%,1.50%,Upgrade
