Metrics,Current,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+65 Quarters
Market Capitalization,"3,567","2,509","2,409","2,576","2,968","3,686","3,317","2,397","1,834","1,897","1,532","1,276",987,"1,597","1,398","1,610","1,216","1,157","1,138","1,023",954,997,"1,020",890,832,713,753,845,772,865,644,643,702,769,710,945,"1,041",978,783,630,536,Upgrade
Market Cap Growth,-,-31.92%,-27.37%,7.43%,61.83%,94.28%,116.54%,87.81%,85.84%,18.80%,9.55%,-20.70%,-18.84%,38.01%,22.93%,57.33%,27.41%,16.09%,11.49%,14.96%,14.70%,39.72%,35.57%,5.29%,7.82%,-17.50%,16.92%,31.38%,9.99%,12.51%,-9.33%,-31.90%,-32.61%,-21.38%,-9.33%,49.94%,94.38%,94.52%,55.49%,14.21%,18.33%,Upgrade
Enterprise Value,"3,473","2,374","2,283","2,434","2,831","3,538","3,164","2,247","1,680","1,796","1,456","1,211",940,"1,549","1,346","1,549","1,079","1,018","1,006",914,863,901,943,823,771,644,681,784,713,814,594,597,659,723,665,897,990,934,748,594,506,Upgrade
PE Ratio,54.99,36.99,37.16,38.87,44.69,59.85,56.13,43.67,39.56,43.82,37.12,30.20,20.83,33.64,28.89,33.30,26.04,26.41,26.40,26.44,26.74,28.71,31.68,28.93,28.23,25.34,27.07,29.03,27.05,31.52,23.34,23.66,24.54,24.52,21.33,27.72,30.28,29.06,25.43,21.92,20.04,Upgrade
PS Ratio,5.12,3.56,3.49,3.85,4.59,5.94,5.55,4.17,3.32,3.42,2.73,2.23,1.67,2.68,2.35,2.70,2.04,1.97,1.95,1.79,1.71,1.82,1.90,1.69,1.60,1.39,1.48,1.67,1.53,1.74,1.30,1.30,1.42,1.57,1.45,1.95,2.17,2.08,1.71,1.42,1.25,Upgrade
PB Ratio,18.52,12.88,12.18,12.53,13.97,17.15,14.82,10.44,8.32,9.04,7.57,6.44,5.20,8.26,6.96,7.90,6.24,6.02,5.99,5.63,5.58,6.22,6.91,6.42,6.00,4.99,5.15,6.01,5.85,6.75,5.05,5.06,5.49,5.90,5.37,7.24,8.23,8.22,6.97,5.51,4.81,Upgrade
Debt / Equity Ratio,0.13,0.13,0.13,0.13,0.14,0.18,0.17,0.18,0.19,0.39,0.41,0.41,0.45,0.45,0.43,0.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Current Ratio,1.38,1.38,1.42,1.44,1.55,1.58,1.67,1.75,1.66,1.63,1.63,1.62,1.56,1.55,1.65,1.70,1.84,1.79,1.77,1.75,1.67,1.52,1.46,1.41,1.43,1.55,1.60,1.62,1.53,1.64,1.59,1.61,1.51,1.78,1.80,1.81,1.68,1.69,1.62,1.67,1.76,Upgrade
Buyback Yield / Dilution,3.98%,3.98%,3.19%,2.29%,0.21%,-0.17%,-0.32%,-0.59%,2.34%,1.87%,3.18%,3.58%,2.14%,2.41%,1.67%,1.65%,0.18%,0.72%,-0.65%,-0.54%,2.70%,2.19%,3.89%,3.82%,2.17%,1.53%,1.64%,2.86%,4.24%,4.49%,4.69%,4.13%,2.26%,2.21%,1.53%,1.73%,4.84%,5.22%,6.04%,5.55%,3.42%,Upgrade
Total Shareholder Return,3.98%,3.98%,3.19%,2.29%,0.21%,-0.17%,-0.32%,-0.59%,2.34%,1.87%,3.18%,3.58%,2.14%,2.41%,1.67%,1.65%,0.18%,0.72%,-0.65%,-0.54%,2.70%,2.19%,3.89%,3.82%,2.17%,1.53%,1.64%,2.86%,4.24%,4.49%,4.69%,4.13%,2.26%,2.21%,1.53%,1.73%,4.84%,5.22%,6.04%,5.55%,3.42%,Upgrade
