Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+46 Quarters
Market Capitalization,262,304,425,346,405,450,514,497,459,397,318,261,288,268,420,356,347,337,311,383,409,415,408,396,383,370,399,316,300,293,317,301,318,319,273,226,243,243,253,220,204,Upgrade
Market Cap Growth,-,-32.51%,-17.34%,-30.34%,-11.88%,13.54%,61.82%,90.57%,59.70%,48.14%,-24.29%,-26.74%,-17.13%,-20.53%,34.95%,-7.01%,-15.18%,-18.82%,-23.72%,-3.19%,6.90%,12.08%,2.31%,25.10%,27.65%,26.42%,25.64%,5.01%,-5.76%,-8.05%,16.37%,33.07%,30.71%,31.29%,7.87%,2.67%,19.05%,25.62%,34.71%,5.08%,23.55%,Upgrade
Enterprise Value,820,862,884,747,767,503,521,667,358,292,144,415,400,457,592,428,429,481,469,497,462,548,480,551,498,490,457,427,405,382,394,436,372,363,432,366,320,293,359,305,361,Upgrade
PE Ratio,6.43,7.40,9.16,7.02,8.02,8.83,10.37,10.75,11.03,10.91,9.72,8.21,9.22,8.96,14.63,12.58,12.43,12.03,10.91,15.03,16.54,17.05,17.68,15.88,15.74,15.81,17.32,13.79,13.31,13.12,14.59,13.92,14.96,15.36,13.61,12.24,13.69,13.99,14.96,13.35,12.86,Upgrade
PS Ratio,2.65,3.07,4.07,3.19,3.71,4.16,4.84,4.97,4.92,4.64,3.95,3.30,3.71,3.52,5.66,4.92,4.85,4.75,4.44,5.46,5.91,5.99,5.94,5.86,5.74,5.71,6.22,4.94,4.76,4.69,5.16,4.97,5.31,5.39,4.64,3.95,4.25,4.30,4.59,4.10,3.97,Upgrade
PB Ratio,1.21,1.40,2.01,1.74,1.87,1.91,1.98,1.97,1.86,1.69,1.42,1.21,1.38,1.33,1.98,1.74,1.72,1.72,1.63,2.07,2.24,2.33,2.29,2.22,2.19,2.18,2.41,1.92,1.86,1.87,2.08,2.02,2.19,2.22,1.95,1.67,1.84,1.90,2.04,1.82,1.68,Upgrade
Debt / Equity Ratio,2.67,2.67,2.30,2.32,1.80,0.83,0.77,0.80,0.69,0.94,0.99,1.02,1.10,1.27,1.06,0.98,0.86,0.98,1.07,0.77,0.65,0.96,0.68,1.09,0.92,0.96,0.82,0.98,0.95,0.93,0.98,1.27,0.94,0.93,1.42,1.29,1.02,1.07,1.20,1.46,1.63,Upgrade
Dividend Yield,6.37%,1.37%,0.98%,1.20%,1.03%,0.92%,0.77%,0.80%,0.86%,0.91%,1.09%,1.33%,1.20%,1.28%,0.82%,0.97%,0.99%,0.97%,1.05%,0.85%,0.80%,0.70%,0.72%,0.74%,0.76%,0.74%,0.69%,0.87%,0.91%,0.88%,0.81%,0.85%,0.81%,0.70%,0.82%,0.85%,0.79%,0.72%,0.70%,0.80%,0.85%,Upgrade
Payout Ratio,40.50%,53.20%,46.30%,35.70%,32.90%,31.20%,33.30%,31.20%,30.00%,31.00%,40.40%,42.90%,43.80%,42.90%,45.70%,45.70%,51.20%,47.60%,45.50%,45.50%,47.60%,39.10%,72.00%,45.00%,46.20%,44.70%,44.70%,47.20%,50.00%,45.70%,43.20%,47.10%,48.50%,43.80%,38.90%,37.50%,40.00%,39.30%,40.70%,40.70%,40.00%,Upgrade
Buyback Yield / Dilution,-0.52%,-0.52%,-0.52%,-0.52%,-0.46%,-0.52%,-0.52%,-0.52%,-0.65%,-0.55%,-0.55%,-0.55%,-0.55%,-0.52%,-0.52%,-0.52%,-0.53%,-0.49%,-0.49%,-0.52%,-0.52%,-0.48%,-0.48%,-0.49%,-0.34%,-0.42%,-0.46%,-0.46%,-0.58%,-0.32%,-0.29%,-0.28%,-0.34%,-0.27%,-0.27%,-0.27%,8.15%,8.20%,8.20%,8.24%,-,Upgrade
Total Shareholder Return,5.86%,0.85%,0.46%,0.68%,0.56%,0.40%,0.25%,0.28%,0.21%,0.37%,0.54%,0.78%,0.65%,0.77%,0.30%,0.45%,0.46%,0.47%,0.56%,0.33%,0.27%,0.22%,0.23%,0.25%,0.42%,0.32%,0.23%,0.41%,0.33%,0.55%,0.52%,0.57%,0.47%,0.44%,0.56%,0.57%,8.94%,8.93%,8.90%,9.04%,0.85%,Upgrade
