Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,166,135,158,137,183,206,187,167,169,180,160,122,126,80,103,86,88,83,86,87,87,86,83,81,101,107,97,87,73,76,92,94,94,74,72,62,102,97,105,131,123,Upgrade
Market Cap Growth,-,-34.25%,-15.76%,-18.06%,8.00%,13.92%,17.05%,36.91%,34.61%,126.83%,55.58%,41.96%,42.96%,-3.70%,19.61%,-0.55%,1.48%,-3.46%,3.50%,7.33%,-14.20%,-19.95%,-13.99%,-7.28%,39.00%,41.40%,5.42%,-7.27%,-22.73%,2.20%,26.72%,50.53%,-8.06%,-23.90%,-30.84%,-52.56%,-16.57%,-33.19%,-31.83%,84.57%,193.97%,Upgrade
Enterprise Value,211,174,199,254,252,294,307,319,252,282,352,396,356,230,193,224,176,128,131,146,177,135,195,225,182,175,210,80,78,70,183,62,79,63,70,52,88,70,85,112,84,Upgrade
PE Ratio,7.23,5.70,6.14,14.01,7.97,6.71,4.74,4.35,2.97,2.72,2.88,2.30,4.58,7.66,9.44,10.09,12.68,12.35,3.97,2.81,2.89,2.93,5.89,13.70,11.24,9.29,7.93,6.01,4.78,5.39,6.86,6.74,8.42,7.44,8.80,9.76,18.53,17.08,13.78,9.69,7.52,Upgrade
PS Ratio,0.47,0.37,0.41,0.35,0.43,0.46,0.40,0.34,0.32,0.34,0.33,0.29,0.36,0.26,0.36,0.32,0.34,0.32,0.31,0.31,0.31,0.30,0.30,0.28,0.34,0.35,0.32,0.29,0.25,0.27,0.33,0.34,0.36,0.30,0.32,0.29,0.50,0.47,0.49,0.56,0.50,Upgrade
PB Ratio,0.58,0.46,0.54,0.51,0.65,0.70,0.63,0.56,0.59,0.66,0.61,0.48,0.56,0.42,0.52,0.48,0.50,0.48,0.50,0.50,0.51,0.52,0.56,0.58,0.73,0.79,0.73,0.69,0.61,0.66,0.78,0.86,0.89,0.74,0.75,0.66,1.11,1.10,1.19,1.53,1.43,Upgrade
Debt / Equity Ratio,0.47,0.47,0.55,0.75,0.71,0.80,0.84,0.89,0.81,0.90,1.13,1.66,1.56,1.34,1.11,1.44,1.22,1.01,1.09,1.14,1.23,0.91,1.06,1.31,1.19,1.14,1.15,0.35,0.35,0.36,1.11,0.36,0.32,0.29,0.30,0.24,0.19,0.20,0.21,0.19,0.13,Upgrade
Dividend Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.38%,-,-,-,5.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21.50%,0.00%,0.00%,0.00%,275.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.50%,-0.50%,-1.11%,-1.15%,-1.32%,-1.45%,-1.18%,-1.40%,-1.23%,-1.06%,-1.27%,-0.99%,-1.34%,-1.38%,-0.48%,-0.51%,-0.11%,-0.32%,-0.29%,-0.25%,-0.25%,-0.66%,-1.42%,-1.47%,-1.47%,-0.80%,-1.18%,-1.13%,-1.28%,-2.11%,-1.08%,-1.13%,47.09%,47.52%,47.51%,47.53%,-4.92%,-7.15%,-12.62%,-15.18%,-9.90%,Upgrade
Total Shareholder Return,-0.50%,-0.50%,-1.11%,-1.15%,-1.32%,-1.45%,-1.18%,-1.40%,-1.23%,-1.06%,-1.27%,-0.99%,-1.34%,-1.38%,-0.48%,-0.51%,-0.11%,-0.32%,-0.29%,-0.25%,-0.25%,3.72%,-1.42%,-1.47%,-1.47%,4.28%,-1.18%,-1.13%,-1.28%,-2.11%,-1.08%,-1.13%,47.09%,47.52%,47.51%,47.53%,-4.92%,-7.15%,-12.62%,-15.18%,-9.90%,Upgrade
