Metrics,Current,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,+68 Quarters
Market Capitalization,304,476,510,519,565,551,559,517,463,388,445,418,566,499,503,476,463,534,508,473,473,478,427,458,545,441,393,344,351,344,342,343,347,316,320,326,327,312,300,297,300,Upgrade
Market Cap Growth,-,-13.69%,-8.88%,0.38%,21.83%,42.06%,25.52%,23.59%,-18.15%,-22.29%,-11.44%,-12.05%,22.33%,-6.52%,-1.07%,0.49%,-2.08%,11.75%,18.96%,3.38%,-13.35%,8.49%,8.77%,33.09%,55.52%,28.09%,15.05%,0.39%,1.19%,8.90%,6.61%,5.05%,5.82%,1.19%,6.92%,9.98%,9.32%,4.02%,5.41%,2.25%,8.31%,Upgrade
Enterprise Value,-19,152,342,82,177,25,154,142,170,87,315,413,732,583,630,605,732,700,709,513,645,567,599,532,722,452,548,404,480,374,425,317,391,301,339,304,382,296,360,222,342,Upgrade
PE Ratio,6.27,10.12,10.65,10.56,11.32,10.59,11.16,11.25,11.35,10.19,12.01,11.35,15.11,13.68,14.10,13.04,12.76,15.01,15.07,15.16,16.11,17.16,15.73,17.21,20.56,16.62,15.29,13.57,14.22,14.06,13.84,14.35,14.84,13.87,14.40,14.88,15.03,14.48,13.82,13.44,13.51,Upgrade
PS Ratio,2.14,3.34,3.60,3.65,3.96,3.87,4.06,3.98,3.78,3.30,3.85,3.64,4.94,4.42,4.52,4.27,4.19,4.93,4.77,4.54,4.61,4.72,4.29,4.66,5.60,4.57,4.14,3.66,3.78,3.75,3.76,3.85,3.96,3.65,3.75,3.87,3.90,3.74,3.59,3.54,3.58,Upgrade
PB Ratio,0.88,1.38,1.43,1.45,1.52,1.53,1.58,1.51,1.39,1.19,1.40,1.35,1.88,1.71,1.77,1.72,1.72,2.02,1.96,1.87,1.89,1.95,1.78,1.94,2.34,1.92,1.74,1.56,1.64,1.63,1.65,1.67,1.73,1.58,1.62,1.68,1.70,1.71,1.69,1.67,1.70,Upgrade
Debt / Equity Ratio,0.15,0.15,0.14,0.14,0.19,0.20,0.21,0.22,0.26,0.46,0.39,0.43,0.78,0.60,0.67,0.69,1.31,0.98,1.01,0.55,0.98,0.69,0.99,0.59,1.00,0.50,0.97,0.54,0.84,0.47,0.62,0.42,0.45,0.25,0.36,0.28,0.55,0.31,0.59,0.35,0.52,Upgrade
Dividend Yield,5.96%,0.91%,0.85%,0.84%,0.74%,0.74%,0.73%,0.78%,0.87%,1.01%,0.88%,0.93%,0.69%,0.76%,0.75%,0.79%,0.82%,0.69%,0.69%,0.74%,0.74%,0.71%,0.79%,0.74%,0.62%,0.74%,0.83%,0.94%,0.92%,0.92%,0.93%,0.92%,0.91%,0.98%,0.96%,0.95%,0.94%,0.97%,1.01%,1.02%,1.00%,Upgrade
Payout Ratio,36.50%,35.40%,36.00%,34.60%,40.60%,31.00%,30.40%,30.40%,32.40%,35.50%,42.80%,47.60%,40.00%,37.70%,42.10%,42.80%,42.70%,39.50%,35.80%,41.20%,43.50%,45.20%,46.50%,50.50%,50.90%,48.00%,48.40%,49.50%,49.00%,52.80%,50.00%,54.40%,49.60%,50.00%,55.60%,58.20%,53.90%,53.50%,58.50%,58.50%,53.90%,Upgrade
Buyback Yield / Dilution,0.06%,0.06%,0.19%,-0.33%,-0.58%,-0.87%,-1.09%,-0.56%,-0.24%,-0.26%,-0.23%,-0.46%,-0.55%,-0.24%,-0.33%,-0.58%,-0.64%,-0.94%,-0.60%,-0.10%,-0.03%,-0.47%,-1.03%,-1.60%,-1.57%,-1.35%,-0.90%,-0.51%,-0.32%,-0.43%,-0.42%,-0.36%,-0.34%,-0.24%,-0.73%,-0.71%,-1.31%,-0.58%,-0.24%,-0.16%,-0.18%,Upgrade
Total Shareholder Return,6.02%,0.97%,1.04%,0.51%,0.16%,-0.14%,-0.36%,0.22%,0.64%,0.74%,0.64%,0.47%,0.14%,0.52%,0.42%,0.21%,0.18%,-0.26%,0.10%,0.64%,0.71%,0.24%,-0.24%,-0.86%,-0.95%,-0.60%,-0.07%,0.44%,0.60%,0.49%,0.51%,0.56%,0.58%,0.73%,0.23%,0.23%,-0.37%,0.39%,0.76%,0.86%,0.82%,Upgrade
