Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+38 Quarters
Market Capitalization,66,82,77,71,68,81,85,76,69,59,50,44,45,37,54,50,47,47,44,48,48,46,44,49,45,39,38,33,32,27,27,29,28,6,7,8,7,8,6,7,7,Upgrade
Market Cap Growth,-,0.63%,-9.96%,-6.87%,-1.92%,38.21%,69.05%,72.49%,54.21%,59.67%,-6.49%,-11.98%,-5.28%,-21.47%,23.49%,4.33%,-2.08%,1.41%,-0.43%,-1.50%,6.79%,18.33%,14.97%,46.29%,42.09%,45.44%,41.59%,14.20%,15.36%,341.99%,266.32%,283.45%,274.27%,-21.64%,22.67%,10.88%,4.05%,-16.10%,48.43%,53.34%,33.60%,Upgrade
Enterprise Value,97,107,95,53,27,27,7,26,12,55,63,104,100,39,83,39,64,56,59,69,68,60,49,28,23,30,38,19,15,10,25,18,27,-20,-16,-13,-24,-20,-5,3,-5,Upgrade
PE Ratio,8.11,10.14,9.24,8.31,7.34,7.83,6.85,5.77,5.53,5.08,5.90,6.46,7.17,8.05,12.05,12.40,13.82,13.63,14.94,-23.17,-15.95,-12.99,-12.20,55.89,3.64,3.04,2.99,2.69,34.56,73.66,4.09,4.88,5.27,1.23,-2.97,-1.31,-1.26,-1.51,-1.23,4896.86,-71.85,Upgrade
PS Ratio,2.23,2.52,2.35,2.13,1.99,2.27,2.22,1.90,1.76,1.58,1.54,1.54,1.66,1.41,2.08,1.96,1.93,1.95,1.87,2.10,2.20,2.16,2.07,2.21,1.97,1.63,1.57,1.31,1.26,1.08,1.09,1.32,1.28,0.29,0.35,0.35,0.33,0.32,0.23,0.24,0.24,Upgrade
PB Ratio,1.13,1.28,1.26,1.21,1.13,1.32,1.34,1.23,1.17,1.06,0.97,0.90,0.96,0.83,1.26,1.20,1.19,1.22,1.18,1.34,1.39,1.35,1.12,1.11,1.04,0.90,0.88,0.77,1.01,0.86,0.89,0.95,0.93,0.20,0.39,0.41,0.39,0.42,0.33,0.32,0.32,Upgrade
Debt / Equity Ratio,0.77,0.77,0.56,0.25,0.24,0.23,0.23,0.23,0.24,0.57,1.08,2.02,1.94,1.14,1.13,0.85,1.14,0.92,0.95,1.03,1.02,0.87,0.58,0.24,0.24,0.38,0.26,0.40,0.39,0.46,0.50,0.49,0.65,0.80,1.37,1.31,1.35,1.55,1.62,1.41,1.64,Upgrade
Dividend Yield,1.36%,0.29%,0.31%,0.29%,0.30%,0.25%,0.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,11.00%,15.40%,11.00%,9.60%,9.50%,11.30%,8.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.63%,-0.63%,-0.17%,-,-0.64%,-0.51%,-0.49%,-0.09%,-0.90%,-0.90%,-0.91%,-0.90%,-1.07%,-1.29%,-1.32%,-1.32%,-0.30%,-0.33%,-0.23%,-0.12%,-0.30%,-0.17%,-0.16%,-0.54%,-0.85%,-0.74%,-0.76%,-0.83%,-1.01%,-304.36%,-324.15%,-323.48%,-320.70%,-5.09%,-25.80%,-25.55%,-25.55%,-25.55%,-,-,-,Upgrade
Total Shareholder Return,0.73%,-0.34%,0.14%,0.29%,-0.33%,-0.26%,-0.25%,-0.09%,-0.90%,-0.90%,-0.91%,-0.90%,-1.07%,-1.29%,-1.32%,-1.32%,-0.30%,-0.33%,-0.23%,-0.12%,-0.30%,-0.17%,-0.16%,-0.54%,-0.85%,-0.74%,-0.76%,-0.83%,-1.01%,-304.36%,-324.15%,-323.48%,-320.70%,-5.09%,-25.80%,-25.55%,-25.55%,-25.55%,-,-,-,Upgrade
