Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+8 Quarters
Market Capitalization,96,103,108,117,197,270,373,343,327,274,261,182,138,102,125,123,126,151,104,142,145,159,116,120,96,99,112,105,111,124,181,152,199,189,167,193,204,196,234,286,152,Upgrade
Market Cap Growth,-,-62.05%,-71.11%,-65.77%,-39.78%,-1.32%,42.98%,88.77%,136.81%,169.78%,109.31%,48.14%,9.02%,-32.74%,19.80%,-13.54%,-12.48%,-4.96%,-10.54%,18.16%,50.12%,59.85%,4.15%,14.62%,-13.55%,-20.00%,-38.37%,-30.97%,-44.10%,-34.40%,8.57%,-21.58%,-2.46%,-3.35%,-28.62%,-32.46%,34.48%,22.76%,43.42%,71.73%,31.47%,Upgrade
Enterprise Value,122,128,141,151,117,171,247,235,196,108,252,158,154,94,118,116,111,164,114,144,139,156,125,191,170,166,171,160,179,187,234,163,260,266,250,255,284,278,295,326,147,Upgrade
PE Ratio,-0.69,-0.69,-0.81,-0.91,-2.88,4.54,2.53,1.57,1.49,1.32,3.46,11.17,24.59,-6.01,5.20,18.83,80.08,13.62,116.58,10.40,6.18,7.66,6.62,-10.49,-4.05,-2.15,-1.49,-1.70,-2.20,-3.75,21.38,7.84,12.06,13.04,-80.83,4.98,5.30,4.56,6.60,-51.72,-8.32,Upgrade
PS Ratio,23.16,24.59,31.15,49.44,82.68,153.36,253.40,170.33,172.13,146.98,142.90,139.53,108.25,66.79,83.26,75.42,84.79,94.60,64.26,134.20,146.70,208.01,136.27,80.80,68.92,102.22,151.53,513.71,711.43,371.32,622.32,610.55,862.25,927.42,896.67,1040.49,1226.21,2298.53,4771.71,9910.14,3779.77,Upgrade
PB Ratio,0.45,0.48,0.51,0.53,0.70,0.71,1.02,0.81,0.74,0.63,0.86,0.72,0.72,0.59,0.62,0.57,0.60,0.71,0.53,0.66,0.67,0.76,0.57,0.57,0.48,0.51,0.58,0.47,0.49,0.51,0.68,0.49,0.66,0.63,0.58,0.66,0.71,0.68,0.81,1.13,0.61,Upgrade
Debt / Equity Ratio,0.34,0.34,0.35,0.33,0.26,0.19,0.20,-,-,-,0.12,0.15,0.20,0.23,0.19,0.18,0.18,0.18,0.20,0.18,0.41,0.42,0.33,0.36,0.38,0.35,0.35,0.30,0.31,0.28,0.25,0.22,0.23,0.28,0.30,0.23,0.29,0.30,0.24,0.27,-,Upgrade
Dividend Yield,-,-,-,-,1.27%,22.07%,18.13%,19.40%,4.40%,6.60%,1.78%,-,-,5.69%,-,-,-,-,-,-,-,-,-,-,-,-,0.85%,-,49.29%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,16.70%,-392.90%,409.10%,189.40%,9.50%,21.20%,16.90%,0.00%,0.00%,246.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-40.00%,0.00%,-246.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,9.12%,9.12%,4.86%,-7.83%,-20.92%,-29.45%,-25.18%,-27.88%,-24.79%,-38.31%,-7.99%,6.92%,-2.95%,25.76%,-7.35%,-13.40%,31.69%,12.05%,5.96%,26.27%,-3.34%,-20.43%,1.16%,-25.12%,-25.93%,-,-14.76%,5.87%,-14.81%,5.87%,-0.04%,-,-,-21.97%,20.18%,-21.97%,-,-,-50.37%,-,-18.62%,Upgrade
Total Shareholder Return,9.12%,9.12%,4.86%,-7.83%,-20.92%,-28.18%,-3.11%,-9.75%,-5.40%,-33.91%,-1.38%,8.70%,-2.95%,25.76%,-1.66%,-13.40%,31.69%,12.05%,5.96%,26.27%,-3.34%,-20.43%,1.16%,-25.12%,-25.93%,-,-14.76%,6.72%,-14.81%,55.16%,-0.04%,-,-,-21.97%,20.18%,-21.97%,-,-,-50.37%,-,-18.62%,Upgrade
