Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+26 Quarters
Market Capitalization,229,258,133,107,250,332,673,"1,061","1,524","1,886","1,829","2,034","2,516","3,303","2,219","1,523","1,950","1,406",746,542,420,271,323,443,347,221,195,205,255,170,181,232,227,167,444,429,722,959,866,594,442,Upgrade
Market Cap Growth,-,-22.21%,-80.28%,-89.95%,-83.57%,-82.38%,-63.20%,-47.87%,-39.45%,-42.90%,-17.60%,33.55%,29.04%,135.03%,197.65%,181.08%,364.59%,418.63%,130.50%,22.38%,21.14%,22.62%,65.60%,115.54%,35.74%,29.72%,8.03%,-11.30%,12.33%,1.87%,-59.28%,-45.98%,-68.54%,-82.56%,-48.71%,-27.84%,63.31%,156.31%,55.56%,60.39%,40.16%,Upgrade
Enterprise Value,107,158,92,42,152,203,588,872,"1,259","1,802","1,778","1,882","2,364","3,128","2,232","1,470","1,873","1,298",738,522,389,236,283,391,280,153,134,138,189,104,118,170,175,128,393,371,652,861,759,496,353,Upgrade
PE Ratio,-2.40,-2.40,-1.11,-0.62,-1.36,-2.05,-5.47,-44.63,70.28,45.78,40.23,27.34,32.31,43.75,33.18,368.37,315.19,-19253.48,3093.76,246.66,46.68,13.90,12.72,-31.36,-19.60,-13.27,642.56,-841.99,27.97,11.10,-37.96,-19.47,-16.23,-9.99,-27.40,413.82,-2300.44,-437.64,502.44,96.95,71.82,Upgrade
PS Ratio,0.56,0.69,0.33,0.24,0.54,0.65,1.25,1.80,2.46,3.09,3.14,3.44,4.44,6.07,4.38,4.49,6.29,5.07,2.97,2.72,2.21,1.41,1.70,2.81,2.19,1.37,1.01,1.06,1.28,0.84,0.95,1.26,1.21,0.88,2.47,2.27,3.81,5.13,4.83,3.49,2.67,Upgrade
PB Ratio,0.33,0.41,0.20,0.17,0.37,0.46,0.90,1.36,1.83,2.24,2.18,2.62,3.18,4.17,4.21,3.53,4.40,3.15,2.46,1.97,1.50,0.93,1.13,5.59,3.53,1.96,2.52,2.22,2.63,1.78,2.37,2.67,2.79,2.29,6.04,4.48,6.33,7.04,6.51,4.61,3.56,Upgrade
Debt / Equity Ratio,0.17,0.17,0.16,0.16,0.15,0.15,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.09,0.09,0.06,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Current Ratio,8.17,8.17,6.62,10.37,11.44,7.44,5.40,7.37,9.47,5.61,3.92,4.38,8.31,8.27,1.84,2.80,3.83,4.71,2.58,2.94,3.46,4.42,6.12,3.04,4.05,5.34,2.73,4.40,4.74,3.77,2.43,3.51,3.89,3.21,2.49,3.91,5.13,4.50,4.57,4.54,5.25,Upgrade
Buyback Yield / Dilution,-1.36%,-1.36%,-1.44%,-2.09%,-2.25%,-2.47%,11.40%,-1.13%,-1.21%,-1.68%,-24.46%,-12.74%,-14.15%,-19.92%,-0.33%,-22.13%,-21.13%,-15.67%,-17.77%,-3.61%,-3.15%,-1.68%,-13.57%,-1.29%,-1.22%,-1.89%,-2.76%,-0.49%,-1.24%,-2.09%,-15.22%,0.84%,8.80%,5.33%,21.39%,3.68%,-1.43%,10.95%,7.86%,7.97%,4.88%,Upgrade
Total Shareholder Return,-1.36%,-1.36%,-1.44%,-2.09%,-2.25%,-2.47%,11.40%,-1.13%,-1.21%,-1.68%,-24.46%,-12.74%,-14.15%,-19.92%,-0.33%,-22.13%,-21.13%,-15.67%,-17.77%,-3.61%,-3.15%,-1.68%,-13.57%,-1.29%,-1.22%,-1.89%,-2.76%,-0.49%,-1.24%,-2.09%,-15.22%,0.84%,8.80%,5.33%,21.39%,3.68%,-1.43%,10.95%,7.86%,7.97%,4.88%,Upgrade
