Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+39 Quarters
Market Capitalization,212,255,308,274,264,277,245,245,232,210,157,122,140,132,226,208,206,175,172,203,228,221,194,198,201,226,207,205,204,199,218,204,203,188,190,173,186,186,148,128,117,Upgrade
Market Cap Growth,-,-8.22%,25.91%,11.77%,13.86%,31.82%,56.07%,101.03%,65.43%,59.51%,-30.66%,-41.39%,-31.82%,-24.61%,31.83%,2.41%,-9.75%,-20.63%,-11.46%,2.42%,13.25%,-2.57%,-6.18%,-3.07%,-1.46%,13.45%,-5.05%,0.31%,0.47%,6.37%,14.27%,17.74%,9.54%,0.77%,28.42%,35.42%,57.97%,76.56%,143.16%,101.91%,97.08%,Upgrade
Enterprise Value,377,420,672,590,772,604,607,544,278,616,536,570,580,467,496,498,476,407,394,454,558,478,359,303,254,297,199,176,116,140,149,128,172,90,131,32,118,128,89,54,33,Upgrade
PE Ratio,5.35,6.33,7.67,7.05,7.06,8.00,6.85,7.37,8.18,8.98,9.24,7.32,8.03,6.37,9.70,9.62,9.42,9.43,10.52,12.48,16.81,18.14,16.28,16.75,16.89,16.46,13.85,13.61,12.20,11.82,13.17,12.61,13.24,12.51,13.46,12.24,13.06,13.45,10.78,10.22,10.19,Upgrade
PS Ratio,1.56,1.88,2.34,2.16,2.14,2.35,2.06,2.14,2.18,2.17,1.80,1.41,1.64,1.48,2.48,2.37,2.31,2.09,2.14,2.62,3.13,3.10,2.73,2.74,2.87,3.13,2.81,2.85,2.73,2.70,3.01,2.93,3.14,3.12,3.46,3.20,3.48,3.56,2.88,2.64,2.50,Upgrade
PB Ratio,0.79,0.96,1.18,1.08,1.06,1.13,1.05,1.09,1.05,0.98,0.76,0.61,0.71,0.67,1.17,1.09,1.09,0.95,0.95,1.14,1.31,1.29,1.15,1.19,1.22,1.38,1.28,1.28,1.29,1.29,1.44,1.38,1.41,1.32,1.38,1.47,1.60,1.66,1.36,1.21,1.14,Upgrade
Debt / Equity Ratio,1.32,1.32,1.79,1.69,2.42,1.72,1.80,1.82,1.97,2.17,2.11,2.49,2.44,2.20,1.74,1.84,1.67,1.56,1.71,1.64,2.16,1.86,1.29,1.07,0.70,0.80,0.43,0.25,0.28,0.29,0.30,0.32,0.40,0.32,0.32,0.28,0.16,0.16,0.20,0.21,0.22,Upgrade
Dividend Yield,3.33%,0.75%,0.54%,0.61%,0.63%,0.60%,0.62%,0.63%,0.66%,0.73%,0.90%,1.15%,1.00%,1.06%,0.57%,0.62%,0.64%,0.75%,0.72%,0.60%,0.54%,0.56%,0.59%,0.57%,0.56%,0.50%,0.51%,0.51%,0.51%,0.52%,0.44%,0.47%,0.47%,0.51%,0.44%,0.48%,0.45%,0.45%,0.37%,0.43%,0.47%,Upgrade
Payout Ratio,17.20%,21.70%,16.80%,15.80%,15.30%,19.40%,17.60%,16.80%,18.90%,16.10%,23.60%,33.00%,43.40%,43.40%,22.40%,25.40%,20.00%,22.40%,30.40%,23.30%,36.80%,33.30%,28.30%,43.30%,59.10%,33.30%,26.70%,38.70%,27.90%,23.10%,23.40%,22.00%,24.40%,22.90%,23.90%,23.30%,23.60%,24.70%,14.70%,15.20%,17.50%,Upgrade
Buyback Yield / Dilution,1.30%,1.30%,-0.49%,0.68%,1.18%,0.64%,1.50%,-0.06%,-0.53%,0.02%,0.83%,1.24%,2.60%,2.63%,2.32%,1.42%,0.15%,0.25%,-0.38%,-0.52%,-0.53%,-0.53%,-0.61%,-0.13%,-0.21%,-0.21%,-0.11%,-0.39%,-0.35%,-0.29%,-9.45%,-9.88%,-9.89%,-9.95%,-0.87%,-0.69%,-0.66%,-0.66%,-48.30%,-49.02%,-49.27%,Upgrade
Total Shareholder Return,4.63%,2.04%,0.05%,1.29%,1.81%,1.25%,2.12%,0.57%,0.14%,0.75%,1.72%,2.39%,3.60%,3.69%,2.89%,2.04%,0.79%,1.00%,0.33%,0.09%,0.01%,0.02%,-0.02%,0.44%,0.35%,0.29%,0.39%,0.12%,0.17%,0.23%,-9.01%,-9.41%,-9.42%,-9.45%,-0.43%,-0.21%,-0.22%,-0.22%,-47.93%,-48.59%,-48.80%,Upgrade
