Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+49 Quarters
Market Capitalization,585,740,958,958,"1,082","1,213","1,229",939,889,915,739,508,543,407,874,719,710,701,674,957,989,976,"1,044","1,045","1,081","1,030",863,868,797,672,553,460,490,430,328,330,223,249,250,249,163,Upgrade
Market Cap Growth,-,-39.04%,-22.04%,1.99%,21.72%,32.58%,66.34%,84.75%,63.59%,124.74%,-15.46%,-29.34%,-23.52%,-41.92%,29.67%,-24.86%,-28.19%,-28.20%,-35.40%,-8.39%,-8.47%,-5.25%,20.96%,20.38%,35.66%,53.41%,56.07%,88.86%,62.68%,56.27%,68.30%,39.37%,119.44%,72.75%,31.64%,32.38%,36.88%,83.14%,72.55%,70.20%,17.69%,Upgrade
Enterprise Value,"1,582","1,736","1,732","1,749","1,760","2,019","1,777","1,546","1,619","1,450","1,335",969,934,"1,145","1,893","2,041","2,420","1,530","1,976","2,398","2,581","2,708","2,524","2,113","1,665","1,970","1,157","1,492","1,633","2,170","1,589","1,174",645,817,824,545,512,463,472,-60,-172,Upgrade
PE Ratio,6.64,7.98,8.28,9.74,11.32,14.08,24.31,14.50,16.04,56.72,-670.02,-57.07,-12.43,-41.26,333.15,-409.01,28.90,31.80,29.51,44.94,33.50,35.78,28.88,17.65,13.82,11.14,9.03,10.42,12.44,12.06,10.58,10.12,11.06,11.20,12.36,16.85,-910.76,-81.03,-109.97,-31.23,15.21,Upgrade
PS Ratio,1.78,2.25,2.64,2.72,3.22,3.84,4.62,3.53,3.48,3.83,3.46,2.42,3.10,2.14,3.90,3.19,2.57,2.42,2.42,3.34,3.27,3.22,3.11,2.78,2.78,2.52,2.14,3.48,3.15,2.49,1.98,1.14,1.30,1.31,1.13,1.21,0.94,1.17,1.34,1.69,1.19,Upgrade
PB Ratio,0.61,0.77,1.00,1.01,1.14,1.24,1.15,1.11,1.07,1.14,0.82,0.58,0.64,0.49,0.96,0.80,0.74,0.74,0.71,1.01,1.00,0.98,1.03,1.03,1.07,1.05,0.88,0.89,0.85,0.77,0.85,0.71,0.77,0.84,0.65,0.74,0.51,0.77,0.77,0.82,0.61,Upgrade
Debt / Equity Ratio,2.09,2.09,1.04,1.10,0.97,1.08,0.73,0.94,1.08,1.14,0.91,0.86,0.96,1.41,1.53,2.05,2.10,1.20,1.79,1.92,2.00,2.09,1.85,1.66,1.09,1.37,0.75,1.03,1.18,1.97,1.83,1.70,0.97,1.27,1.44,0.90,1.24,1.68,1.02,0.35,0.47,Upgrade
Dividend Yield,2.76%,0.80%,0.38%,0.38%,0.34%,0.31%,0.31%,0.32%,0.34%,0.33%,0.41%,0.59%,0.55%,0.75%,0.35%,0.42%,0.43%,0.94%,0.98%,0.69%,0.66%,0.67%,0.63%,0.63%,0.60%,0.63%,0.75%,0.69%,0.66%,0.69%,0.82%,0.98%,0.87%,0.97%,1.05%,1.03%,1.10%,0.98%,0.89%,0.87%,0.88%,Upgrade
Payout Ratio,18.20%,29.40%,16.70%,15.00%,13.60%,8.70%,200.00%,14.30%,17.60%,37.50%,16.70%,25.00%,-13.60%,-31.60%,28.60%,-13.30%,26.10%,260.00%,100.00%,185.70%,68.40%,216.70%,108.30%,56.50%,92.90%,56.50%,23.60%,20.00%,27.30%,33.30%,29.30%,41.40%,36.40%,40.00%,44.40%,38.70%,44.40%,-1200.00%,70.60%,-22.60%,34.30%,Upgrade
Buyback Yield / Dilution,5.81%,5.81%,3.99%,-18.09%,-21.17%,-23.82%,-24.72%,-1.12%,-1.01%,0.56%,1.27%,1.27%,1.35%,-0.47%,-0.46%,-0.44%,-0.49%,-0.13%,-0.23%,-0.57%,-0.66%,-1.63%,-1.63%,-1.30%,-14.21%,-29.70%,-31.51%,-32.72%,-23.58%,-9.92%,-32.04%,-32.10%,-73.95%,-72.19%,-53.90%,-57.42%,-70.54%,-70.15%,-57.88%,-53.96%,-2.79%,Upgrade
Total Shareholder Return,8.57%,6.61%,4.36%,-17.71%,-20.83%,-23.51%,-24.41%,-0.79%,-0.67%,0.89%,1.67%,1.87%,1.90%,0.28%,-0.11%,-0.01%,-0.06%,0.81%,0.75%,0.11%,0.00%,-0.95%,-1.00%,-0.67%,-13.60%,-29.07%,-30.77%,-32.03%,-22.92%,-9.24%,-31.22%,-31.12%,-73.08%,-71.21%,-52.85%,-56.39%,-69.44%,-69.17%,-56.99%,-53.09%,-1.90%,Upgrade
