Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"5,925","6,049","5,957","4,645","5,283","5,010","5,072","4,535","4,728","5,037","4,692","3,764","3,688","3,950","4,036","4,161","3,819","3,194","3,069","3,484","2,929","2,804","2,673","2,526","2,402","2,639","2,772","2,994","3,004","2,914","2,679","2,314","2,220","2,261","2,126","1,862","1,968","1,902","2,088","1,866","1,626",Upgrade
Market Cap Growth,-,20.74%,17.45%,2.43%,11.75%,-0.54%,8.09%,20.48%,28.19%,27.53%,16.26%,-9.55%,-3.42%,23.67%,31.51%,19.43%,30.37%,13.89%,14.83%,37.91%,21.96%,6.27%,-3.58%,-15.61%,-20.05%,-9.43%,3.47%,29.37%,35.33%,28.87%,26.04%,24.26%,12.78%,18.90%,1.77%,-0.20%,21.02%,24.43%,52.19%,31.94%,12.43%,Upgrade
Enterprise Value,"6,168","6,226","6,134","4,121","5,370","5,138","5,183","4,595","4,782","5,092","4,780","3,843","3,753","4,056","4,139","4,246","3,943","3,318","3,188","3,574","3,044","2,924","2,797","2,649","2,529","2,759","2,902","3,129","3,123","3,048","2,816","2,436","2,342","2,379","2,245","1,935","2,090","2,031","2,199","2,029","1,714",Upgrade
PE Ratio,9.50,9.54,10.21,8.00,31.04,19.70,18.16,16.93,16.82,17.29,29.87,29.72,31.63,60.86,21.06,35.38,30.64,27.20,47.82,24.52,28.04,28.79,25.45,31.60,23.90,25.53,24.12,25.68,23.07,21.06,19.48,16.39,16.02,16.49,15.69,14.13,14.45,14.59,16.54,15.88,15.44,Upgrade
PS Ratio,3.33,3.36,3.51,2.80,4.93,4.33,4.30,3.91,4.10,4.37,4.77,3.99,4.02,4.60,4.02,4.57,4.17,3.56,3.75,4.08,3.62,3.57,3.35,3.15,2.96,3.25,3.40,3.69,3.73,3.64,3.37,2.93,2.82,2.86,2.74,2.46,2.63,2.62,2.96,2.70,2.42,Upgrade
PB Ratio,4.59,4.64,5.06,3.33,5.06,4.34,4.13,3.63,3.81,4.36,4.13,3.42,3.51,4.31,4.06,4.16,3.98,3.57,3.80,4.00,3.45,3.37,3.13,2.87,2.74,3.11,3.37,3.25,3.29,3.34,3.25,2.62,2.56,2.62,2.52,2.00,2.14,2.19,2.52,2.18,1.97,Upgrade
Debt / Equity Ratio,0.15,0.15,0.17,0.14,0.19,0.17,0.16,0.12,0.12,0.13,0.13,0.14,0.14,0.16,0.15,0.15,0.16,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.16,0.16,0.17,0.18,0.17,0.17,0.17,0.18,0.16,0.16,0.17,0.18,0.29,0.12,Upgrade
Dividend Yield,6.17%,0.20%,5.59%,0.26%,0.22%,0.23%,2.03%,0.25%,0.24%,0.22%,1.20%,0.29%,0.29%,0.26%,1.39%,0.25%,0.27%,0.31%,1.79%,0.28%,0.34%,0.33%,3.26%,0.37%,0.39%,0.34%,3.53%,0.30%,0.30%,0.29%,3.61%,0.36%,0.38%,0.35%,0.37%,0.42%,0.40%,0.39%,3.52%,0.40%,0.45%,Upgrade
Payout Ratio,57.60%,12.00%,337.70%,2.70%,-520.00%,23.60%,106.60%,38.50%,13.80%,14.80%,66.70%,25.50%,11.70%,-16.90%,103.40%,31.90%,25.30%,15.00%,-265.20%,24.70%,29.30%,75.00%,150.80%,525.00%,35.00%,44.40%,301.40%,39.20%,29.90%,26.40%,280.80%,22.90%,22.10%,25.40%,20.50%,23.40%,21.70%,25.40%,212.70%,19.30%,24.30%,Upgrade
Buyback Yield / Dilution,-0.70%,-0.70%,-0.32%,-0.19%,0.79%,-0.09%,-0.48%,-0.58%,-0.97%,-1.68%,-0.08%,-0.17%,-0.12%,-0.07%,-0.87%,-0.91%,-1.07%,-0.53%,-1.37%,-0.95%,-0.50%,-0.33%,-0.04%,-0.05%,-0.22%,-0.32%,-0.68%,-0.77%,-0.92%,-0.84%,-0.71%,-1.01%,-0.76%,-0.73%,0.56%,-0.38%,-0.80%,-0.99%,-1.24%,-1.18%,-0.73%,Upgrade
Total Shareholder Return,5.41%,-0.50%,5.27%,0.07%,1.01%,0.14%,1.55%,-0.33%,-0.73%,-1.46%,1.12%,0.12%,0.17%,0.19%,0.52%,-0.66%,-0.79%,-0.22%,0.42%,-0.67%,-0.16%,0.00%,3.22%,0.32%,0.17%,0.02%,2.84%,-0.47%,-0.62%,-0.55%,2.90%,-0.65%,-0.38%,-0.38%,0.93%,0.04%,-0.40%,-0.60%,2.28%,-0.78%,-0.27%,Upgrade
