Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,050","1,385","1,699","1,489","1,535","1,190","1,277","1,289","1,265","1,408","1,050",729,905,908,"1,246","1,107","1,151","1,195","1,028","1,174",860,854,869,934,804,813,780,611,629,577,625,559,547,549,561,365,373,418,456,366,342,Upgrade
Market Cap Growth,-,16.37%,33.12%,15.46%,21.31%,-15.49%,21.54%,76.93%,39.80%,55.17%,-15.68%,-34.19%,-21.37%,-24.08%,21.18%,-5.70%,33.81%,39.90%,18.34%,25.72%,6.99%,5.15%,11.32%,52.91%,27.85%,40.85%,24.91%,9.30%,14.99%,5.14%,11.33%,53.16%,46.58%,31.38%,23.01%,-0.35%,9.21%,52.60%,70.26%,38.53%,38.80%,Upgrade
Enterprise Value,"1,507","1,842","1,987","1,419","1,211",322,643,680,751,920,493,190,325,829,"1,072",951,"1,075",976,873,"1,288",886,793,842,902,716,561,549,372,488,263,390,413,441,333,16,49,76,-37,-95,-119,-203,Upgrade
PE Ratio,7.52,9.83,13.55,12.69,14.29,11.40,10.85,11.40,12.25,17.10,16.20,11.38,12.96,10.62,13.53,11.99,13.52,15.50,15.04,24.42,19.63,20.16,21.42,18.65,15.95,17.58,17.41,13.98,14.23,12.50,14.26,14.69,16.28,20.26,21.49,14.20,15.03,15.89,16.65,13.62,13.92,Upgrade
PS Ratio,2.51,3.31,4.35,4.08,4.46,3.63,3.73,3.85,3.94,4.83,3.89,2.69,3.25,3.01,3.99,3.58,3.83,4.24,3.93,4.86,3.78,3.78,3.88,4.14,3.55,3.65,3.57,2.84,2.99,2.77,3.07,2.85,2.98,3.31,3.62,2.56,2.69,3.00,3.27,2.63,2.49,Upgrade
PB Ratio,0.96,1.27,1.62,1.50,1.47,1.07,1.28,1.31,1.31,1.49,1.14,0.81,1.02,1.05,1.37,1.24,1.31,1.40,1.24,1.46,1.68,1.69,1.72,1.84,1.61,1.67,1.64,1.27,1.33,1.25,1.38,1.26,1.27,1.29,1.34,1.37,1.43,1.63,1.82,1.49,1.43,Upgrade
Debt / Equity Ratio,0.52,0.52,0.38,0.18,0.16,0.15,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.11,0.11,0.11,0.12,0.09,0.42,0.41,0.24,0.35,0.31,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.16,0.20,0.18,0.19,0.19,0.23,0.20,Upgrade
Dividend Yield,3.64%,0.72%,0.59%,0.67%,0.55%,0.62%,0.58%,0.58%,0.59%,0.53%,0.62%,0.90%,0.72%,0.74%,0.54%,0.61%,0.50%,0.48%,0.56%,0.44%,0.45%,0.46%,0.45%,0.42%,0.48%,0.42%,0.44%,0.56%,0.54%,0.59%,0.55%,0.53%,0.54%,0.46%,0.45%,0.49%,0.48%,0.42%,0.39%,0.48%,0.52%,Upgrade
Payout Ratio,27.30%,27.80%,27.50%,26.80%,26.90%,36.80%,26.30%,27.20%,26.30%,22.10%,27.50%,37.30%,88.00%,41.50%,29.30%,28.60%,25.00%,25.30%,24.10%,31.50%,26.20%,27.90%,130.80%,32.70%,28.80%,28.30%,27.80%,28.30%,36.60%,31.90%,29.40%,23.20%,26.00%,29.70%,55.00%,21.60%,36.70%,23.90%,33.30%,23.90%,28.20%,Upgrade
Buyback Yield / Dilution,-12.01%,-12.01%,-12.16%,-12.23%,-13.18%,-0.01%,0.18%,0.16%,0.02%,2.32%,2.46%,2.46%,2.40%,-0.03%,-0.34%,-0.32%,-32.57%,-32.53%,-32.59%,-32.65%,-0.42%,-0.37%,-0.50%,-0.45%,-0.39%,-0.38%,-0.28%,-0.32%,-0.20%,-0.20%,-0.22%,-41.01%,-41.03%,-41.18%,-41.29%,-0.35%,-0.67%,-0.64%,-0.52%,-0.52%,-0.21%,Upgrade
Total Shareholder Return,-8.37%,-11.29%,-11.57%,-11.56%,-12.63%,0.61%,0.77%,0.73%,0.61%,2.85%,3.09%,3.36%,3.12%,0.71%,0.20%,0.28%,-32.07%,-32.05%,-32.03%,-32.21%,0.03%,0.08%,-0.05%,-0.03%,0.10%,0.04%,0.16%,0.24%,0.35%,0.40%,0.33%,-40.48%,-40.49%,-40.73%,-40.85%,0.13%,-0.19%,-0.21%,-0.14%,-0.04%,0.30%,Upgrade
