Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,501,695,764,689,753,790,881,806,775,838,602,420,471,479,785,748,769,716,632,778,809,813,748,853,799,689,821,620,412,383,407,375,401,397,328,304,336,333,337,314,318,Upgrade
Market Cap Growth,-,-11.99%,-13.28%,-14.45%,-2.83%,-5.73%,46.29%,91.82%,64.46%,75.00%,-23.31%,-43.82%,-38.75%,-33.15%,24.20%,-3.88%,-4.90%,-11.92%,-15.52%,-8.85%,1.27%,18.04%,-8.85%,37.55%,93.66%,80.09%,101.61%,65.55%,2.95%,-3.62%,24.11%,23.22%,19.13%,19.05%,-2.54%,-3.27%,5.62%,13.80%,17.46%,4.21%,14.76%,Upgrade
Enterprise Value,"1,038","1,232","1,085",884,984,263,238,146,827,984,732,486,676,657,961,834,"1,027","1,002",953,"1,020","1,218","1,231","1,029","1,106","1,280",987,"1,181",962,629,419,420,337,476,411,332,274,324,303,305,282,298,Upgrade
PE Ratio,6.38,8.82,9.78,9.61,10.48,9.94,9.60,8.04,7.95,10.65,12.84,11.49,13.05,9.49,11.95,10.90,11.67,13.32,12.51,18.33,20.91,17.65,16.98,20.94,26.97,29.87,42.10,31.42,15.15,13.45,14.94,14.81,16.68,17.55,14.76,13.85,15.45,15.50,15.89,14.73,15.11,Upgrade
PS Ratio,1.73,2.41,2.69,2.53,2.80,2.90,3.13,2.78,2.75,3.32,2.84,2.15,2.47,2.28,3.47,3.32,3.49,3.54,3.20,4.07,4.33,4.14,3.89,4.50,4.27,3.93,4.97,4.00,2.84,2.66,2.86,2.75,3.05,3.20,2.81,2.64,3.00,3.05,3.12,2.95,3.01,Upgrade
PB Ratio,0.63,0.87,0.98,0.91,0.99,1.02,1.14,1.07,1.05,1.16,0.87,0.63,0.72,0.74,1.16,1.13,1.18,1.12,1.01,1.27,1.34,1.34,1.24,1.61,1.53,1.35,1.63,1.22,1.12,1.04,1.13,1.04,1.12,1.10,1.15,1.05,1.17,1.18,1.20,1.14,1.14,Upgrade
Debt / Equity Ratio,0.85,0.85,0.61,0.41,0.43,0.32,0.32,0.32,0.35,0.46,0.50,0.68,0.84,0.55,0.45,0.47,0.53,0.55,0.69,0.53,0.80,0.77,0.59,0.63,1.04,0.69,0.83,0.78,0.84,0.21,0.20,0.20,0.31,0.25,0.15,0.13,0.16,0.15,0.13,0.17,0.24,Upgrade
Dividend Yield,4.93%,0.88%,0.80%,0.89%,0.83%,0.75%,0.67%,0.73%,0.76%,0.70%,-,1.39%,1.24%,1.23%,0.75%,0.78%,0.76%,0.82%,0.93%,0.76%,0.73%,0.72%,0.71%,0.63%,0.67%,0.77%,0.65%,0.86%,0.95%,1.03%,0.96%,1.04%,0.98%,1.01%,0.99%,1.07%,0.97%,0.97%,0.97%,1.06%,1.05%,Upgrade
Payout Ratio,31.20%,29.20%,25.90%,29.60%,46.70%,29.00%,33.90%,28.20%,28.20%,18.00%,0.00%,32.30%,285.70%,666.70%,37.70%,33.30%,35.70%,36.40%,32.30%,39.20%,133.30%,45.50%,54.10%,47.60%,45.50%,48.80%,74.10%,-,74.10%,54.10%,54.10%,51.30%,60.60%,64.50%,62.50%,52.60%,64.50%,57.10%,64.50%,55.60%,69.00%,Upgrade
Buyback Yield / Dilution,0.80%,0.80%,0.70%,0.20%,-0.73%,-0.72%,-0.62%,-0.64%,-0.66%,0.10%,0.20%,0.27%,0.34%,-0.20%,-0.04%,0.33%,0.41%,0.25%,-9.86%,-10.27%,-10.30%,-10.37%,-0.41%,-0.41%,-35.92%,-35.66%,-36.10%,-36.21%,0.29%,2.24%,-20.42%,-20.20%,-21.12%,-23.45%,0.42%,2.76%,2.70%,3.39%,2.87%,0.49%,0.52%,Upgrade
Total Shareholder Return,5.73%,1.68%,1.51%,1.10%,0.10%,0.03%,0.05%,0.09%,0.10%,0.80%,0.20%,1.66%,1.58%,1.03%,0.71%,1.12%,1.17%,1.07%,-8.93%,-9.52%,-9.57%,-9.65%,0.30%,0.21%,-35.25%,-34.89%,-35.45%,-35.36%,1.24%,3.26%,-19.46%,-19.16%,-20.13%,-22.44%,1.41%,3.82%,3.66%,4.37%,3.84%,1.55%,1.57%,Upgrade
