Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,915,"1,161","1,573","1,574","1,768","2,027","2,193","2,164","2,086","2,045","1,514","1,085","1,164",791,"1,350","1,201","1,242","1,112","1,113","1,396","1,456","1,374",936,994,975,980,955,730,693,663,657,643,690,653,653,574,624,625,704,580,540,Upgrade
Market Cap Growth,-,-42.75%,-28.29%,-27.26%,-15.27%,-0.88%,44.85%,99.44%,79.18%,158.65%,12.19%,-9.63%,-6.25%,-28.88%,21.23%,-14.00%,-14.71%,-19.09%,18.91%,40.45%,49.37%,40.16%,-2.00%,36.14%,40.56%,47.91%,45.46%,13.53%,0.46%,1.51%,0.57%,12.07%,10.59%,4.55%,-7.29%,-1.13%,15.66%,24.74%,45.66%,21.15%,24.16%,Upgrade
Enterprise Value,"1,792","2,038","2,623","2,732","2,277","1,975","2,087","1,369","1,823","2,333","2,367","1,997","2,000","1,608","2,140","1,672","1,781","1,864","2,225","2,364","2,402","2,353","1,709","1,671","1,695","1,695","1,766","1,336","1,263","1,250","1,413","1,313","1,297","1,298","1,321","1,146","1,158","1,179","1,334","1,109","1,062",Upgrade
PE Ratio,5.28,6.69,9.46,8.86,8.79,9.96,9.33,8.78,8.91,12.59,15.62,15.78,21.77,8.23,11.59,10.58,10.95,10.15,11.04,16.71,20.97,22.99,17.60,17.06,17.21,18.66,19.80,15.30,15.32,14.75,14.48,15.42,16.50,16.96,17.10,14.84,15.76,13.94,15.86,12.99,12.38,Upgrade
PS Ratio,1.85,2.35,3.28,3.18,3.37,3.87,3.83,3.72,3.70,4.17,3.98,3.32,4.00,2.58,4.07,3.69,3.85,3.49,3.56,4.80,5.50,5.67,4.31,4.68,4.70,4.92,4.90,3.83,3.71,3.58,3.59,3.57,3.84,3.65,3.70,3.26,3.54,3.50,3.95,3.28,3.08,Upgrade
PB Ratio,0.60,0.76,1.06,1.08,1.20,1.36,1.44,1.40,1.34,1.35,1.03,0.76,0.84,0.71,1.19,1.05,1.11,1.01,1.04,1.34,1.42,1.35,1.66,1.76,1.76,1.80,1.79,1.36,1.31,1.27,1.25,1.23,1.33,1.25,1.25,1.10,1.21,1.22,1.41,1.18,1.11,Upgrade
Debt / Equity Ratio,0.89,0.89,0.84,0.98,0.49,0.34,0.21,0.21,0.24,0.34,0.78,0.80,1.20,0.97,0.83,0.60,0.69,0.81,1.14,1.00,1.21,1.18,1.57,1.38,1.44,1.50,1.77,1.31,1.25,1.43,1.58,1.46,1.34,1.39,1.47,1.27,1.25,1.31,1.41,1.23,1.30,Upgrade
Dividend Yield,6.67%,1.31%,0.97%,0.96%,0.87%,0.76%,0.67%,0.70%,0.73%,0.74%,0.93%,1.30%,1.21%,1.33%,0.79%,0.89%,0.86%,0.90%,0.89%,0.71%,0.68%,0.67%,0.67%,0.63%,0.64%,0.63%,0.65%,0.78%,0.83%,0.86%,0.89%,0.84%,0.79%,0.84%,0.77%,0.87%,0.72%,0.72%,0.64%,0.69%,0.74%,Upgrade
Payout Ratio,35.20%,29.80%,44.70%,45.30%,28.10%,35.10%,32.00%,26.40%,26.70%,20.10%,23.80%,31.90%,-96.80%,103.40%,38.00%,36.60%,38.00%,32.90%,39.40%,34.10%,41.20%,42.60%,76.50%,41.90%,42.60%,41.30%,47.30%,42.90%,53.30%,53.30%,46.20%,48.90%,52.40%,48.90%,54.10%,45.50%,64.30%,40.90%,47.40%,33.30%,32.70%,Upgrade
Buyback Yield / Dilution,1.01%,1.01%,2.14%,5.47%,4.29%,4.17%,3.02%,-0.46%,-0.61%,-34.83%,-32.02%,-31.99%,-31.96%,1.73%,-0.30%,-0.29%,-0.28%,-0.26%,-48.06%,-48.06%,-48.09%,-48.22%,-0.44%,-0.46%,-0.46%,-0.42%,1.94%,2.81%,3.27%,4.32%,2.71%,2.01%,1.54%,0.43%,-0.22%,-0.38%,-0.39%,-0.37%,-0.34%,-0.35%,-3.37%,Upgrade
Total Shareholder Return,7.68%,2.32%,3.10%,6.43%,5.16%,4.93%,3.69%,0.24%,0.11%,-34.10%,-31.09%,-30.69%,-30.75%,3.06%,0.49%,0.60%,0.58%,0.64%,-47.16%,-47.35%,-47.41%,-47.55%,0.23%,0.17%,0.18%,0.21%,2.59%,3.59%,4.10%,5.19%,3.60%,2.85%,2.33%,1.27%,0.55%,0.49%,0.34%,0.35%,0.29%,0.34%,-2.63%,Upgrade
