Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+62 Quarters
Market Capitalization,255,296,374,369,398,468,504,486,475,479,361,247,298,290,514,483,466,433,409,500,523,471,486,436,433,479,497,394,378,421,397,351,352,325,355,312,324,319,341,283,254,Upgrade
Market Cap Growth,-,-36.63%,-25.83%,-23.99%,-16.17%,-2.35%,39.57%,96.60%,59.29%,65.03%,-29.73%,-48.84%,-36.02%,-32.95%,25.48%,-3.46%,-10.96%,-8.04%,-15.78%,14.77%,20.76%,-1.67%,-2.19%,10.62%,14.65%,13.69%,25.05%,12.06%,7.39%,29.63%,12.05%,12.78%,8.49%,1.90%,3.91%,10.31%,27.74%,15.71%,32.85%,9.74%,8.93%,Upgrade
Enterprise Value,349,397,522,394,471,371,528,271,342,208,346,9,323,287,715,597,705,680,815,730,946,715,872,688,735,671,796,552,688,528,669,581,689,364,631,440,514,443,619,371,396,Upgrade
PE Ratio,4.77,5.68,6.78,5.89,6.04,6.64,6.61,6.90,7.25,8.49,9.79,6.83,8.12,7.84,10.83,11.55,11.79,10.74,10.75,12.01,13.30,14.09,15.16,14.67,14.50,15.55,16.31,13.86,13.38,15.21,14.78,12.48,13.02,11.82,12.71,11.83,12.81,12.68,14.18,11.76,11.48,Upgrade
PS Ratio,1.24,1.48,1.87,1.79,1.94,2.27,2.40,2.45,2.49,2.68,2.33,1.61,1.96,1.91,3.17,3.03,3.00,2.80,2.72,3.39,3.65,3.42,3.63,3.31,3.33,3.70,3.86,3.10,3.03,3.48,3.36,3.06,3.11,2.89,3.19,2.82,2.99,2.95,3.18,2.63,2.33,Upgrade
PB Ratio,0.59,0.70,0.92,0.94,0.94,1.05,1.00,0.98,0.98,1.03,0.77,0.54,0.67,0.66,1.17,1.12,1.10,1.06,1.03,1.27,1.35,1.24,1.27,1.19,1.25,1.47,1.55,1.21,1.17,1.34,1.35,1.19,1.24,1.13,1.27,1.12,1.20,1.21,1.34,1.14,1.04,Upgrade
Debt / Equity Ratio,0.57,0.57,0.69,0.36,0.43,0.17,0.21,0.15,0.15,0.16,0.17,0.10,0.32,0.34,0.72,0.58,0.82,0.80,1.28,0.89,1.32,0.96,1.27,0.96,1.11,1.05,1.16,0.83,1.17,0.70,1.13,0.95,1.37,0.61,1.20,0.78,0.94,0.75,1.32,0.76,0.79,Upgrade
Dividend Yield,8.86%,1.56%,1.19%,1.20%,1.11%,0.96%,0.85%,0.88%,0.90%,0.89%,1.15%,1.69%,1.40%,1.43%,0.78%,0.83%,0.86%,0.92%,0.93%,0.76%,0.73%,0.81%,0.72%,0.74%,0.71%,0.64%,0.61%,0.74%,0.77%,0.69%,0.71%,0.80%,0.80%,0.87%,0.80%,0.85%,0.81%,0.82%,0.77%,0.93%,0.98%,Upgrade
Payout Ratio,34.40%,39.50%,38.20%,33.00%,29.00%,30.90%,22.30%,25.50%,21.60%,21.10%,31.00%,35.10%,38.80%,520.00%,31.20%,32.10%,36.20%,35.70%,54.50%,37.50%,32.40%,42.90%,31.90%,40.40%,52.50%,40.40%,36.20%,35.70%,42.60%,40.00%,44.40%,35.70%,45.50%,43.50%,37.00%,38.80%,39.60%,38.00%,44.20%,45.20%,38.30%,Upgrade
Buyback Yield / Dilution,0.97%,0.97%,2.88%,3.21%,3.35%,1.83%,1.13%,1.22%,1.19%,1.17%,-0.31%,-0.27%,-0.22%,-0.47%,-0.39%,-0.44%,-0.50%,-0.24%,-0.96%,-4.30%,-8.47%,-9.73%,-8.89%,-5.53%,-1.47%,-0.44%,-2.41%,-2.55%,-2.61%,-2.49%,-0.38%,-0.94%,-2.05%,-2.09%,-2.17%,-1.60%,-0.52%,-0.41%,-0.39%,-0.20%,-0.12%,Upgrade
Total Shareholder Return,10.00%,2.53%,4.08%,4.41%,4.46%,2.79%,1.98%,2.10%,2.09%,2.06%,0.84%,1.42%,1.18%,0.97%,0.39%,0.39%,0.36%,0.68%,-0.03%,-3.54%,-7.74%,-8.91%,-8.18%,-4.79%,-0.76%,0.20%,-1.79%,-1.82%,-1.84%,-1.81%,0.33%,-0.14%,-1.24%,-1.22%,-1.38%,-0.74%,0.29%,0.41%,0.38%,0.72%,0.85%,Upgrade
