Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+64 Quarters
Market Capitalization,"1,339","1,528","1,775","1,714","1,622","1,711","1,792","1,685","1,736","1,834","1,628","1,176","1,304","1,237","1,774","1,748","1,871","1,760","1,750","1,787","1,784","1,698","1,717","1,770","1,593","1,715","1,826","1,611","1,510","1,375","1,363","1,230","1,211","1,122","1,190","1,149","1,284","1,378","1,392","1,243","1,266",Upgrade
Market Cap Growth,-,-10.69%,-0.94%,1.72%,-6.56%,-6.71%,10.07%,43.31%,33.06%,48.27%,-8.22%,-32.73%,-30.28%,-29.69%,1.37%,-2.18%,4.87%,3.62%,1.93%,0.94%,12.03%,-0.96%,-6.00%,9.90%,5.44%,24.71%,34.04%,30.94%,24.73%,22.50%,14.55%,7.04%,-5.71%,-18.56%,-14.55%,-7.56%,1.42%,16.02%,17.45%,3.82%,10.80%,Upgrade
Enterprise Value,"2,225","2,414","2,608","2,018","1,546",969,949,"1,001","1,318","1,282","1,349","1,076","1,094","1,321","2,126","2,042","2,112","1,947","2,070","2,026","1,914","1,765","1,899","1,854","1,707","1,577","1,728","1,561","2,316","2,222","2,316","2,200","1,963","1,908","1,971","1,854","1,909","1,916","2,012","1,811","1,813",Upgrade
PE Ratio,9.76,10.99,13.28,13.28,12.79,12.02,11.61,10.58,10.69,17.12,21.75,17.98,21.47,13.26,16.06,15.70,17.71,16.67,16.59,17.66,18.39,16.70,18.17,18.28,18.22,34.69,36.78,38.94,37.72,22.05,22.51,19.94,18.31,17.67,19.20,17.68,19.69,20.87,20.92,19.89,20.89,Upgrade
PS Ratio,2.54,2.90,3.46,3.42,3.23,3.26,3.28,3.02,3.11,3.74,3.70,2.86,3.33,2.94,4.06,4.02,4.43,4.25,4.27,4.42,4.38,4.01,4.07,4.15,3.85,4.43,4.82,4.48,4.33,4.10,4.23,3.90,3.91,3.71,3.98,3.80,4.29,4.59,4.64,4.28,4.35,Upgrade
PB Ratio,0.89,1.01,1.19,1.17,1.09,1.12,1.13,1.08,1.10,1.19,1.06,0.76,0.85,0.92,1.31,1.29,1.40,1.34,1.39,1.44,1.45,1.40,1.42,1.47,1.33,1.46,1.56,1.39,1.31,1.18,1.17,1.06,1.13,1.05,1.12,1.07,1.20,1.19,1.21,1.09,1.12,Upgrade
Debt / Equity Ratio,0.65,0.65,0.65,0.29,0.29,0.27,0.28,0.26,0.28,0.28,0.30,0.36,0.41,0.27,0.30,0.30,0.26,0.21,0.31,0.25,0.21,0.21,0.22,0.21,0.23,0.25,0.25,0.23,0.97,0.86,0.96,0.92,0.98,1.01,0.96,0.93,0.94,0.86,0.88,0.86,0.88,Upgrade
Dividend Yield,7.59%,1.66%,1.43%,1.48%,1.56%,1.48%,1.41%,1.51%,1.47%,1.31%,1.49%,2.07%,1.86%,1.64%,1.08%,1.10%,1.02%,1.06%,1.00%,0.98%,0.98%,1.03%,0.96%,0.93%,1.02%,0.95%,0.83%,0.95%,1.01%,1.11%,1.05%,1.08%,1.09%,1.18%,1.04%,1.07%,8.33%,1.58%,0.88%,0.98%,1.78%,Upgrade
Payout Ratio,73.40%,74.10%,74.10%,69.00%,76.90%,90.90%,83.30%,71.40%,52.60%,59.40%,67.90%,63.30%,-380.00%,237.50%,75.00%,56.20%,72.00%,75.00%,68.00%,63.00%,65.40%,68.00%,72.70%,69.60%,51.60%,88.90%,60.00%,107.10%,-214.30%,83.30%,87.50%,100.00%,82.40%,77.80%,68.40%,68.40%,807.10%,143.80%,59.10%,68.40%,160.00%,Upgrade
Buyback Yield / Dilution,-0.30%,-0.30%,-0.34%,0.01%,0.43%,0.22%,0.97%,0.72%,0.25%,-18.72%,-19.81%,-19.84%,-20.07%,-3.13%,-3.26%,-3.37%,-3.56%,-1.11%,-0.66%,-0.65%,-0.56%,-0.71%,-1.30%,0.02%,-0.18%,-0.05%,0.46%,-8.36%,-7.83%,-7.45%,-7.19%,0.37%,0.20%,-0.34%,-0.79%,-0.93%,-0.97%,-0.76%,3.53%,3.88%,3.96%,Upgrade
Total Shareholder Return,7.29%,1.37%,1.09%,1.49%,1.99%,1.70%,2.38%,2.22%,1.72%,-17.40%,-18.32%,-17.78%,-18.21%,-1.49%,-2.18%,-2.28%,-2.53%,-0.05%,0.34%,0.33%,0.42%,0.31%,-0.34%,0.95%,0.85%,0.90%,1.29%,-7.40%,-6.81%,-6.34%,-6.15%,1.45%,1.29%,0.84%,0.24%,0.15%,7.35%,0.81%,4.40%,4.87%,5.74%,Upgrade
