Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+62 Quarters
Market Capitalization,106,128,137,135,137,145,135,135,129,133,116,79,55,57,74,56,53,56,50,66,56,54,64,39,34,35,28,23,22,22,21,21,21,22,19,21,23,25,21,22,21,Upgrade
Market Cap Growth,-,-12.14%,1.72%,-0.14%,5.52%,9.60%,16.27%,70.61%,133.46%,134.65%,55.93%,41.87%,4.34%,0.40%,48.25%,-15.16%,-5.32%,4.11%,-21.03%,67.19%,65.67%,55.11%,127.20%,74.69%,55.46%,61.20%,32.32%,6.42%,5.13%,-2.35%,9.63%,0.75%,-11.49%,-9.62%,-8.27%,-5.67%,12.98%,3.26%,-8.28%,1750.75%,1509.30%,Upgrade
Enterprise Value,51,73,115,59,76,79,78,126,87,162,126,228,161,81,75,58,55,-4,18,34,48,8,37,36,18,37,-11,-9,37,17,16,21,12,18,11,10,21,20,22,-11,0,Upgrade
PE Ratio,5.83,7.06,7.56,7.53,7.68,8.79,7.32,6.34,4.72,4.04,4.25,3.41,3.53,6.07,7.93,6.86,8.14,10.80,11.76,25.44,27.61,43.06,93.57,33.63,34.15,40.64,36.37,5.92,5.99,5.87,5.85,40.31,39.71,71.69,332.84,27.40,86.42,-76.12,-22.92,-10.22,18.09,Upgrade
PS Ratio,2.01,2.43,2.68,2.68,2.79,2.89,2.44,2.17,1.73,1.58,1.51,1.17,1.08,1.56,2.23,1.93,2.07,2.45,2.44,3.52,3.29,3.47,4.41,2.89,2.57,2.77,2.28,1.92,1.94,1.95,1.94,1.90,1.85,2.08,1.94,2.07,2.65,3.15,3.10,4.64,4.97,Upgrade
PB Ratio,0.74,0.89,0.99,1.00,1.03,1.13,1.08,1.10,1.08,1.14,1.05,0.77,0.60,0.68,0.92,1.04,1.04,1.18,1.10,1.51,1.32,1.32,1.58,0.97,0.85,0.88,0.71,0.58,0.56,0.56,0.55,0.60,0.59,0.64,0.56,0.61,0.80,1.08,0.92,1.02,0.93,Upgrade
Debt / Equity Ratio,1.11,1.11,0.93,0.90,0.71,0.80,0.87,0.48,0.77,1.33,2.10,2.35,1.98,1.21,0.58,0.74,0.70,0.75,0.77,0.62,0.59,0.61,0.48,0.60,0.47,0.68,0.49,0.54,0.72,0.52,0.53,0.57,0.57,0.58,0.58,0.58,0.63,0.81,0.97,0.70,0.69,Upgrade
Dividend Yield,1.30%,0.26%,0.24%,0.24%,0.19%,0.18%,0.19%,0.15%,0.15%,0.15%,0.17%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,6.70%,7.20%,6.80%,7.60%,5.40%,5.70%,5.70%,4.80%,5.70%,3.10%,2.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,0.00%,-,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.48%,-0.48%,1.40%,0.96%,2.12%,1.91%,-0.19%,-0.78%,-25.00%,-23.67%,-22.96%,-46.21%,-20.45%,-22.35%,-24.24%,-5.63%,-3.80%,-3.62%,-2.17%,-43.57%,-43.58%,-43.07%,-44.58%,-1.78%,-1.65%,-1.69%,0.19%,-1.14%,-1.27%,-1.27%,-1.33%,-,-,-,-,-,-,0.01%,0.01%,-1816.38%,-1816.54%,Upgrade
Total Shareholder Return,0.82%,-0.22%,1.64%,1.20%,2.31%,2.09%,0.01%,-0.63%,-24.85%,-23.52%,-22.79%,-46.21%,-20.45%,-22.35%,-24.24%,-5.63%,-3.80%,-3.62%,-2.17%,-43.57%,-43.58%,-43.07%,-44.58%,-1.78%,-1.65%,-1.69%,0.19%,-1.14%,-1.27%,-1.27%,-1.33%,-,-,-,-,-,-,0.01%,0.01%,-1816.38%,-1816.54%,Upgrade
