Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"2,281","3,119","4,037","4,310","4,173","2,287","2,531","2,506","2,603","2,858","2,573","2,056","1,999","1,883","2,734","2,625","2,410","2,414","2,216","2,543","2,393","2,234","2,261","2,159","1,679","1,784","1,910","1,410","1,256","1,273","1,318","1,267","1,260","1,274","1,271","1,176","1,207","1,247","1,251","1,059",904,Upgrade
Market Cap Growth,-,36.34%,59.50%,72.01%,60.30%,-19.96%,-1.64%,21.86%,30.25%,51.79%,-5.90%,-21.66%,-17.06%,-22.02%,23.40%,3.22%,0.71%,8.07%,-2.00%,17.78%,42.48%,25.23%,18.40%,53.13%,33.68%,40.19%,44.87%,11.29%,-0.31%,-0.14%,3.74%,7.74%,4.45%,2.20%,1.58%,11.07%,33.44%,52.99%,87.42%,63.70%,47.00%,Upgrade
Enterprise Value,"5,165","6,003","6,830","5,703","4,632",-169,"1,437","1,479","1,893","1,914","1,587","1,215","1,529","1,729","2,456","2,093","2,070","2,234","2,209","2,325","2,421","2,222","2,261","2,032","1,465","1,674","1,776","1,296","1,357","1,193","1,159","1,122","1,348","1,224","1,095",930,"1,285","1,245","1,293","1,064","1,077",Upgrade
PE Ratio,7.92,10.68,19.97,25.73,32.37,21.32,13.18,13.34,13.77,15.59,15.96,12.34,11.93,11.16,15.11,15.53,14.94,14.62,13.83,16.51,17.10,18.62,21.23,22.23,17.67,18.06,19.95,14.95,14.07,14.81,15.19,14.71,14.80,15.17,15.06,14.27,13.86,14.25,14.52,12.99,12.39,Upgrade
PS Ratio,2.08,2.84,3.95,4.76,5.27,3.49,3.87,3.89,4.07,4.55,4.31,3.44,3.35,3.08,4.38,4.28,4.04,4.20,3.94,4.62,4.42,4.32,4.71,4.76,3.99,4.36,4.70,3.58,3.25,3.35,3.48,3.33,3.33,3.44,3.46,3.27,3.40,3.52,3.53,3.04,2.65,Upgrade
PB Ratio,0.72,0.99,1.31,1.43,1.27,0.67,1.27,1.26,1.32,1.48,1.31,1.04,1.00,0.96,1.36,1.32,1.24,1.39,1.31,1.54,1.64,1.56,1.58,1.52,1.20,1.78,1.94,1.44,1.30,1.35,1.39,1.35,1.36,1.39,1.40,1.33,1.44,1.51,1.56,1.34,1.17,Upgrade
Debt / Equity Ratio,1.25,1.25,1.19,0.66,0.46,0.39,0.63,0.61,0.63,0.65,0.66,0.52,0.48,0.37,0.40,0.37,0.41,0.45,0.48,0.45,0.51,0.51,0.53,0.53,0.50,0.70,0.66,0.60,0.60,0.61,0.65,0.60,0.64,0.64,0.69,0.65,0.69,0.74,0.72,0.69,0.70,Upgrade
Dividend Yield,8.33%,1.56%,1.22%,1.01%,2.14%,1.66%,1.01%,1.01%,0.97%,0.89%,0.93%,1.06%,1.09%,3.24%,0.74%,0.77%,0.83%,0.78%,0.77%,0.65%,0.66%,0.71%,0.60%,0.63%,0.69%,0.61%,0.52%,0.70%,0.78%,0.78%,0.69%,0.72%,0.72%,0.72%,0.58%,0.60%,0.59%,0.57%,0.49%,0.58%,0.63%,Upgrade
Payout Ratio,78.60%,87.00%,56.60%,51.20%,139.00%,-113.90%,49.40%,53.90%,59.40%,49.40%,50.70%,44.70%,59.60%,208.90%,38.30%,40.80%,52.50%,44.90%,41.80%,39.40%,37.80%,43.10%,39.30%,49.00%,52.20%,46.20%,39.30%,38.60%,37.90%,48.90%,38.50%,44.40%,40.80%,43.50%,32.00%,37.20%,33.30%,32.70%,29.20%,25.90%,26.50%,Upgrade
Buyback Yield / Dilution,-11.72%,-11.81%,-67.84%,-72.62%,-76.80%,-50.46%,1.40%,3.31%,3.67%,4.96%,3.24%,1.82%,0.97%,-7.16%,-7.62%,-10.92%,-14.12%,-6.97%,-7.36%,-3.73%,-17.94%,-25.23%,-25.79%,-25.36%,-6.50%,1.24%,1.03%,1.67%,1.59%,1.24%,0.72%,-2.83%,-2.34%,-3.67%,-3.59%,-0.96%,-1.78%,-1.97%,-1.94%,-1.40%,-0.98%,Upgrade
Total Shareholder Return,-3.39%,-10.24%,-66.62%,-71.61%,-74.65%,-48.80%,2.41%,4.32%,4.65%,5.85%,4.17%,2.87%,2.06%,-3.92%,-6.88%,-10.15%,-13.29%,-6.19%,-6.59%,-3.09%,-17.28%,-24.52%,-25.19%,-24.73%,-5.81%,1.85%,1.54%,2.37%,2.37%,2.02%,1.41%,-2.11%,-1.62%,-2.95%,-3.02%,-0.35%,-1.19%,-1.41%,-1.44%,-0.82%,-0.35%,Upgrade
