Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+7 Quarters
Market Capitalization,"1,327","1,908","2,475","2,527","2,871","3,041","3,098","3,067","3,195","3,120","2,704","1,910","1,744","1,019","2,381","2,260","2,400","2,245","1,395","2,020","1,895","2,004","1,880","1,676","1,653","1,217","1,153",816,792,506,547,657,734,666,665,777,911,740,600,435,367,Upgrade
Market Cap Growth,-,-37.25%,-20.10%,-17.59%,-10.16%,-2.55%,14.57%,60.55%,83.22%,206.14%,13.55%,-15.46%,-27.33%,-54.60%,70.71%,11.86%,26.63%,12.02%,-25.79%,20.55%,14.66%,64.71%,63.10%,105.34%,108.66%,140.49%,110.53%,24.12%,7.86%,-24.05%,-17.64%,-15.36%,-19.40%,-9.96%,10.83%,78.67%,148.48%,-,-,-,-,Upgrade
Enterprise Value,"2,470","3,051","2,442","2,532","2,657","1,907",974,689,"1,133","1,436","1,627","1,186","1,304","1,271","2,391","2,505","2,662","2,404","1,718","2,239","2,362","2,241","2,131","1,608","1,669","1,282","1,231",823,939,573,582,656,600,623,665,948,"1,018",847,720,502,436,Upgrade
PE Ratio,11.93,17.66,12.61,12.05,13.70,14.11,13.78,13.40,13.51,14.38,13.44,9.89,9.24,5.10,12.36,12.81,15.33,16.45,10.88,17.80,18.71,22.32,24.57,23.24,26.20,21.44,21.53,16.55,18.41,12.11,14.11,17.16,18.79,19.81,22.94,33.54,50.18,39.12,30.29,20.12,16.56,Upgrade
PS Ratio,2.21,3.18,4.09,4.19,4.86,5.15,5.20,5.14,5.32,5.38,4.84,3.45,3.16,1.81,4.19,4.37,5.13,5.44,3.89,5.75,5.62,6.10,6.30,6.42,7.30,6.17,5.94,4.32,4.45,2.98,3.40,4.19,4.75,4.51,5.02,6.78,9.17,8.63,7.30,5.50,4.91,Upgrade
PB Ratio,0.56,0.81,1.04,1.07,1.21,1.21,1.20,1.20,1.26,1.25,1.08,0.77,0.72,0.43,1.02,0.98,1.07,1.00,0.87,1.29,1.23,1.48,1.41,1.31,1.31,1.77,1.71,1.27,1.26,0.82,0.91,1.16,1.31,1.21,1.23,1.55,1.86,2.93,2.57,1.99,1.71,Upgrade
Debt / Equity Ratio,0.93,0.93,0.26,0.22,0.24,0.19,0.19,0.27,0.29,0.30,0.29,0.30,0.48,0.51,0.25,0.36,0.38,0.27,0.28,0.33,0.60,0.48,0.52,0.55,0.49,0.85,0.87,0.93,0.95,0.75,0.65,0.62,0.52,0.57,0.60,0.84,0.61,0.81,0.91,0.86,0.93,Upgrade
Dividend Yield,4.90%,0.82%,0.63%,0.62%,0.56%,0.53%,0.50%,0.48%,0.43%,0.42%,0.48%,0.57%,0.62%,1.06%,0.45%,0.48%,0.45%,0.49%,0.31%,0.21%,0.21%,0.17%,0.15%,0.17%,0.17%,0.16%,0.16%,0.18%,0.19%,0.29%,0.25%,0.21%,0.19%,0.21%,0.15%,0.13%,0.11%,0.10%,0.12%,0.17%,-,Upgrade
Payout Ratio,58.20%,-41.80%,38.00%,29.90%,30.40%,31.90%,28.30%,27.90%,23.70%,21.60%,22.20%,18.00%,27.80%,24.30%,21.40%,19.20%,21.70%,29.40%,12.60%,12.00%,13.70%,11.80%,14.90%,11.80%,15.40%,12.00%,12.70%,10.30%,12.50%,11.90%,13.60%,16.70%,13.10%,14.50%,10.00%,11.10%,18.80%,15.80%,17.60%,18.20%,0.00%,Upgrade
Buyback Yield / Dilution,3.65%,3.65%,4.05%,4.63%,2.13%,1.07%,0.72%,0.15%,-0.35%,-0.35%,-0.69%,-0.67%,1.43%,1.67%,-40.93%,-40.96%,-53.91%,-54.41%,-9.60%,-9.64%,-2.13%,-49.80%,-50.56%,-50.41%,-50.48%,-2.48%,-7.96%,-7.99%,-7.84%,-7.86%,-0.53%,-4.51%,-4.60%,-35.95%,-40.91%,-35.55%,-35.69%,-9.79%,-5.29%,-,-,Upgrade
Total Shareholder Return,8.55%,4.47%,4.69%,5.25%,2.69%,1.60%,1.22%,0.63%,0.08%,0.06%,-0.21%,-0.10%,2.05%,2.72%,-40.48%,-40.49%,-53.45%,-53.93%,-9.30%,-9.43%,-1.92%,-49.63%,-50.41%,-50.25%,-50.31%,-2.32%,-7.80%,-7.81%,-7.65%,-7.56%,-0.28%,-4.30%,-4.41%,-35.74%,-40.75%,-35.43%,-35.58%,-9.69%,-5.17%,0.17%,-,Upgrade
