Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,896","2,312","2,792","2,951","2,593","3,048","2,384","2,439","2,215","2,365","2,262","1,366","1,454","1,272","2,294","2,337","2,206","1,211","1,189","1,498","1,681","1,504","1,502","1,532","1,426","1,443","1,452","1,078",951,965,966,804,773,712,723,639,657,637,686,531,461,Upgrade
Market Cap Growth,-,-24.15%,17.12%,20.98%,17.09%,28.89%,5.40%,78.51%,52.31%,85.86%,-1.39%,-41.53%,-34.08%,5.06%,92.90%,55.99%,31.21%,-19.49%,-20.82%,-2.19%,17.86%,4.28%,3.45%,42.04%,50.02%,49.42%,50.29%,34.16%,22.99%,35.62%,33.68%,25.74%,17.73%,11.83%,5.32%,20.31%,42.53%,49.00%,85.92%,47.85%,30.96%,Upgrade
Enterprise Value,"1,931","2,347","2,682","2,294","1,286","1,137","1,091",658,30,636,948,498,794,"1,169","2,212","2,311","2,099",970,"1,268","1,332","1,874","1,725","1,716","1,802","1,844","1,288","1,897","1,410","1,416","1,347","1,338","1,143","1,240","1,081",882,925,"1,166","1,121","1,106",930,844,Upgrade
PE Ratio,6.93,8.23,12.56,15.19,14.80,14.50,8.78,8.87,8.15,14.00,19.71,13.57,14.06,8.67,15.42,17.59,18.71,10.97,8.83,15.74,21.88,21.91,29.89,19.59,20.28,21.45,22.66,17.99,15.42,17.11,18.05,15.38,15.70,14.31,13.44,12.03,11.82,11.99,15.16,13.27,12.98,Upgrade
PS Ratio,2.08,2.54,3.19,3.73,3.56,4.15,3.24,3.28,3.01,3.97,4.40,2.73,2.79,2.15,3.78,4.25,4.68,2.95,3.00,3.92,4.58,4.21,4.48,4.71,4.60,4.86,5.08,3.84,3.51,3.74,3.88,3.41,3.34,3.12,3.30,2.98,3.10,3.08,3.35,2.65,2.38,Upgrade
PB Ratio,0.82,1.00,1.27,1.40,1.12,1.21,1.23,1.28,1.18,1.34,1.26,0.73,0.80,0.69,1.24,1.26,1.20,0.68,1.45,1.88,2.19,2.02,2.07,2.07,1.97,2.05,2.11,1.56,1.54,1.62,1.66,1.59,1.55,1.41,1.48,1.34,1.52,1.56,1.79,1.42,1.17,Upgrade
Debt / Equity Ratio,0.49,0.49,0.33,0.18,0.16,0.15,0.12,0.12,0.13,0.19,0.19,0.11,0.16,0.22,0.26,0.30,0.23,0.23,0.85,0.68,1.17,1.25,1.29,1.35,1.61,1.00,1.84,1.65,1.89,1.63,1.61,1.72,2.00,1.73,1.37,1.59,2.28,2.26,2.36,2.41,2.33,Upgrade
Dividend Yield,1.95%,0.40%,0.33%,0.32%,0.32%,0.28%,0.26%,0.25%,0.28%,0.24%,0.27%,0.44%,0.42%,0.48%,0.27%,0.27%,0.29%,0.28%,0.29%,0.23%,0.21%,0.19%,0.19%,0.14%,0.15%,0.15%,0.15%,0.16%,0.19%,0.18%,0.19%,0.17%,0.18%,0.20%,0.20%,0.17%,0.16%,0.17%,0.15%,0.20%,0.23%,Upgrade
Payout Ratio,13.00%,14.90%,11.10%,12.90%,13.70%,216.70%,11.00%,11.40%,6.50%,8.80%,10.10%,11.90%,-85.70%,57.10%,13.50%,11.80%,17.60%,32.40%,11.60%,9.00%,12.10%,7.60%,-29.00%,10.80%,10.80%,11.70%,12.10%,14.30%,10.20%,11.30%,12.80%,9.60%,11.60%,10.90%,11.10%,9.50%,8.30%,6.30%,8.80%,7.60%,10.30%,Upgrade
Buyback Yield / Dilution,5.98%,5.98%,-29.47%,-33.61%,-36.07%,-37.65%,5.62%,6.17%,6.17%,6.98%,3.35%,4.39%,5.14%,-62.74%,-66.24%,-66.78%,-69.33%,0.09%,0.07%,-1.13%,-0.28%,-0.03%,-0.21%,-6.32%,-6.49%,-5.75%,-4.93%,-5.92%,-4.50%,-5.13%,-5.88%,-4.18%,-5.71%,-5.62%,-6.20%,-1.22%,-1.36%,-1.46%,-1.31%,-1.30%,-1.02%,Upgrade
Total Shareholder Return,7.92%,6.38%,-29.14%,-33.29%,-35.74%,-37.38%,5.88%,6.42%,6.45%,7.22%,3.62%,4.84%,5.56%,-62.25%,-65.97%,-66.50%,-69.04%,0.38%,0.36%,-0.89%,-0.07%,0.16%,-0.02%,-6.18%,-6.33%,-5.60%,-4.78%,-5.76%,-4.31%,-4.95%,-5.69%,-4.00%,-5.53%,-5.42%,-6.00%,-1.06%,-1.19%,-1.29%,-1.16%,-1.10%,-0.79%,Upgrade
