Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,324","1,818","2,188","1,992","1,911","2,107","2,212","2,229","2,398","2,425","2,014","1,436","1,362","1,601","2,067","2,044","2,105","2,170","2,003","2,079","2,097","1,863","1,790","1,806","1,738","1,675","1,889","1,263","1,191","1,139","1,156","1,212","1,308","1,254","1,019",896,907,929,939,871,772,Upgrade
Market Cap Growth,-,-13.72%,-1.12%,-10.62%,-20.31%,-13.14%,9.86%,55.26%,76.11%,51.51%,-2.56%,-29.76%,-35.29%,-26.24%,3.17%,-1.70%,0.35%,16.47%,11.91%,15.13%,20.69%,11.25%,-5.23%,43.00%,45.90%,47.04%,63.36%,4.24%,-8.94%,-9.14%,13.45%,35.29%,44.26%,34.99%,8.50%,2.88%,17.43%,32.73%,58.51%,57.65%,36.39%,Upgrade
Enterprise Value,"2,399","2,893","2,901","2,080","2,013","1,300","1,420","1,637","2,194","2,430","2,092","2,044","2,184","3,118","3,730","3,443","3,484","3,346","3,369","3,421","3,614","3,302","2,970","3,040","2,981","2,777","3,092","2,394","2,346","2,193","2,299","2,203","2,161","1,812","1,335","1,166","1,152",976,"1,140","1,015","1,061",Upgrade
PE Ratio,7.17,10.09,12.02,10.83,10.90,10.37,9.53,9.66,10.42,14.56,16.87,13.60,13.40,11.28,13.01,12.28,13.03,14.48,14.00,18.07,19.25,18.25,18.95,17.57,18.51,18.68,21.80,14.79,13.20,12.69,14.32,16.31,18.63,18.59,14.56,13.02,13.70,14.44,14.69,14.22,13.18,Upgrade
PS Ratio,2.21,3.03,3.69,3.36,3.26,3.40,3.38,3.41,3.74,4.34,4.03,2.97,2.94,3.20,4.09,4.13,4.29,4.64,4.56,5.10,5.44,4.99,4.85,4.93,4.90,4.92,5.79,4.03,3.85,3.70,3.81,4.20,4.75,4.73,3.99,3.54,3.64,3.77,3.82,3.59,3.29,Upgrade
PB Ratio,0.53,0.73,0.90,0.83,0.77,0.83,0.82,0.82,0.86,0.87,0.73,0.53,0.53,0.62,0.80,0.97,1.01,1.07,1.01,1.08,1.38,1.33,1.28,1.30,1.26,1.23,1.41,0.94,1.02,0.99,1.03,1.09,1.20,1.15,1.29,1.14,1.17,1.22,1.26,1.18,1.06,Upgrade
Debt / Equity Ratio,0.68,0.68,0.46,0.19,0.22,0.22,0.17,0.19,0.23,0.27,0.36,0.50,0.67,0.82,0.73,0.78,0.76,0.75,0.78,0.84,1.10,1.10,0.93,0.96,0.98,0.90,0.99,0.93,1.07,1.07,1.10,0.97,0.88,0.60,0.52,0.44,0.44,0.29,0.40,0.39,0.51,Upgrade
Dividend Yield,6.37%,1.14%,0.95%,1.02%,1.07%,0.99%,0.94%,0.96%,0.92%,0.92%,1.07%,1.50%,1.58%,1.35%,0.91%,0.83%,0.81%,0.78%,0.79%,0.70%,0.64%,0.69%,0.64%,0.63%,0.66%,0.68%,0.56%,0.76%,0.77%,0.81%,0.77%,0.73%,0.68%,0.63%,0.63%,0.72%,0.71%,0.69%,0.63%,0.68%,0.72%,Upgrade
Payout Ratio,45.50%,52.20%,41.70%,40.00%,50.70%,50.00%,40.20%,51.60%,32.40%,31.40%,42.70%,52.50%,457.10%,91.40%,52.50%,45.60%,37.80%,41.90%,35.40%,44.60%,40.80%,38.20%,72.20%,43.30%,43.30%,44.10%,43.60%,54.50%,41.40%,40.00%,38.30%,39.70%,41.10%,57.50%,39.30%,35.50%,33.80%,39.30%,38.50%,37.70%,32.80%,Upgrade
Buyback Yield / Dilution,3.60%,3.60%,5.95%,8.25%,10.26%,8.55%,6.01%,3.28%,0.17%,0.34%,-10.61%,-22.86%,-22.74%,-23.55%,-10.90%,-8.56%,-17.35%,-23.86%,-24.13%,-14.39%,-5.85%,-0.34%,-0.41%,-10.93%,-14.71%,-14.63%,-13.91%,-3.08%,0.31%,-11.38%,-31.28%,-31.32%,-31.41%,-17.82%,0.03%,0.18%,-0.04%,0.02%,-6.49%,-10.27%,-9.98%,Upgrade
Total Shareholder Return,9.97%,4.74%,6.90%,9.27%,11.33%,9.55%,6.95%,4.24%,1.09%,1.26%,-9.55%,-21.36%,-21.16%,-22.19%,-9.99%,-7.73%,-16.55%,-23.08%,-23.33%,-13.69%,-5.21%,0.35%,0.23%,-10.29%,-14.05%,-13.95%,-13.35%,-2.32%,1.09%,-10.57%,-30.51%,-30.59%,-30.73%,-17.19%,0.67%,0.90%,0.67%,0.71%,-5.87%,-9.60%,-9.25%,Upgrade
