Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+67 Quarters
Market Capitalization,"1,222","1,144","1,225",958,"1,136","1,639","1,823","1,675","1,616","1,461","1,223",666,629,789,"1,372","1,235","1,107",776,764,"1,079",945,"1,057",896,733,832,827,945,517,433,387,378,290,298,255,217,218,245,274,246,227,144,Upgrade
Market Cap Growth,-,-30.25%,-32.76%,-42.84%,-29.75%,12.19%,49.04%,151.70%,157.05%,85.09%,-10.89%,-46.12%,-43.17%,1.76%,79.58%,14.44%,17.13%,-26.64%,-14.68%,47.25%,13.53%,27.85%,-5.28%,41.88%,92.02%,113.51%,150.43%,78.01%,45.44%,51.85%,73.96%,33.10%,21.54%,-6.87%,-11.62%,-3.83%,69.69%,88.18%,96.84%,143.07%,127.89%,Upgrade
Enterprise Value,867,788,891,606,995,"1,493",685,"1,454",990,"-2,168",-267,336,"-2,270","1,609","1,627","1,971","1,362",731,920,"1,494",986,"1,351",994,956,"1,136","1,347",346,930,955,834,156,826,834,520,277,686,600,463,481,403,213,Upgrade
PE Ratio,9.93,8.90,9.97,6.12,7.63,9.93,10.42,11.82,11.63,12.34,10.95,6.36,5.63,6.43,13.37,12.73,12.94,12.31,12.26,20.91,21.16,22.20,18.53,16.32,16.92,17.14,31.10,15.55,13.61,14.03,20.39,16.08,17.76,15.61,14.18,13.88,15.49,17.91,17.18,16.90,12.45,Upgrade
PS Ratio,2.09,1.96,2.21,1.67,2.03,2.94,3.30,3.35,3.33,3.27,2.78,1.53,1.45,1.76,3.11,2.87,2.75,2.17,2.39,3.78,3.48,3.92,3.31,2.88,3.48,3.66,5.31,2.98,2.62,2.53,3.06,2.50,2.72,2.44,2.19,2.25,2.59,2.93,2.63,2.48,1.61,Upgrade
PB Ratio,1.81,1.70,1.86,1.48,1.57,2.15,2.21,1.92,1.85,1.75,1.51,0.79,0.76,0.99,1.65,1.47,1.35,0.95,1.00,1.45,2.13,2.38,2.05,1.69,1.93,2.01,2.54,1.54,1.30,1.24,1.30,1.07,1.42,1.18,1.18,1.25,1.45,1.76,1.72,1.59,1.13,Upgrade
Debt / Equity Ratio,0.12,0.12,0.05,0.06,0.02,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.25,1.16,0.49,1.03,0.43,0.14,0.42,0.69,0.25,0.90,3.20,3.43,0.86,1.43,0.26,3.55,1.68,1.55,0.25,2.08,2.66,1.34,0.61,2.85,2.28,1.46,1.88,1.51,0.75,Upgrade
Dividend Yield,0.44%,0.12%,0.12%,0.15%,0.13%,0.09%,0.08%,0.10%,0.10%,0.11%,0.14%,0.26%,0.28%,0.23%,0.14%,0.15%,0.18%,0.25%,0.26%,0.18%,0.13%,0.12%,0.14%,0.16%,0.14%,0.15%,0.13%,0.21%,0.25%,0.28%,0.28%,0.31%,0.30%,0.32%,0.37%,0.37%,0.32%,0.29%,0.32%,0.34%,0.49%,Upgrade
Payout Ratio,4.40%,2.50%,5.10%,6.10%,6.60%,3.00%,2.50%,9.80%,4.10%,2.70%,6.00%,12.50%,9.40%,3.40%,8.90%,9.40%,6.70%,6.20%,12.80%,25.00%,18.70%,4.00%,26.90%,75.40%,12.30%,3.70%,91.50%,18.50%,12.40%,7.70%,26.40%,20.50%,19.30%,16.30%,22.30%,23.50%,18.70%,18.90%,19.50%,21.80%,19.30%,Upgrade
Buyback Yield / Dilution,7.67%,7.67%,6.81%,8.98%,8.02%,7.44%,8.66%,7.82%,7.75%,11.27%,11.01%,8.59%,12.27%,7.80%,4.62%,3.32%,-35.57%,-35.69%,-35.89%,-39.68%,-3.74%,-3.62%,-5.20%,-9.69%,-9.95%,-10.01%,-11.78%,-22.68%,-22.49%,-32.30%,-32.71%,-12.36%,-13.27%,-5.13%,-1.72%,-3.64%,-11.48%,-11.27%,-11.28%,-55.12%,-71.70%,Upgrade
Total Shareholder Return,8.11%,7.79%,6.93%,9.13%,8.15%,7.53%,8.75%,7.91%,7.85%,11.38%,11.15%,8.85%,12.55%,8.03%,4.76%,3.47%,-35.39%,-35.44%,-35.63%,-39.49%,-3.61%,-3.50%,-5.06%,-9.52%,-9.80%,-9.87%,-11.65%,-22.47%,-22.24%,-32.02%,-32.43%,-12.05%,-12.97%,-4.81%,-1.35%,-3.28%,-11.16%,-10.99%,-10.96%,-54.78%,-71.21%,Upgrade
