Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,87,112,131,110,125,149,116,123,115,123,108,82,93,102,171,156,140,122,113,133,145,136,123,118,105,91,100,78,62,68,73,51,54,57,53,49,54,47,48,51,47,Upgrade
Market Cap Growth,-,-24.64%,12.86%,-10.46%,8.27%,21.06%,6.99%,50.42%,23.75%,21.29%,-36.73%,-47.68%,-33.48%,-16.94%,51.81%,17.41%,-3.32%,-9.83%,-8.28%,13.15%,37.54%,49.28%,22.98%,51.62%,70.74%,32.72%,36.64%,51.32%,13.92%,20.11%,37.42%,3.84%,-0.81%,20.81%,11.79%,-3.13%,15.61%,-8.16%,7.17%,30.55%,76.81%,Upgrade
Enterprise Value,96,122,154,203,206,166,92,94,74,86,112,83,116,173,274,227,236,212,268,297,268,286,209,199,178,184,204,194,206,192,204,173,202,224,240,229,213,230,231,221,239,Upgrade
PE Ratio,3.62,4.74,5.22,4.30,5.40,6.77,5.86,7.33,6.63,7.95,7.83,6.72,7.94,8.66,13.04,12.38,12.82,10.82,10.57,18.95,23.88,26.50,30.33,18.73,16.60,16.53,19.02,6.41,5.33,6.35,7.11,14.87,19.02,20.53,17.77,20.27,17.24,11.45,10.14,7.67,6.10,Upgrade
PS Ratio,1.12,1.47,1.71,1.44,1.65,1.99,1.56,1.77,1.70,1.88,1.76,1.36,1.55,1.68,2.77,2.57,2.38,2.11,1.97,2.37,2.66,2.56,2.39,2.35,2.09,1.86,2.03,1.26,1.01,1.12,1.21,1.08,1.15,1.21,1.13,1.05,1.07,0.93,0.93,0.95,0.92,Upgrade
PB Ratio,0.56,0.74,0.86,0.83,0.94,1.09,0.82,0.92,0.88,0.95,0.83,0.63,0.75,0.86,1.36,1.21,1.11,1.00,0.96,1.15,1.28,1.22,1.14,0.97,0.89,0.79,0.88,0.68,0.54,0.62,0.61,0.45,0.48,0.51,0.49,0.44,0.49,0.44,0.47,0.51,0.48,Upgrade
Debt / Equity Ratio,1.08,1.08,0.64,0.93,0.78,0.67,0.64,0.79,1.17,1.20,1.17,1.20,1.13,1.21,1.21,1.20,1.07,1.18,1.53,1.62,1.32,1.54,1.57,1.38,1.23,1.36,1.48,1.59,1.48,1.59,1.52,1.62,1.82,1.89,2.04,2.05,1.97,2.10,2.22,2.43,2.39,Upgrade
Dividend Yield,5.29%,1.07%,0.76%,0.91%,0.80%,0.67%,0.86%,0.81%,0.86%,0.74%,0.84%,1.11%,0.98%,0.90%,0.54%,0.41%,0.46%,0.52%,0.57%,0.48%,0.44%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,17.60%,27.30%,14.30%,14.40%,18.30%,17.40%,13.20%,22.70%,22.70%,26.50%,19.70%,18.60%,35.10%,52.00%,31.70%,14.30%,24.30%,20.50%,26.50%,23.10%,20.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.92%,-0.92%,-0.47%,-0.68%,-0.70%,5.20%,5.22%,5.28%,5.41%,1.00%,1.62%,1.59%,1.51%,0.24%,-0.31%,-0.31%,-0.32%,-0.30%,-0.30%,-0.21%,-0.21%,-8.22%,-12.77%,-12.76%,-12.76%,-4.40%,-0.20%,-0.22%,-0.22%,-0.29%,-0.39%,-0.47%,-0.42%,-0.42%,-0.33%,-0.24%,-0.26%,-0.19%,-0.16%,-0.18%,-0.23%,Upgrade
Total Shareholder Return,4.37%,0.15%,0.30%,0.23%,0.11%,5.87%,6.08%,6.08%,6.27%,1.74%,2.46%,2.70%,2.49%,1.14%,0.23%,0.10%,0.13%,0.22%,0.27%,0.27%,0.23%,-8.22%,-12.77%,-12.76%,-12.76%,-4.40%,-0.20%,-0.22%,-0.22%,-0.29%,-0.39%,-0.47%,-0.42%,-0.42%,-0.33%,-0.24%,-0.26%,-0.19%,-0.16%,-0.18%,-0.23%,Upgrade
