Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,587","4,224","5,266","4,824","4,333","2,717","3,005","2,809","2,918","3,198","2,738","2,074","2,272","2,230","3,110","2,963","2,886","2,873","2,346","2,940","2,830","2,570","2,365","2,480","2,336","2,346","2,450","1,898","1,433","1,393","1,553","1,604","1,692","1,700","1,696","1,373","1,429","1,490","1,548","1,433","1,402",Upgrade
Market Cap Growth,-,55.49%,75.27%,71.72%,48.51%,-15.07%,9.74%,35.47%,28.42%,43.44%,-11.96%,-30.02%,-21.29%,-22.38%,32.55%,0.78%,1.98%,11.78%,-0.79%,18.57%,21.15%,9.56%,-3.47%,30.65%,63.05%,68.33%,57.76%,18.32%,-15.30%,-18.05%,-8.44%,16.85%,18.36%,14.12%,9.59%,-4.16%,1.95%,7.09%,28.58%,11.16%,23.29%,Upgrade
Enterprise Value,"9,419","10,056","10,336","8,495","8,134","5,322","4,834","4,625","5,067","5,400","4,911","4,557","4,695","5,228","5,678","5,482","5,422","5,303","4,523","5,230","5,087","4,663","4,653","4,639","4,333","4,195","4,347","3,660","3,100","2,880","3,253","3,025","3,095","2,817","2,926","2,508","2,562","2,192","2,360","2,238","2,600",Upgrade
PE Ratio,6.01,7.20,12.72,17.63,20.70,16.86,10.83,9.51,9.67,11.01,12.09,10.29,11.75,10.90,13.06,12.53,13.24,14.43,12.30,23.55,25.08,23.86,24.71,16.79,16.34,16.37,18.25,14.29,10.56,11.35,13.31,14.08,16.04,17.34,16.36,13.87,15.24,14.40,15.34,14.41,14.73,Upgrade
PS Ratio,1.96,2.31,3.33,3.88,4.30,3.41,3.58,3.28,3.41,3.85,3.46,2.69,2.96,2.82,3.89,3.68,3.73,3.84,3.23,4.28,4.25,4.02,3.83,3.94,3.72,3.51,3.74,3.03,2.28,2.39,2.62,2.73,2.96,3.09,3.21,2.68,2.86,2.96,3.07,2.78,2.79,Upgrade
PB Ratio,0.68,0.80,1.03,0.98,0.85,0.52,1.00,0.93,0.98,1.07,0.92,0.71,0.79,0.79,1.09,1.05,1.03,1.04,0.87,1.32,1.29,1.18,1.10,1.30,1.24,1.27,1.35,1.03,0.79,0.92,1.04,1.09,1.16,1.15,1.16,0.98,1.12,1.26,1.33,1.24,1.20,Upgrade
Debt / Equity Ratio,1.32,1.32,1.13,0.90,0.91,0.88,0.88,0.86,0.88,0.89,0.93,0.96,0.95,1.18,1.00,1.04,1.01,1.00,0.93,1.16,1.15,1.09,1.20,1.26,1.20,1.12,1.19,1.10,1.07,1.10,1.29,1.08,1.10,0.90,1.00,0.97,1.07,0.77,0.88,0.91,1.21,Upgrade
Dividend Yield,4.57%,0.97%,0.78%,0.85%,0.94%,1.17%,0.77%,0.83%,0.80%,0.73%,0.85%,1.12%,1.02%,1.06%,0.71%,0.75%,0.78%,0.79%,0.93%,0.68%,0.70%,0.77%,0.81%,0.71%,0.76%,0.75%,0.72%,0.92%,1.16%,1.07%,0.89%,0.86%,0.82%,0.84%,0.76%,0.90%,0.80%,0.74%,0.65%,0.71%,0.72%,Upgrade
Payout Ratio,27.50%,28.60%,20.00%,29.80%,36.80%,-107.70%,41.20%,32.60%,36.80%,26.40%,31.10%,29.80%,43.80%,107.70%,44.80%,31.70%,35.10%,40.60%,46.40%,38.20%,44.80%,40.60%,-81.20%,43.30%,46.40%,48.10%,52.00%,52.00%,41.90%,54.20%,42.90%,36.40%,54.50%,66.70%,44.00%,42.30%,61.10%,40.70%,41.70%,41.70%,35.70%,Upgrade
Buyback Yield / Dilution,-28.97%,-28.97%,-76.60%,-76.26%,-75.90%,-36.99%,-0.32%,-0.31%,-0.38%,1.60%,2.69%,3.57%,4.82%,3.97%,-1.10%,-12.28%,-13.83%,-15.09%,-14.52%,-12.51%,-12.43%,-12.51%,-8.32%,-0.58%,-6.04%,-18.22%,-18.38%,-17.24%,-10.11%,3.79%,1.85%,-2.86%,-11.37%,-18.69%,-15.93%,-10.70%,-2.97%,1.20%,0.76%,-5.21%,-6.83%,Upgrade
Total Shareholder Return,-24.40%,-28.00%,-75.82%,-75.41%,-74.96%,-35.82%,0.45%,0.51%,0.41%,2.33%,3.53%,4.69%,5.84%,5.03%,-0.39%,-11.53%,-13.05%,-14.30%,-13.58%,-11.83%,-11.73%,-11.74%,-7.51%,0.13%,-5.28%,-17.46%,-17.66%,-16.32%,-8.95%,4.86%,2.74%,-2.00%,-10.54%,-17.85%,-15.17%,-9.80%,-2.17%,1.94%,1.41%,-4.50%,-6.11%,Upgrade
