Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+2 Quarters
Market Capitalization,519,543,540,484,495,843,744,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Market Cap Growth,-,-35.58%,-27.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Enterprise Value,"1,444","1,449","1,409","1,391","1,393","1,693","1,563",795,795,715,700,715,738,799,830,827,872,869,875,877,882,692,649,603,555,426,204,192,-10,-21,-42,-15,8,-4,-9,-15,-2,-1,-0,-0,-0,Upgrade
PE Ratio,47.25,48.45,10.78,8.56,10.39,10.96,6.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
PS Ratio,2.46,2.49,2.77,2.69,2.95,5.18,4.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
PB Ratio,0.65,0.65,0.61,0.53,0.55,0.91,0.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Debt / Equity Ratio,1.21,1.21,1.08,1.04,1.04,0.94,0.88,0.85,0.86,0.78,0.82,0.83,0.88,0.97,0.88,0.89,0.91,0.89,0.91,0.88,0.85,0.67,0.67,0.60,0.56,0.45,0.22,0.23,-,-,-,-,0.03,-,-,-,-,-,-,-,-,Upgrade
Dividend Yield,16.00%,-,3.18%,3.64%,3.22%,1.89%,3.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,450.00%,0.00%,172.20%,51.70%,-1400.00%,200.00%,164.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,3.25%,3.25%,2.57%,-0.08%,-0.37%,-0.36%,0.17%,-0.12%,-0.16%,0.17%,-0.32%,0.28%,0.38%,-0.07%,-0.30%,-0.21%,0.94%,1.07%,0.97%,-0.47%,-3.04%,-4.33%,-5.62%,-5.98%,-6.31%,-5.89%,-38.10%,-25.50%,-44.95%,-76.38%,-133.42%,-124.37%,-154.72%,-194.76%,-508.94%,-528.79%,-886.49%,-1617.21%,-1003.81%,-5374471.43%,-,Upgrade
Total Shareholder Return,19.23%,3.25%,5.76%,3.56%,2.85%,1.53%,3.69%,-0.12%,-0.16%,0.17%,-0.32%,0.28%,0.38%,-0.07%,-0.30%,-0.21%,0.94%,1.07%,0.97%,-0.47%,-3.04%,-4.33%,-5.62%,-5.98%,-6.31%,-5.89%,-38.10%,-25.50%,-44.95%,-76.38%,-133.42%,-124.37%,-154.72%,-194.76%,-508.94%,-528.79%,-886.49%,-1617.21%,-1003.81%,-5374471.43%,-,Upgrade
