Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"79,499","83,739","75,889","67,973","68,004","66,667","60,057","52,893","57,468","56,003","57,904","55,420","46,888","43,215","42,321","45,164","46,678","42,093","35,181","41,382","34,448","35,478","32,758","28,134","25,612","22,756","20,618","18,330","19,530","20,533","18,589","17,953","16,328","16,019","15,903","14,952","15,013","14,418","16,362","16,348","15,333",Upgrade
Market Cap Growth,-,25.61%,26.36%,28.51%,18.33%,19.04%,3.72%,-4.56%,22.56%,29.59%,36.82%,22.71%,0.45%,2.67%,20.30%,9.14%,35.50%,18.65%,7.40%,47.09%,34.50%,55.91%,58.88%,53.49%,31.14%,10.82%,10.92%,2.10%,19.61%,28.18%,16.89%,20.07%,8.76%,11.11%,-2.81%,-8.54%,-2.08%,-5.53%,28.23%,29.40%,20.44%,Upgrade
Enterprise Value,"85,301","89,839","82,057","73,995","74,150","72,765","64,753","57,506","62,751","61,277","63,224","60,724","52,174","48,239","46,501","49,524","50,991","46,340","39,511","45,119","38,149","39,141","35,789","31,190","28,834","25,653","23,540","21,319","22,060","23,025","21,072","20,473","18,804","18,478","17,959","17,026","17,095","16,182","18,148","18,258","17,300",Upgrade
PE Ratio,96.68,101.13,109.26,81.85,82.44,30.89,18.07,13.07,10.53,8.67,10.20,10.96,10.73,12.15,10.73,14.40,14.48,14.28,13.56,14.21,15.56,18.82,20.57,20.11,18.64,19.01,20.00,18.74,18.46,16.69,14.66,13.73,12.32,12.76,12.41,12.35,13.09,12.24,14.04,14.67,13.23,Upgrade
PS Ratio,1.52,1.61,1.53,1.40,1.43,1.39,1.26,1.13,1.26,1.25,1.36,1.32,1.16,1.11,1.09,1.24,1.32,1.24,1.10,1.33,1.17,1.27,1.22,1.09,1.02,0.94,0.88,0.81,0.89,0.95,0.89,0.87,0.81,0.82,0.82,0.79,0.81,0.78,0.90,0.91,0.86,Upgrade
PB Ratio,4.70,4.96,4.78,4.60,4.35,3.91,3.29,2.85,3.08,3.14,3.40,3.06,2.81,3.01,3.10,3.20,3.50,3.48,3.25,3.49,3.13,3.44,3.53,3.03,2.85,2.67,2.59,2.26,2.49,2.72,2.55,2.41,2.22,2.22,2.30,2.16,2.21,2.24,2.64,2.41,2.35,Upgrade
Debt / Equity Ratio,0.38,0.38,0.40,0.43,0.41,0.37,0.27,0.26,0.29,0.30,0.32,0.30,0.32,0.38,0.32,0.31,0.33,0.36,0.41,0.33,0.35,0.37,0.36,0.36,0.38,0.37,0.40,0.39,0.34,0.36,0.37,0.36,0.37,0.36,0.31,0.31,0.33,0.29,0.30,0.30,0.32,Upgrade
Dividend Yield,0.29%,0.07%,0.08%,0.09%,0.09%,0.09%,1.56%,0.11%,0.10%,4.82%,0.10%,0.11%,0.13%,3.19%,0.14%,0.13%,0.13%,3.50%,-,-,-,1.86%,-,-,-,1.75%,-,-,-,2.53%,-,-,-,2.53%,-,-,-,6.19%,-,-,-,Upgrade
Payout Ratio,28.40%,13.30%,7.10%,50.00%,-10.60%,18.90%,97.60%,52.60%,7.50%,182.50%,3.50%,3.80%,3.30%,200.90%,5.50%,7.00%,6.00%,136.60%,0.00%,0.00%,0.00%,91.50%,0.00%,0.00%,0.00%,93.30%,0.00%,0.00%,0.00%,201.80%,0.00%,0.00%,0.00%,137.20%,0.00%,0.00%,0.00%,276.50%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.12%,-0.12%,-0.10%,0.03%,0.05%,0.10%,0.14%,0.12%,0.07%,-0.03%,-0.07%,-0.12%,-0.05%,-0.05%,-0.03%,-0.09%,-0.19%,-0.17%,-0.17%,-0.17%,-0.34%,-0.39%,-0.43%,-0.17%,0.22%,0.38%,0.72%,0.76%,0.75%,0.93%,0.79%,0.77%,1.01%,1.12%,1.76%,1.62%,1.34%,1.11%,0.50%,0.49%,0.87%,Upgrade
Total Shareholder Return,0.18%,-0.05%,-0.02%,0.12%,0.14%,0.19%,1.70%,0.23%,0.17%,4.79%,0.03%,-0.01%,0.07%,3.14%,0.10%,0.04%,-0.06%,3.33%,-0.17%,-0.17%,-0.34%,1.46%,-0.43%,-0.17%,0.22%,2.12%,0.72%,0.76%,0.75%,3.46%,0.79%,0.77%,1.01%,3.65%,1.76%,1.62%,1.34%,7.30%,0.50%,0.49%,0.87%,Upgrade
