Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Market Capitalization,"5,878","6,859","8,238","7,948","7,507","10,079","5,058","4,934","4,823","4,976","3,802","2,382","2,580","2,098","4,911","4,320","4,402","4,676","4,546","5,438","5,867","5,103","5,171","4,839","4,815","4,604","4,979","3,485","3,112","3,282","3,410","3,275","3,590","3,354","2,936","2,630","2,849","2,807","2,817","2,305","2,318",Upgrade
Market Cap Growth,-,-31.94%,62.85%,61.09%,55.65%,102.55%,33.05%,107.12%,86.96%,137.14%,-22.58%,-44.86%,-41.39%,-55.13%,8.02%,-20.56%,-24.97%,-8.36%,-12.08%,12.38%,21.84%,10.83%,3.86%,38.86%,54.73%,40.29%,46.03%,6.39%,-13.33%,-2.14%,16.14%,24.52%,26.04%,19.49%,4.22%,14.13%,22.90%,35.57%,55.91%,10.65%,21.78%,Upgrade
Enterprise Value,"13,382","14,363","15,083","13,186","11,936","10,893","5,846","3,814","4,608","4,965","5,393","4,609","5,230","5,615","8,357","7,397","7,297","6,787","6,852","7,348","8,233","7,251","7,460","7,233","7,416","7,338","8,777","6,877","6,437","6,555","7,095","6,842","6,993","5,895","6,878","6,071","6,387","6,253","6,182","5,224","5,177",Upgrade
PE Ratio,6.80,7.93,13.11,16.00,20.81,36.69,12.62,14.06,14.88,17.60,17.87,9.78,9.62,6.69,13.10,11.31,11.35,12.60,12.93,16.86,20.40,19.07,20.95,20.61,21.69,21.84,25.09,18.09,16.20,16.96,17.45,16.92,18.67,17.87,15.57,14.52,16.00,15.89,16.76,13.13,13.23,Upgrade
PS Ratio,2.35,2.74,3.75,4.26,4.87,7.99,3.96,3.97,3.99,4.38,3.66,2.29,2.42,1.86,4.08,3.58,3.67,3.97,3.96,4.92,5.49,4.90,5.10,4.84,4.93,4.85,5.37,3.86,3.51,3.78,4.00,3.90,4.37,4.17,3.70,3.38,3.72,3.68,3.74,3.05,3.06,Upgrade
PB Ratio,0.71,0.83,1.02,1.01,0.94,1.23,1.47,1.46,1.45,1.52,1.18,0.74,0.81,0.68,1.53,1.37,1.44,1.58,1.58,1.93,2.12,1.88,1.91,1.83,1.85,1.80,1.97,1.39,1.26,1.35,1.41,1.36,1.51,1.42,1.26,1.14,1.25,1.25,1.27,1.06,1.09,Upgrade
Debt / Equity Ratio,1.20,1.20,0.95,0.75,0.67,0.20,0.36,0.44,0.41,0.42,0.57,0.77,0.93,1.22,1.15,1.00,0.95,0.73,0.91,0.79,0.97,0.87,0.94,1.00,1.10,1.15,1.59,1.44,1.45,1.44,1.67,1.60,1.58,1.23,1.87,1.62,1.68,1.66,1.64,1.48,1.44,Upgrade
Dividend Yield,4.76%,1.01%,0.84%,0.88%,0.95%,0.71%,0.72%,0.73%,0.75%,0.73%,0.95%,1.51%,1.40%,1.75%,0.75%,0.85%,0.84%,0.65%,0.67%,0.56%,0.52%,0.47%,0.46%,0.49%,0.50%,0.50%,0.46%,0.66%,0.74%,0.64%,0.62%,0.65%,0.58%,0.54%,0.61%,0.69%,0.63%,0.48%,0.48%,0.59%,0.58%,Upgrade
Payout Ratio,32.30%,32.30%,28.60%,30.50%,40.00%,-285.70%,33.30%,38.80%,39.20%,33.90%,62.50%,53.30%,70.20%,100.00%,41.70%,40.00%,38.10%,31.10%,31.10%,31.10%,37.90%,30.60%,35.60%,38.20%,40.00%,40.30%,41.70%,46.30%,47.20%,46.90%,42.60%,42.60%,41.80%,38.50%,37.00%,37.70%,40.00%,28.30%,32.60%,30.00%,30.60%,Upgrade
Buyback Yield / Dilution,3.11%,3.11%,-92.09%,-94.09%,-96.97%,-98.90%,-0.43%,-0.44%,-0.28%,1.46%,1.99%,2.14%,2.14%,0.71%,0.22%,0.07%,-0.05%,-0.19%,-0.18%,-0.17%,0.12%,-0.10%,-0.38%,-0.44%,-0.59%,-0.65%,-0.05%,0.27%,-0.97%,-1.00%,-1.59%,-1.84%,-0.51%,-0.17%,0.11%,0.01%,-0.07%,-5.89%,-2.75%,-2.72%,-2.72%,Upgrade
Total Shareholder Return,7.86%,4.12%,-91.24%,-93.21%,-96.02%,-98.19%,0.29%,0.29%,0.47%,2.19%,2.94%,3.65%,3.54%,2.46%,0.97%,0.93%,0.79%,0.46%,0.49%,0.39%,0.63%,0.37%,0.08%,0.06%,-0.10%,-0.15%,0.41%,0.93%,-0.23%,-0.35%,-0.97%,-1.19%,0.07%,0.37%,0.72%,0.70%,0.57%,-5.41%,-2.27%,-2.13%,-2.13%,Upgrade
