Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Market Capitalization,"4,581","5,405","5,780","5,987","5,823","5,617","5,593","5,230","5,811","5,577","5,130","3,415","1,595","1,973","2,927","2,571","2,606","2,417","2,190","3,020","3,173","3,138","2,553","2,635","2,506","2,612","2,117","1,817","1,646","1,553","1,742","1,860","1,838","1,652","1,619","1,350","1,471","1,509","1,601","1,327",858,Upgrade
Market Cap Growth,-,-3.78%,3.34%,14.46%,0.20%,0.72%,9.04%,53.17%,264.24%,182.59%,75.25%,32.81%,-38.77%,-18.36%,33.67%,-14.86%,-17.88%,-22.96%,-14.23%,14.61%,26.60%,20.14%,20.61%,45.05%,52.29%,68.16%,21.48%,-2.35%,-10.45%,-5.99%,7.61%,37.85%,24.89%,9.45%,1.12%,1.70%,71.53%,76.08%,163.52%,118.27%,61.47%,Upgrade
Enterprise Value,"4,421","5,244","5,416","4,127","2,163",761,-20,119,621,872,"1,690",740,-959,"2,352","3,353","2,937","2,868","2,361","2,318","3,108","3,224","3,066","2,679","2,606","2,506","2,409","2,111","1,670","1,560","1,223","1,390","1,287","1,587","1,353","1,524","1,179","1,264","1,253","1,435","1,017",738,Upgrade
PE Ratio,8.57,10.09,11.65,13.03,12.97,13.10,11.76,11.50,13.60,22.91,42.52,40.90,40.05,11.87,15.70,13.80,14.32,13.36,12.24,22.83,26.39,28.11,29.16,24.11,24.49,27.48,20.90,17.70,16.51,15.53,17.52,19.55,20.56,20.04,21.78,20.36,25.17,28.45,33.46,32.68,22.48,Upgrade
PS Ratio,2.82,3.32,3.70,3.97,3.92,3.77,3.60,3.40,3.85,4.72,5.69,4.77,3.06,3.20,4.61,4.06,4.13,3.83,3.39,4.78,5.23,5.44,4.75,5.29,5.21,5.68,4.82,4.08,3.73,3.53,3.98,4.30,4.33,3.95,3.91,3.26,3.63,4.12,4.92,4.80,3.66,Upgrade
PB Ratio,0.87,1.03,1.14,1.22,1.16,1.09,1.17,1.09,1.22,1.18,1.10,0.75,0.36,0.85,1.23,1.09,1.10,1.02,0.93,1.27,1.35,1.35,1.11,1.61,1.56,1.65,1.87,1.62,1.49,1.44,1.65,1.78,1.80,1.64,1.64,1.40,1.54,1.62,1.63,1.37,1.66,Upgrade
Debt / Equity Ratio,0.35,0.35,0.19,0.19,0.21,0.23,0.23,0.25,0.26,0.27,0.25,0.39,0.40,0.71,0.47,0.46,0.47,0.38,0.23,0.17,0.19,0.25,0.22,0.23,0.27,0.29,0.33,0.32,0.36,0.34,0.32,0.30,0.33,0.33,0.33,0.34,0.40,0.38,0.32,0.35,0.61,Upgrade
Dividend Yield,3.31%,0.71%,1.32%,0.64%,0.64%,0.63%,0.62%,0.66%,0.58%,0.60%,0.50%,0.98%,1.28%,0.81%,0.53%,0.57%,0.54%,0.56%,0.60%,0.43%,0.40%,0.39%,0.41%,0.37%,0.39%,0.37%,0.37%,0.41%,0.44%,0.44%,0.36%,0.33%,0.32%,0.34%,0.33%,0.38%,0.33%,0.30%,0.24%,0.32%,0.36%,Upgrade
Payout Ratio,35.20%,27.20%,52.60%,28.40%,31.00%,35.00%,31.80%,28.00%,33.60%,22.70%,31.30%,35.10%,-24.00%,65.30%,31.50%,28.50%,33.90%,30.40%,26.30%,27.30%,30.90%,28.70%,1100.00%,27.50%,30.30%,52.40%,31.70%,26.50%,29.40%,27.50%,24.50%,23.80%,23.10%,23.00%,24.70%,25.90%,26.70%,28.80%,35.20%,35.80%,24.00%,Upgrade
Buyback Yield / Dilution,-5.93%,-5.93%,-8.71%,-7.94%,-6.56%,-0.88%,-27.55%,0.70%,-64.85%,-111.46%,-62.04%,-107.22%,-22.71%,5.09%,6.59%,7.03%,4.41%,3.47%,-14.34%,-25.55%,-25.76%,-26.54%,-31.53%,-21.04%,-21.16%,-20.54%,0.01%,0.03%,0.09%,0.04%,0.03%,-0.52%,-0.48%,-0.35%,-20.53%,-9.18%,-42.09%,-42.24%,-29.82%,-47.10%,-15.32%,Upgrade
Total Shareholder Return,-2.62%,-5.23%,-7.39%,-7.31%,-5.92%,-0.25%,-26.93%,1.36%,-64.27%,-110.86%,-61.54%,-106.24%,-21.44%,5.90%,7.12%,7.60%,4.95%,4.03%,-13.74%,-25.12%,-25.36%,-26.16%,-31.12%,-20.67%,-20.77%,-20.17%,0.37%,0.44%,0.53%,0.48%,0.39%,-0.19%,-0.17%,-0.02%,-20.20%,-8.81%,-41.76%,-41.94%,-29.58%,-46.78%,-14.96%,Upgrade
