Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+2 Quarters
Market Capitalization,169,166,185,157,196,234,242,224,229,214,171,146,142,145,222,216,236,248,196,277,273,249,278,290,255,261,255,261,193,180,168,173,180,142,138,128,127,131,122,127,86,Upgrade
Market Cap Growth,-,-29.10%,-23.45%,-29.92%,-14.41%,9.30%,41.30%,53.61%,60.88%,47.35%,-22.95%,-32.44%,-39.77%,-41.52%,13.13%,-22.25%,-13.53%,-0.30%,-29.48%,-4.21%,7.13%,-4.56%,9.15%,11.10%,32.02%,44.78%,51.42%,50.64%,7.16%,26.98%,22.35%,34.68%,41.80%,8.10%,12.78%,1.16%,47.02%,51.77%,43.11%,-,-,Upgrade
Enterprise Value,486,487,510,448,506,541,556,534,514,500,482,438,483,534,589,624,613,587,492,496,502,473,493,428,414,438,424,395,345,333,317,323,268,260,238,224,232,223,191,157,145,Upgrade
PE Ratio,-604.92,-604.92,-66.41,-363.95,25.89,8.91,7.45,6.45,5.36,4.70,103.93,-44.12,-9.58,-5.79,11.56,13.27,20.32,20.86,33.56,40.10,19.18,22.69,22.90,16.61,17.28,13.74,10.46,12.39,8.70,8.20,9.41,9.68,10.90,10.05,9.90,10.52,11.74,12.95,12.50,-,-,Upgrade
PS Ratio,2.70,2.72,3.27,2.88,3.64,4.40,4.49,4.20,4.44,3.58,2.78,2.17,2.00,2.17,3.26,3.32,3.84,4.17,3.36,4.88,4.82,4.61,5.45,5.91,5.46,5.73,5.66,5.94,4.60,4.46,4.56,4.88,5.30,4.51,4.60,4.65,5.22,6.25,6.70,-,-,Upgrade
PB Ratio,0.74,0.74,0.82,0.69,0.84,0.96,0.97,0.91,0.93,0.91,0.73,0.63,0.64,0.71,0.89,0.86,0.92,0.96,0.76,1.05,1.01,0.91,1.00,1.02,0.90,1.09,1.06,1.09,1.02,0.96,0.91,0.96,1.02,1.04,1.03,0.97,0.95,0.97,0.88,0.91,1.01,Upgrade
Debt / Equity Ratio,1.47,1.47,1.47,1.32,1.36,1.28,1.33,1.32,1.37,1.28,1.47,1.37,1.64,1.99,1.59,1.71,1.58,1.39,1.21,0.86,0.87,0.86,0.80,0.52,0.61,0.81,0.74,0.59,0.88,0.92,0.88,0.88,0.53,0.93,0.79,0.83,0.83,0.75,0.61,0.44,0.72,Upgrade
Dividend Yield,13.02%,3.27%,2.93%,3.45%,2.77%,2.32%,2.23%,2.41%,2.34%,2.49%,3.11%,3.65%,3.63%,4.93%,3.22%,3.32%,3.03%,2.88%,3.65%,2.58%,2.60%,2.85%,2.55%,2.45%,2.39%,2.23%,2.28%,2.09%,2.36%,2.53%,2.68%,2.54%,2.28%,2.36%,2.35%,2.52%,2.57%,2.53%,2.12%,2.39%,2.27%,Upgrade
Payout Ratio,-10000.00%,156.20%,125.00%,-833.30%,-73.50%,625.00%,80.60%,73.50%,47.20%,75.80%,56.80%,35.20%,36.20%,-19.30%,166.70%,205.90%,175.00%,97.20%,583.30%,-700.00%,166.70%,500.00%,350.00%,112.90%,583.30%,233.30%,74.50%,152.20%,85.40%,57.40%,109.40%,92.10%,81.40%,85.40%,77.30%,97.10%,121.40%,89.50%,154.50%,154.50%,100.00%,Upgrade
Buyback Yield / Dilution,-,-0.31%,-0.57%,-1.43%,-1.70%,-1.38%,-1.13%,-3.51%,-4.20%,-4.21%,-4.20%,-0.94%,-,-,-0.14%,-0.99%,-1.01%,-0.93%,-0.87%,-16.55%,-21.97%,-22.09%,-30.09%,-33.53%,-27.57%,-28.88%,-24.03%,-11.01%,-36.04%,-35.30%,-31.68%,-22.29%,2.04%,-24.80%,-6.78%,-66.21%,-69.73%,-41.55%,-,-,Upgrade,
Total Shareholder Return,13.16%,3.27%,2.62%,2.89%,1.34%,0.62%,0.85%,1.27%,-1.17%,-1.71%,-1.09%,-0.54%,2.69%,4.93%,3.22%,3.18%,2.04%,1.87%,2.72%,1.70%,-13.96%,-19.13%,-19.54%,-27.64%,-31.14%,-25.34%,-26.60%,-21.94%,-8.65%,-33.51%,-32.63%,-29.14%,-20.01%,4.40%,-22.45%,-4.26%,-63.64%,-67.20%,-39.43%,2.39%,2.27%,Upgrade
