Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"10,291","10,617","11,726","9,715","9,611","9,993","9,464","9,056","9,816","9,980","9,939","8,510","7,901","7,739","11,397","10,448","9,835","9,034","8,313","9,769","9,245","9,602","10,472","9,316","8,949","9,072","8,752","7,652","7,459","6,568","7,050","7,057","7,342","6,981","6,969","6,839","7,193","6,969","7,066","6,626","6,025",Upgrade
Market Cap Growth,-,6.24%,23.90%,7.27%,-2.09%,0.13%,-4.78%,6.41%,24.24%,28.96%,-12.80%,-18.54%,-19.67%,-14.33%,37.10%,6.94%,6.39%,-5.92%,-20.62%,4.87%,3.30%,5.84%,19.65%,21.75%,19.98%,38.14%,24.15%,8.44%,1.59%,-5.92%,1.16%,3.18%,2.06%,0.16%,-1.38%,3.21%,19.40%,24.44%,44.06%,35.26%,21.05%,Upgrade
Enterprise Value,"12,230","12,587","13,710","11,691","11,561","11,935","11,398","10,900","11,924","11,842","11,767","10,378","9,890","9,454","12,969","11,965","11,357","10,617","9,857","11,666","10,652","11,010","11,814","10,667","10,290","10,470","10,074","8,948","8,829","7,856","8,222","8,359","8,659","8,229","8,133","8,054","8,414","8,185","8,249","7,806","7,319",Upgrade
PE Ratio,13.11,13.29,15.85,12.47,12.30,12.43,12.70,11.74,12.73,13.40,13.58,11.91,10.86,10.44,14.98,14.15,13.75,12.67,11.85,6.25,6.01,6.43,7.20,16.56,15.95,16.22,15.92,13.98,13.79,12.40,13.37,13.05,13.91,13.13,12.84,12.69,13.35,12.87,13.37,12.35,11.26,Upgrade
PS Ratio,1.96,2.03,2.25,1.87,1.86,1.94,1.85,1.80,1.98,2.05,2.10,1.83,1.72,1.70,2.52,2.35,2.24,2.08,1.93,2.27,2.17,2.29,2.52,2.29,2.23,2.28,2.22,1.97,1.94,1.72,1.87,2.04,2.10,1.98,1.93,1.88,2.00,1.96,2.02,1.76,1.62,Upgrade
PB Ratio,2.67,2.76,2.97,2.23,1.81,1.45,1.10,1.05,1.14,1.27,1.13,1.03,1.01,1.19,1.56,1.43,1.47,1.50,1.54,1.76,1.66,1.65,1.68,1.80,1.77,1.91,1.92,1.50,1.53,1.50,1.74,1.65,1.71,1.43,1.48,1.51,1.60,1.66,1.87,1.75,1.58,Upgrade
Debt / Equity Ratio,0.56,0.56,0.53,0.47,0.40,0.30,0.23,0.23,0.26,0.25,0.22,0.24,0.27,0.28,0.23,0.22,0.24,0.27,0.31,0.36,0.27,0.26,0.23,0.28,0.28,0.31,0.31,0.28,0.29,0.30,0.30,0.32,0.32,0.26,0.26,0.28,0.28,0.30,0.32,0.32,0.35,Upgrade
Dividend Yield,0.79%,0.39%,0.17%,0.21%,0.21%,0.20%,0.21%,0.22%,0.21%,0.19%,0.20%,0.24%,0.25%,0.24%,0.16%,0.18%,0.19%,0.20%,0.21%,0.18%,0.20%,0.18%,0.17%,-,0.20%,0.38%,0.19%,-,0.23%,0.51%,-,0.24%,0.23%,0.25%,0.47%,-,0.46%,-,0.44%,0.23%,0.26%,Upgrade
Payout Ratio,12.90%,18.60%,9.50%,10.80%,11.50%,8.30%,11.20%,10.60%,10.20%,10.90%,9.60%,10.60%,11.50%,11.20%,10.20%,9.50%,10.30%,9.70%,11.00%,10.30%,10.10%,9.90%,1.70%,0.00%,12.70%,26.10%,12.60%,0.00%,12.40%,27.20%,0.00%,11.70%,13.50%,14.20%,23.50%,0.00%,25.30%,0.00%,22.50%,11.60%,11.60%,Upgrade
Buyback Yield / Dilution,2.86%,2.86%,3.67%,4.21%,4.32%,3.82%,3.52%,4.50%,3.18%,3.95%,3.35%,2.37%,3.19%,2.45%,2.92%,3.19%,3.18%,3.37%,3.38%,3.12%,2.93%,3.12%,2.70%,2.88%,3.04%,2.89%,3.79%,4.27%,4.33%,4.60%,4.13%,4.19%,4.26%,4.31%,5.15%,4.94%,5.06%,5.45%,4.75%,4.00%,6.06%,Upgrade
Total Shareholder Return,3.66%,3.25%,3.84%,4.42%,4.53%,4.02%,3.73%,4.72%,3.39%,4.15%,3.55%,2.61%,3.44%,2.69%,3.08%,3.37%,3.38%,3.57%,3.60%,3.30%,3.12%,3.30%,2.87%,2.88%,3.24%,3.27%,3.98%,4.27%,4.55%,5.10%,4.13%,4.43%,4.49%,4.56%,5.62%,4.94%,5.52%,5.45%,5.19%,4.23%,6.32%,Upgrade
