Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+19 Quarters
Market Capitalization,497,461,347,355,686,704,856,936,844,662,417,394,364,320,366,344,344,367,466,406,388,361,292,382,463,469,402,315,286,359,380,422,476,494,475,403,460,406,615,467,335,Upgrade
Market Cap Growth,-,-34.54%,-59.52%,-62.14%,-18.71%,6.25%,105.13%,137.94%,131.54%,106.71%,14.05%,14.44%,5.87%,-12.64%,-21.49%,-15.34%,-11.36%,1.64%,59.40%,6.34%,-16.23%,-22.99%,-27.27%,21.11%,61.82%,30.51%,5.96%,-25.25%,-39.78%,-27.25%,-20.12%,4.66%,3.38%,21.66%,-22.73%,-13.63%,37.31%,36.51%,190.36%,110.75%,115.85%,Upgrade
Enterprise Value,389,353,321,209,536,195,288,446,378,271,168,145,127,192,310,301,298,358,476,405,412,373,274,326,402,334,260,162,105,209,241,222,332,352,287,228,286,237,449,233,78,Upgrade
PE Ratio,-10.45,-10.45,-5.92,-5.91,-44.86,-207.71,461.39,206.49,32.24,19.97,15.14,12.57,16.74,15.72,13.77,29.45,23.22,26.83,26.30,10.61,-34.47,-44.44,-42.43,-26.57,12.36,13.40,13.86,8.88,9.08,7.72,5.76,6.09,6.26,7.01,7.58,6.33,7.31,6.47,9.40,7.41,6.39,Upgrade
PS Ratio,0.99,0.92,0.69,0.72,1.48,1.60,2.10,2.56,2.28,1.89,1.35,1.30,1.41,1.35,1.51,1.48,1.47,1.57,2.02,1.69,1.72,1.54,1.20,1.50,1.67,1.73,1.52,1.23,1.16,1.36,1.33,1.47,1.62,1.76,1.79,1.51,1.81,1.64,2.55,2.06,1.65,Upgrade
PB Ratio,2.76,2.56,2.13,2.04,2.87,2.20,2.65,3.21,3.89,3.05,2.08,1.97,1.97,1.79,1.97,1.87,1.85,1.96,2.57,2.11,2.03,1.87,1.51,1.98,1.94,2.02,1.65,1.29,1.20,1.51,1.60,1.84,2.11,2.40,2.60,2.25,2.61,2.40,3.83,2.80,2.18,Upgrade
Debt / Equity Ratio,1.10,1.10,1.31,1.22,0.89,0.20,0.19,0.28,0.75,0.75,0.92,0.82,1.00,1.06,0.94,0.94,0.92,0.91,1.38,1.29,1.26,1.24,1.23,1.22,0.98,1.18,0.57,0.57,0.53,0.54,0.54,0.57,0.58,0.63,0.69,0.72,0.73,0.76,0.79,0.24,0.26,Upgrade
Dividend Yield,2.77%,0.75%,1.01%,1.02%,0.59%,0.59%,0.48%,0.36%,0.40%,0.52%,0.76%,0.81%,0.87%,0.99%,0.88%,0.95%,0.99%,0.94%,0.74%,0.86%,0.90%,0.92%,1.17%,0.92%,0.74%,0.77%,0.76%,0.99%,1.10%,0.90%,0.86%,0.77%,0.68%,0.65%,0.64%,0.76%,0.68%,0.76%,0.51%,0.55%,0.73%,Upgrade
Payout Ratio,-32.70%,22.50%,2000.00%,-7.10%,-38.50%,444.40%,-,-55.60%,160.00%,48.80%,117.60%,20.30%,34.50%,571.40%,48.20%,54.80%,43.00%,48.80%,-39.50%,34.70%,39.10%,28.00%,26.90%,-7.90%,33.30%,27.60%,63.80%,25.60%,42.30%,50.00%,26.50%,41.70%,13.80%,12.00%,19.40%,20.50%,18.00%,17.20%,20.20%,19.20%,15.60%,Upgrade
Buyback Yield / Dilution,16.73%,16.73%,14.57%,-6.99%,-19.29%,-19.72%,-28.42%,-5.88%,-7.54%,-8.31%,0.45%,2.39%,7.22%,7.26%,12.61%,11.89%,8.95%,9.23%,6.20%,7.03%,5.33%,8.01%,3.97%,3.87%,6.03%,4.65%,6.47%,4.55%,2.40%,-0.21%,0.89%,2.85%,5.06%,3.46%,4.40%,1.99%,-3.90%,-2.19%,-12.83%,-21.27%,-23.66%,Upgrade
Total Shareholder Return,19.50%,17.48%,15.58%,-5.97%,-18.70%,-19.13%,-27.94%,-5.52%,-7.13%,-7.79%,1.22%,3.20%,8.09%,8.25%,13.49%,12.85%,9.94%,10.16%,6.94%,7.89%,6.24%,8.93%,5.14%,4.79%,6.78%,5.42%,7.23%,5.54%,3.50%,0.69%,1.75%,3.62%,5.74%,4.11%,5.04%,2.76%,-3.22%,-1.44%,-12.32%,-20.72%,-22.93%,Upgrade
