Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+25 Quarters
Market Capitalization,359,344,375,357,409,522,465,435,448,379,309,214,235,174,438,420,424,470,440,522,498,475,491,534,525,578,544,534,485,435,451,480,659,680,716,727,763,736,772,750,734,Upgrade
Market Cap Growth,-,-33.98%,-19.28%,-17.92%,-8.75%,37.70%,50.33%,103.45%,90.31%,118.15%,-29.40%,-49.12%,-44.46%,-63.06%,-0.47%,-19.49%,-14.88%,-0.97%,-10.42%,-2.17%,-5.21%,-17.94%,-9.79%,-0.13%,8.20%,33.04%,20.71%,11.22%,-26.39%,-36.02%,-36.99%,-33.87%,-13.58%,-7.61%,-7.29%,-3.14%,3.90%,-1.92%,5.80%,25.10%,25.86%,Upgrade
Enterprise Value,962,953,"1,042","1,009","1,126","1,046","1,239","1,022",939,908,838,756,"1,032",995,"1,149","1,045","1,097","1,106",978,"1,007",857,792,929,"1,022",972,"1,121","1,151","1,018","1,062","1,013","1,026","1,034","1,147","1,186","1,258","1,202","1,199","1,236","1,228","1,063","1,077",Upgrade
PE Ratio,-2.86,-2.86,-3.07,-14.44,11.58,6.09,3.84,2.61,2.97,2.81,8.60,-13.39,-13.67,-6.38,15.44,26.40,21.05,14.96,10.42,10.94,11.67,10.66,9.83,8.65,6.40,6.35,6.52,28.52,-63.97,-14.26,-16.67,-46.89,-51.78,47.59,15.04,6.55,5.67,6.32,7.52,8.17,8.44,Upgrade
PS Ratio,2.99,2.90,3.52,3.40,4.12,5.42,5.09,5.33,5.62,4.47,3.33,2.13,2.20,1.59,3.95,3.75,3.79,4.33,4.11,4.82,4.59,4.13,4.05,4.29,4.08,4.34,3.93,3.76,3.26,2.82,2.86,2.97,4.05,4.32,4.69,4.91,5.48,5.35,5.91,5.81,5.71,Upgrade
PB Ratio,0.71,0.70,0.75,0.61,0.65,0.79,0.69,0.66,0.70,0.61,0.53,0.41,0.45,0.34,0.74,0.72,0.72,0.79,0.71,0.83,0.78,0.74,0.76,0.83,0.81,0.90,0.84,0.83,0.76,0.69,0.70,0.67,0.88,0.88,0.91,0.88,1.01,0.99,1.07,1.08,1.06,Upgrade
Debt / Equity Ratio,1.35,1.35,1.38,1.20,1.18,0.83,1.20,0.92,0.79,0.91,0.93,1.08,1.62,1.64,1.26,1.18,1.19,1.13,0.91,0.80,0.73,0.76,0.79,0.81,0.84,0.94,1.01,0.87,0.97,0.97,0.93,0.84,0.77,0.74,0.76,0.65,0.66,0.75,0.68,0.53,0.52,Upgrade
Dividend Yield,11.72%,3.50%,2.87%,2.75%,2.35%,1.80%,1.73%,1.85%,1.80%,2.12%,2.60%,3.76%,3.42%,6.95%,2.76%,2.87%,2.85%,2.60%,2.83%,2.41%,2.57%,2.69%,2.60%,2.40%,2.44%,2.21%,3.66%,3.72%,4.10%,4.62%,4.53%,4.33%,3.19%,3.09%,2.94%,2.57%,2.44%,2.53%,2.41%,2.48%,2.53%,Upgrade
Payout Ratio,-35.20%,264.30%,-15.00%,-28.80%,-51.80%,280.00%,31.60%,31.60%,25.00%,21.10%,11.30%,85.70%,52.20%,-20.00%,62.10%,138.50%,225.00%,-257.10%,180.00%,100.00%,75.00%,225.00%,100.00%,180.00%,69.20%,112.50%,82.40%,73.70%,71.80%,466.70%,-50.00%,1400.00%,400.00%,280.00%,-87.50%,-1400.00%,58.30%,45.90%,47.50%,82.40%,133.30%,Upgrade
Buyback Yield / Dilution,2.72%,2.72%,2.72%,2.43%,1.36%,-,-,-,-,-,-,-,-,1.44%,2.91%,4.20%,5.65%,4.27%,2.82%,1.51%,-,-,-,-,-,0.95%,2.61%,4.31%,5.37%,4.46%,2.83%,-11.51%,-12.80%,-12.80%,-12.84%,-0.14%,-0.18%,-0.25%,-0.29%,-17.67%,-17.89%,Upgrade
Total Shareholder Return,14.59%,6.22%,5.59%,5.18%,3.71%,1.80%,1.73%,1.85%,1.80%,2.12%,2.60%,3.76%,3.42%,8.39%,5.67%,7.08%,8.50%,6.87%,5.65%,3.92%,2.57%,2.69%,2.60%,2.40%,2.44%,3.17%,6.27%,8.03%,9.47%,9.08%,7.36%,-7.19%,-9.62%,-9.71%,-9.90%,2.43%,2.26%,2.28%,2.13%,-15.19%,-15.35%,Upgrade
