Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+36 Quarters
Market Capitalization,"9,323","9,508","10,238","10,003","10,375","13,850","14,847","12,936","12,562","11,839","11,480","9,138","8,340","6,857","12,475","12,187","11,077","10,063","8,653","10,817","10,330","10,983","10,719","12,949","12,207","10,600","9,235","10,063","10,277","9,341","9,622","9,916","10,374","10,290","9,574","7,697","9,070","8,688","8,103","6,071","5,418",Upgrade
Market Cap Growth,-,-31.35%,-31.05%,-22.68%,-17.41%,16.98%,29.33%,41.57%,50.63%,72.65%,-7.98%,-25.02%,-24.71%,-31.86%,44.17%,12.66%,7.23%,-8.37%,-19.27%,-16.46%,-15.38%,3.61%,16.06%,28.68%,18.78%,13.47%,-4.01%,1.48%,-0.94%,-9.22%,0.50%,28.83%,14.38%,18.45%,18.15%,26.78%,67.40%,50.63%,52.70%,26.58%,26.26%,Upgrade
Enterprise Value,"10,550","10,793","11,608","10,657","11,472","14,562","13,997","11,294","12,155","11,874","11,837","9,361","8,847","7,245","12,379","11,917","10,738","10,196","8,232","10,231","9,744","10,771","10,368","12,607","13,204","12,020","9,173","11,756","11,928","11,000","11,635","11,709","11,820","12,486","11,677","9,742","11,287","11,493","7,457","6,126","5,478",Upgrade
PE Ratio,13.78,13.98,9.01,6.24,5.07,6.25,6.13,4.81,5.38,5.66,8.05,9.46,9.95,8.63,11.75,15.91,14.73,13.65,13.78,13.16,13.76,13.80,13.90,17.13,16.34,16.36,14.21,17.78,18.96,18.14,18.26,12.71,13.83,14.87,16.42,28.72,34.88,30.38,20.16,12.81,8.82,Upgrade
PS Ratio,0.85,0.88,0.89,0.73,0.72,0.88,0.95,0.89,0.92,0.97,1.07,0.98,0.97,0.82,1.47,1.56,1.45,1.32,1.14,1.37,1.33,1.42,1.40,1.96,1.77,1.45,1.27,1.52,1.53,1.41,1.44,1.11,1.20,1.24,1.19,0.96,1.12,1.05,0.95,0.70,0.63,Upgrade
PB Ratio,1.50,1.54,1.67,1.75,1.55,1.72,1.58,1.39,1.42,1.45,1.38,1.28,1.31,1.34,2.32,2.37,2.23,2.11,1.87,2.31,2.24,2.46,2.41,2.46,2.02,1.77,1.54,1.71,1.77,1.63,1.67,1.71,1.74,1.76,1.60,1.29,1.52,1.48,1.60,1.36,1.24,Upgrade
Debt / Equity Ratio,0.66,0.66,0.60,0.55,0.53,0.43,0.37,0.38,0.35,0.37,0.37,0.43,0.45,0.25,0.24,0.25,0.26,0.26,0.18,0.18,0.16,0.17,0.17,0.17,0.40,0.46,0.16,0.47,0.48,0.48,0.49,0.49,0.48,0.50,0.47,0.54,0.56,0.57,0.26,0.30,0.31,Upgrade
Dividend Yield,5.20%,1.28%,1.19%,1.21%,1.18%,0.90%,0.84%,0.88%,0.83%,0.88%,0.93%,1.06%,1.10%,1.32%,0.73%,0.70%,0.78%,0.85%,0.95%,0.77%,0.81%,0.76%,0.88%,0.66%,0.70%,0.82%,0.95%,0.73%,0.72%,0.79%,0.79%,0.77%,0.67%,0.70%,0.38%,0.88%,0.56%,0.58%,0.56%,0.61%,0.68%,Upgrade
Payout Ratio,71.80%,-204.50%,166.70%,41.50%,32.10%,31.00%,23.20%,15.40%,18.70%,17.20%,12.90%,25.40%,29.50%,-150.00%,26.40%,33.70%,32.00%,41.30%,187.50%,34.90%,32.60%,83.30%,30.00%,39.70%,38.50%,96.20%,29.80%,35.00%,30.40%,77.80%,39.60%,38.90%,33.30%,61.30%,52.80%,43.90%,-,-,60.00%,-,26.20%,Upgrade
Buyback Yield / Dilution,4.24%,4.24%,4.58%,3.51%,3.13%,2.75%,3.73%,2.73%,-3.23%,-6.20%,-6.50%,-5.78%,-0.72%,1.08%,-0.73%,0.36%,0.36%,1.07%,20.98%,18.48%,19.19%,19.31%,0.57%,2.01%,1.99%,1.70%,3.31%,4.13%,4.36%,7.11%,-91.53%,3.71%,-29.68%,-34.75%,24.40%,-63.91%,-23.58%,-22.08%,-9.17%,-1.77%,-1.78%,Upgrade
Total Shareholder Return,9.47%,5.52%,5.77%,4.72%,4.31%,3.65%,4.57%,3.61%,-2.40%,-5.32%,-5.57%,-4.72%,0.38%,2.40%,0.01%,1.06%,1.13%,1.92%,21.93%,19.25%,19.99%,20.07%,1.45%,2.67%,2.70%,2.52%,4.26%,4.86%,5.08%,7.90%,-90.74%,4.48%,-29.01%,-34.05%,24.78%,-63.03%,-23.02%,-21.49%,-8.61%,-1.16%,-1.10%,Upgrade
