Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+25 Quarters
Market Capitalization,190,196,187,148,142,152,143,144,150,141,137,94,104,129,160,138,161,145,150,161,187,182,158,136,112,107,102,82,79,75,84,76,80,80,82,81,80,76,66,63,61,Upgrade
Market Cap Growth,-,28.90%,30.48%,2.16%,-5.10%,7.62%,4.95%,53.36%,43.61%,9.22%,-14.51%,-31.60%,-35.09%,-10.54%,6.56%,-14.40%,-14.24%,-20.73%,-5.25%,18.39%,66.55%,70.94%,55.83%,64.63%,42.49%,42.29%,20.87%,8.03%,-0.91%,-5.83%,2.40%,-5.72%,-0.71%,4.83%,23.61%,28.33%,32.03%,17.89%,12.66%,6.80%,10.68%,Upgrade
Enterprise Value,-194,-193,-243,-298,-358,-517,-635,-538,-376,-226,-90,-49,-35,37,12,21,69,51,24,-2,21,20,9,-4,-70,-61,-89,-65,-84,-85,-107,-80,-62,-70,-62,-37,-8,-40,-39,-37,-45,Upgrade
PE Ratio,6.34,6.59,8.17,8.73,9.69,10.59,8.78,8.24,8.95,9.21,9.98,7.70,8.90,10.69,12.79,11.21,13.14,12.21,13.00,15.85,19.80,18.82,17.40,13.82,12.10,12.76,13.25,14.14,14.92,15.33,17.12,12.60,12.81,11.00,11.52,11.27,11.20,12.67,11.41,11.44,11.23,Upgrade
PS Ratio,2.56,2.56,2.79,2.53,2.59,2.84,2.61,2.62,2.82,2.83,2.87,2.08,2.36,2.86,3.51,3.06,3.60,3.31,3.51,3.84,4.61,4.48,3.98,3.48,2.95,2.91,2.86,2.44,2.44,2.44,2.84,2.57,2.68,2.54,2.65,2.66,2.68,2.75,2.44,2.36,2.27,Upgrade
PB Ratio,1.38,1.39,1.48,1.39,1.20,1.16,1.00,1.03,1.10,1.07,1.05,0.76,0.87,1.13,1.42,1.26,1.51,1.41,1.51,1.68,1.99,1.99,1.74,1.52,1.27,1.27,1.23,1.00,0.96,0.95,1.07,0.99,1.05,1.05,1.09,1.11,1.12,1.12,1.03,1.00,0.96,Upgrade
Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Dividend Yield,1.35%,0.68%,-,0.84%,-,0.81%,-,0.83%,-,0.85%,-,1.22%,-,0.89%,-,0.81%,-,0.77%,-,0.66%,-,0.58%,-,0.74%,-,0.95%,-,1.18%,-,1.29%,-,1.16%,-,1.01%,-,0.65%,-,1.06%,-,-,-,Upgrade
Payout Ratio,8.50%,14.20%,0.00%,18.10%,0.00%,51.70%,0.00%,25.90%,0.00%,26.90%,0.00%,30.40%,0.00%,42.40%,0.00%,33.80%,0.00%,35.50%,0.00%,33.30%,0.00%,37.10%,0.00%,40.30%,0.00%,46.30%,0.00%,50.00%,0.00%,63.20%,0.00%,64.70%,0.00%,52.60%,0.00%,34.20%,0.00%,55.60%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.52%,-0.52%,-0.24%,-0.27%,-0.25%,-0.04%,-0.25%,-0.20%,-0.22%,-0.24%,-0.10%,-0.10%,-0.08%,-0.25%,-0.21%,-0.30%,-0.33%,-0.21%,-1.17%,-1.16%,-1.23%,-1.19%,-0.09%,-0.01%,0.06%,0.07%,-0.16%,-0.19%,-0.16%,-0.16%,-0.04%,0.04%,-0.05%,-0.05%,-1.83%,-1.84%,-1.98%,-1.98%,-0.28%,-0.49%,-0.43%,Upgrade
Total Shareholder Return,0.83%,0.16%,-0.24%,0.56%,-0.25%,0.77%,-0.25%,0.62%,-0.22%,0.61%,-0.10%,1.12%,-0.08%,0.63%,-0.21%,0.51%,-0.33%,0.55%,-1.17%,-0.50%,-1.23%,-0.60%,-0.09%,0.73%,0.06%,1.02%,-0.16%,0.98%,-0.16%,1.14%,-0.04%,1.20%,-0.05%,0.96%,-1.83%,-1.19%,-1.98%,-0.92%,-0.28%,-0.49%,-0.43%,Upgrade
