Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,708","1,757","1,894","1,574","2,453","3,045","2,938","3,082","3,596","3,366","2,890","2,290","2,256","2,254","2,697","3,093","3,460","2,771","2,862","2,775","2,521","2,538","2,957","3,136","2,987","3,372","3,328","3,031","2,937","3,062","2,569","2,786","3,069","3,184","3,119","2,684","2,586","2,478","2,732","2,655","2,415",Upgrade
Market Cap Growth,-,-42.29%,-35.54%,-48.95%,-31.79%,-9.53%,1.65%,34.60%,59.42%,49.34%,7.15%,-25.96%,-34.79%,-18.65%,-5.74%,11.45%,37.23%,9.17%,-3.22%,-11.49%,-15.60%,-24.73%,-11.15%,3.46%,1.68%,10.14%,29.54%,8.77%,-4.30%,-3.83%,-17.63%,3.83%,18.68%,28.46%,14.16%,1.08%,7.11%,18.97%,25.36%,25.10%,5.58%,Upgrade
Enterprise Value,"1,882","1,955","2,024","1,637","2,566","3,155","3,010","3,151","3,630","3,443","2,958","2,385","2,413","2,422","2,823","3,199","3,638","2,916","2,919","2,885","2,649","2,619","3,037","3,222","3,097","3,507","3,428","3,091","2,994","3,117","2,595","2,781","3,084","3,239","3,119","2,694","2,598","2,509","2,656","2,585","2,374",Upgrade
PE Ratio,-4.87,-4.87,-3.69,-3.31,-6.53,-54.41,11.85,8.02,7.17,5.42,7.72,9.56,11.87,50.08,8.43,14.98,17.67,16.04,-499.58,28.93,30.07,33.71,20.41,31.67,37.59,43.96,45.56,24.73,26.49,42.74,34.49,92.52,66.51,24.22,17.53,12.52,11.62,20.94,24.36,33.45,22.78,Upgrade
PS Ratio,0.43,0.45,0.52,0.44,0.69,0.80,0.74,0.77,0.88,0.83,0.76,0.62,0.61,0.62,0.68,0.81,0.93,0.77,0.85,0.81,0.75,0.76,0.87,0.95,0.92,1.04,1.03,0.93,0.91,0.99,0.85,0.95,1.05,1.06,1.04,0.90,0.86,0.87,0.97,0.95,0.86,Upgrade
PB Ratio,1.15,1.20,1.24,1.02,1.48,1.60,1.37,1.44,1.65,1.60,1.42,1.21,1.24,1.39,1.50,1.72,1.96,1.61,1.77,1.60,1.47,1.51,1.68,1.77,1.69,1.93,1.90,1.67,1.61,1.69,1.41,1.52,1.66,1.70,1.66,1.39,1.34,1.33,1.50,1.44,1.32,Upgrade
Debt / Equity Ratio,0.32,0.32,0.28,0.26,0.24,0.21,0.19,0.19,0.19,0.20,0.20,0.22,0.23,0.26,0.23,0.23,0.24,0.24,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.10,0.10,0.08,Upgrade
Dividend Yield,5.18%,1.00%,0.93%,1.12%,1.43%,1.15%,1.20%,1.14%,0.97%,1.04%,1.21%,1.52%,1.55%,1.55%,1.29%,1.12%,1.00%,1.25%,1.21%,1.25%,1.37%,1.36%,1.17%,1.10%,1.15%,1.02%,1.03%,1.13%,1.17%,1.12%,1.33%,1.22%,1.11%,1.07%,1.09%,1.27%,1.31%,1.36%,1.24%,1.26%,1.39%,Upgrade
Payout Ratio,-24.30%,-38.80%,-265.00%,-17.90%,-16.70%,-17.80%,115.50%,3160.00%,32.10%,32.70%,20.90%,29.30%,15.30%,-25.10%,110.50%,50.20%,41.80%,25.50%,-42.40%,59.00%,57.30%,-81.20%,173.60%,74.20%,67.00%,127.10%,-132.60%,126.50%,70.50%,147.60%,147.60%,220.70%,363.50%,131.50%,-158.50%,108.80%,35.50%,46.60%,219.60%,84.70%,-360.60%,Upgrade
Buyback Yield / Dilution,-,-0.00%,0.01%,0.01%,0.00%,-0.02%,-0.03%,-0.03%,-0.03%,-0.01%,0.01%,0.01%,-0.02%,-0.03%,-0.05%,-0.05%,-0.03%,-0.01%,-0.01%,-0.02%,-0.04%,-0.11%,-0.01%,-0.00%,-0.19%,-0.19%,-0.27%,-0.26%,-0.09%,-0.23%,-0.33%,-0.35%,-0.31%,-0.14%,-0.04%,-0.09%,-0.09%,-0.09%,-0.09%,-0.03%,Upgrade,
Total Shareholder Return,5.22%,1.00%,0.93%,1.13%,1.44%,1.16%,1.17%,1.10%,0.94%,1.01%,1.21%,1.54%,1.56%,1.53%,1.27%,1.08%,0.95%,1.22%,1.20%,1.23%,1.35%,1.33%,1.06%,1.09%,1.15%,0.83%,0.84%,0.86%,0.91%,1.03%,1.10%,0.89%,0.77%,0.76%,0.95%,1.23%,1.22%,1.27%,1.15%,1.18%,1.36%,Upgrade
