Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,621","3,537","3,644","3,788","3,716","3,410","3,060","3,322","3,567","3,452","3,104","2,416","2,757","2,906","3,553","3,440","3,249","2,931","2,728","2,976","3,403","3,076","3,192","3,716","3,972","4,013","3,817","4,093","4,264","4,457","4,133","4,454","3,924","4,101","3,784","3,869","3,757","3,707","3,725","3,506","3,551",Upgrade
Market Cap Growth,-,3.73%,19.08%,14.01%,4.16%,-1.21%,-1.43%,37.50%,29.38%,18.77%,-12.64%,-29.76%,-15.15%,-0.86%,30.26%,15.58%,-4.51%,-4.69%,-14.55%,-19.91%,-14.33%,-23.36%,-16.36%,-9.19%,-6.84%,-9.96%,-7.65%,-8.12%,8.66%,8.68%,9.23%,15.13%,4.46%,10.63%,1.57%,10.36%,5.80%,3.50%,9.87%,3.72%,2.52%,Upgrade
Enterprise Value,"3,975","3,890","3,964","4,158","3,950","3,773","3,333","3,722","3,669","3,393","2,623","2,561","2,896","3,064","3,676","3,521","3,330","2,995","2,810","3,029","3,441","2,977","3,119","3,677","3,929","4,173","3,749","4,136","4,419","4,811","4,297","4,638","4,318","4,515","3,865","4,004","4,103","4,046","4,019","3,771","3,879",Upgrade
PE Ratio,4.12,3.77,4.60,4.82,-7.83,-20.45,-11.11,18.36,4.54,4.53,4.38,8.62,28.66,2235.46,8.57,15.92,15.61,15.33,-19.32,158.32,6.30,5.59,5.09,6.57,42.03,9.51,9.50,5.76,7.61,19.91,14.00,44.72,18.70,13.63,12.12,10.75,10.27,12.50,11.58,12.89,15.18,Upgrade
PS Ratio,2.53,2.47,3.15,3.86,7.35,4.42,4.98,5.00,2.93,3.05,3.47,2.89,5.19,7.25,3.98,4.75,4.24,3.85,7.39,6.24,9.30,9.40,8.54,14.62,17.76,21.20,24.20,-39.43,31.47,9.80,9.39,3.14,2.71,2.37,2.68,3.16,2.54,2.82,2.74,1.55,1.49,Upgrade
PB Ratio,0.93,0.91,0.97,1.02,1.12,0.96,0.86,0.94,0.90,0.90,0.80,0.71,0.87,0.95,1.09,1.08,1.03,0.94,0.96,1.00,1.16,0.89,0.91,1.07,1.09,1.11,1.07,1.12,1.10,1.18,1.06,1.19,0.99,1.02,0.95,0.97,0.92,0.92,0.95,0.93,0.96,Upgrade
Debt / Equity Ratio,0.14,0.14,0.15,0.17,0.19,0.20,0.12,0.20,0.11,0.11,0.10,0.11,0.11,0.10,0.09,0.07,0.07,0.06,0.07,0.06,0.06,0.01,0.01,0.00,0.00,0.08,0.00,0.08,0.07,0.14,0.09,0.10,0.19,0.19,0.09,0.17,0.17,0.17,0.17,0.18,0.18,Upgrade
Dividend Yield,0.07%,0.07%,-,-,-,0.09%,-,-,-,0.09%,-,-,-,0.11%,-,-,-,0.11%,-,-,-,0.12%,-,-,-,0.11%,-,-,-,0.12%,-,-,-,0.15%,-,-,-,0.17%,-,-,-,Upgrade
Payout Ratio,0.30%,1.40%,0.00%,0.00%,0.00%,9.00%,0.00%,0.00%,0.00%,-4.10%,0.00%,0.00%,0.00%,-2.50%,0.00%,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%,-7.80%,0.00%,0.00%,0.00%,15.80%,0.00%,0.00%,0.00%,42.70%,0.00%,0.00%,0.00%,7.10%,0.00%,0.00%,0.00%,6.50%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,14.44%,14.44%,14.63%,6.41%,4.04%,3.07%,2.72%,-0.14%,-0.07%,3.06%,2.62%,2.62%,2.39%,-0.82%,-0.15%,-0.16%,15.24%,15.29%,15.18%,26.66%,17.92%,18.02%,17.86%,12.05%,9.70%,17.87%,19.71%,17.27%,15.48%,7.31%,5.31%,2.93%,2.96%,3.05%,2.78%,0.58%,0.03%,2.16%,6.18%,6.20%,6.97%,Upgrade
Total Shareholder Return,14.51%,14.51%,14.63%,6.41%,4.04%,3.16%,2.72%,-0.14%,-0.07%,3.15%,2.62%,2.62%,2.39%,-0.71%,-0.15%,-0.16%,15.24%,15.40%,15.18%,26.66%,17.92%,18.14%,17.86%,12.05%,9.70%,17.98%,19.71%,17.27%,15.48%,7.44%,5.31%,2.93%,2.96%,3.20%,2.78%,0.58%,0.03%,2.32%,6.18%,6.20%,6.97%,Upgrade
