Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+75 Quarters
Cash & Equivalents,14.59,30.09,54.17,51.37,68.84,62.18,31.46,26.77,40.47,37.09,27.05,34.98,18.07,13.29,19.57,9.94,16.54,15.95,15.49,8.08,8.53,12.61,11.5,17.34,17.33,10.62,16.68,20.5,20.62,12.37,16.56,10.38,17.44,13.28,19.33,16.57,19.38,10.95,8.68,7.99,Upgrade
Cash & Cash Equivalents,14.59,30.09,54.17,51.37,68.84,62.18,31.46,26.77,40.47,37.09,27.05,34.98,18.07,13.29,19.57,9.94,16.54,15.95,15.49,8.08,8.53,12.61,11.5,17.34,17.33,10.62,16.68,20.5,20.62,12.37,16.56,10.38,17.44,13.28,19.33,16.57,19.38,10.95,8.68,7.99,Upgrade
Cash Growth,-78.80%,-51.61%,72.16%,91.89%,70.08%,67.64%,16.31%,-23.47%,123.97%,179.10%,38.23%,251.97%,9.29%,-16.70%,26.35%,22.96%,93.89%,26.57%,34.73%,-53.39%,-50.79%,18.67%,-31.06%,-15.44%,-15.95%,-14.14%,0.72%,97.55%,18.22%,-6.84%,-14.33%,-37.34%,-10.00%,21.24%,122.78%,107.27%,32.40%,-41.20%,-33.91%,6.80%,Upgrade
"Property, Plant & Equipment",3.17,3.28,3.37,3.45,3.49,3.56,3.65,3.72,3.79,3.85,3.88,3.9,3.9,3.76,3.82,3.84,3.9,3.11,3.15,3.2,3.27,3.37,3.45,3.55,3.32,3.64,3.29,3.29,3.3,3.37,3.48,3.58,3.63,3.67,3.75,3.74,3.72,3.7,3.74,3.78,Upgrade
Total Assets,363.41,381.44,415.63,429.39,437.45,442.07,432.82,432.77,436.72,419.49,430.92,418.2,380.5,384.94,383.44,377.61,393.06,413.05,411.37,401.47,390.37,389.45,389.88,396.13,395.52,388.44,392.15,395.79,394.47,390.58,395.75,403.57,402.08,394.63,405.24,400.56,391.39,377.19,379.41,382.19,Upgrade
Total Liabilities,345.18,365.38,401.29,408.13,410.17,406.35,397.85,397.38,403.25,382.39,394.42,382.33,344.64,349.26,348.07,342.72,358.6,379,378.02,367.93,357.18,355.41,355.25,361.59,361.58,354.63,357.19,360.4,359.8,356.4,361.83,370.03,367.94,360.8,371.24,366.71,358.39,345.61,348.04,350.55,Upgrade
Total Debt,0,0,20,20,20,20,20,25.24,31.24,29.91,47.37,37.37,20,25,20,20,25,55,40,25,20,20,20,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23.1,20,Upgrade
Debt Growth,-,-,-,-20.75%,-35.99%,-33.14%,-57.78%,-32.46%,56.22%,19.65%,136.84%,86.83%,-20.00%,-54.55%,-50.00%,-20.00%,25.00%,175.00%,100.00%,-,-,-,-,25.00%,-,-,-,-,-,-,-,-,-,-,-13.42%,-,-,-,15.50%,-13.04%,Upgrade
Common Stock,13.76,13.73,13.7,13.67,13.64,13.61,13.58,13.55,13.52,13.48,13.45,13.42,13.38,13.35,13.32,13.29,13.25,13.22,13.18,13.14,13.11,13.07,13.03,12.99,12.95,12.92,12.88,12.85,12.81,12.76,12.73,12.69,12.65,12.62,12.58,12.54,12.5,12.46,12.42,12.38,Upgrade
Retained Earnings,23.73,23.58,23.04,22.95,22.92,22.98,22.71,22.1,21.91,23.07,22.81,22.15,22.52,22.54,22.28,21.96,21.92,22.07,21.94,21.78,21.58,21.61,21.94,21.8,21.75,21.71,21.59,21.75,21.72,21.72,21.27,21.46,21.22,21.11,20.91,20.66,20.5,20.3,19.93,19.4,Upgrade
