Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+51 Quarters
Cash & Equivalents,1.84,1.37,1.04,1.19,0.6,0.83,13.3,12.94,14.91,20.37,19.07,22.06,29.1,25.82,9.29,8.65,8.69,4.03,4.4,4.72,5.5,6.26,6.37,6.59,10.69,12.28,11.71,14.38,17.95,5.84,4.76,6.52,7.95,13.23,4.65,4.09,7.37,9.76,3.95,3.77,Upgrade
Cash & Cash Equivalents,1.84,1.37,1.04,1.19,0.6,0.83,13.3,12.94,14.91,20.37,19.07,22.06,29.1,25.82,9.29,8.65,8.69,4.03,4.4,4.72,5.5,6.26,6.37,6.59,10.69,12.28,11.71,14.38,17.95,5.84,4.76,6.52,7.95,13.23,4.65,4.09,7.37,9.76,3.95,3.77,Upgrade
Cash Growth,208.51%,64.17%,-92.21%,-90.81%,-96.00%,-95.91%,-30.27%,-41.31%,-48.76%,-21.11%,105.35%,155.12%,234.70%,539.99%,110.88%,83.16%,58.11%,-35.58%,-30.89%,-28.38%,-48.55%,-49.01%,-45.57%,-54.15%,-40.43%,110.10%,145.78%,120.50%,125.76%,-55.82%,2.49%,59.38%,7.91%,35.49%,17.77%,8.51%,53.00%,131.13%,-2.39%,86.30%,Upgrade
Receivables,0,0,0,0,0,0,0.11,0.29,0.31,0.26,0.46,0.37,0.14,0.14,0.13,0.12,0.14,0.15,0.15,0.13,0.17,0.23,0.2,0.37,0.37,0.32,0.31,0.25,0.21,0.22,0.21,0.21,0.2,0.17,0.08,0.09,0.11,0.06,0.03,0.09,Upgrade
Total Assets,70.61,63.48,61.71,60.99,63.93,65.64,75.88,73.44,67.97,60.97,61.31,61.13,65.38,64.79,38.66,41.7,42.93,40.52,38.66,38.87,39.43,40.13,39.83,39.82,40.8,42.42,43.29,44.57,45.97,44.56,43.16,42.95,42.79,45.53,37.77,37.75,37.2,39.75,32.68,31.85,Upgrade
Accounts Payable,0.34,0.63,0.3,0.29,0.29,0.94,0.32,0.37,2.88,0.33,0.24,0.3,0.27,0.26,0.1,0.26,0.15,0.25,0.12,0.17,0.12,0.18,0.11,0.16,0.14,0.32,0.15,0.25,0.21,0.24,0.1,0.18,0.13,0.29,0.16,0.25,0.28,0.34,0.12,0.15,Upgrade
Deferred Revenue,0.48,0.41,0.36,0.39,0.38,0.41,0.38,0.33,0.26,0.15,0.08,0.09,0.03,0.04,0.03,0.03,0.04,0.07,0.07,0.07,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.04,0.02,0.03,0.04,0.03,0.03,0.03,0.03,Upgrade
Total Liabilities,11.23,5.76,3.33,3.32,3.98,4.9,15.72,15.32,14.09,14.86,11.36,11.42,11.32,11.16,10.91,11.07,10.95,9,8.07,8.1,8.04,8.22,8.14,8.18,8.53,9.79,10.45,11.14,12.33,10.71,10.2,10.28,10.26,13.17,9.22,9.33,9.3,11.68,7.61,6.33,Upgrade
Total Debt,7.95,2.55,0,0,0,0,10.85,10.84,10.83,10.82,10.82,10.81,10.8,10.79,10.78,10.77,10.76,8.55,7.88,7.87,7.86,7.86,7.85,7.84,7.83,7.83,7.82,7.81,7.81,7.8,8,8,8,8,7,7,7,7,5.5,4,Upgrade
Debt Growth,-,-,-,-,-,-,0.35%,0.35%,0.35%,0.35%,0.35%,0.35%,0.35%,26.10%,36.84%,36.84%,36.84%,8.90%,0.35%,0.35%,0.35%,0.35%,0.35%,0.35%,0.35%,0.35%,-2.24%,-2.32%,-2.41%,-2.50%,14.29%,14.29%,14.29%,14.29%,27.27%,75.00%,75.00%,42.86%,41.03%,66.67%,Upgrade
Common Stock,50.16,50.16,50.38,50.38,50.38,50.38,50.7,50.72,50.72,50.72,35.02,35.04,34.19,34.19,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.82,9.82,9.82,9.82,9.82,9.82,9.82,9.99,10.08,10.08,10.08,10.12,10.33,Upgrade
Retained Earnings,9.21,7.56,8,7.29,9.57,10.37,9.46,7.4,3.15,-4.62,14.93,14.67,28.26,19.44,24.07,24.13,24.61,24.56,24.85,25.41,25.45,25.62,25.25,25.28,25.43,25.55,26.14,25.37,25.39,18.24,18.19,17.96,17.64,17.42,12.51,12.17,12.22,12.63,9.28,9.14,Upgrade
Comprehensive Income,0,0,0,0,0,0,0,0,0,0,0,0,-8.4,0,-6.11,-3.3,-2.43,-2.83,-4.06,-4.44,-3.85,-3.5,-3.36,-3.44,-2.96,-2.72,-3.09,-1.75,-1.57,5.8,4.95,4.9,5.08,5.11,6.05,6.18,5.6,5.36,5.67,6.06,Upgrade
Shareholders' Equity,59.38,57.72,58.38,57.66,59.95,60.75,60.16,58.12,53.88,46.1,49.95,49.71,54.06,53.63,27.75,30.63,31.98,31.52,30.59,30.77,31.4,31.92,31.69,31.63,32.27,32.63,32.85,33.44,33.64,33.85,32.96,32.68,32.53,32.35,28.55,28.42,27.9,28.07,25.07,25.52,Upgrade
Total Liabilities and Equity,70.61,63.48,61.71,60.99,63.93,65.64,75.88,73.44,67.97,60.97,61.31,61.13,65.38,64.79,38.66,41.7,42.93,40.52,38.66,38.87,39.43,40.13,39.83,39.82,40.8,42.42,43.29,44.57,45.97,44.56,43.16,42.95,42.79,45.53,37.77,37.75,37.2,39.75,32.68,31.85,Upgrade
