Metrics,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,+67 Quarters
Cash & Equivalents,24.29,23.31,27.77,24.18,20.76,15.44,10.48,22.62,3.62,2.96,3.11,2.82,3.64,2.49,4.66,7.06,7,7.36,5.06,3.98,3.97,4.96,4.43,4.8,4.3,4.99,3.06,3.56,4.47,3.51,3.67,4.25,4.73,5.91,4.13,4.57,18.82,18.09,19.14,18.94,Upgrade
Short-Term Investments,11.96,12.14,6.17,6.29,6.29,6.32,6.32,6.33,6.33,6.32,6.31,6.51,7.53,8.22,8.36,8.87,8.84,8.21,9.15,9.41,9.48,11.67,11.72,11.68,12.2,12.1,13.85,14.32,15.14,15.64,16.44,17.02,17.59,17.82,18.65,18.64,4.87,4.76,4.99,5.06,Upgrade
Cash & Cash Equivalents,36.25,35.45,33.94,30.47,27.05,21.76,16.8,28.95,9.95,9.28,9.42,9.33,11.17,10.71,13.02,15.92,15.84,15.58,14.21,13.39,13.45,16.63,16.15,16.48,16.51,17.1,16.91,17.88,19.61,19.15,20.11,21.27,22.32,23.73,22.78,23.21,23.69,22.84,24.14,24,Upgrade
Cash Growth,34.03%,62.94%,101.99%,5.25%,171.85%,134.39%,78.28%,210.16%,-10.92%,-13.33%,-27.62%,-41.38%,-29.49%,-31.24%,-8.38%,18.94%,17.78%,-6.33%,-12.03%,-18.77%,-18.53%,-2.73%,-4.47%,-7.85%,-15.84%,-10.71%,-15.93%,-15.91%,-12.12%,-19.30%,-11.69%,-8.36%,-5.78%,3.87%,-5.63%,-3.31%,-5.56%,-11.56%,-8.63%,-25.86%,Upgrade
Receivables,1.58,1.8,2.15,2.25,2.59,2.53,2.65,2.07,1.26,0.97,0.4,0.51,0.63,0.31,0.49,0.38,0.61,1.22,0.75,1.18,0.58,0.52,0.8,0.64,0.8,0.79,0.75,0.53,0.65,1.65,1.9,1.92,2.27,2.51,1.05,0.75,0.9,1.15,1.58,1.91,Upgrade
Other Current Assets,0.41,0.78,0.57,0.57,1.21,2.5,0.43,0.4,0.21,0.29,0.31,1.81,0.27,2.07,0.34,0.38,0.28,0.33,0.36,0.4,0.23,0.32,0.31,0.39,0.23,0.29,0.33,0.47,0.33,0.59,0.71,0.7,0.49,0.58,2.1,1.75,1.08,0.8,1.1,1.25,Upgrade
Total Current Assets,38.23,38.03,36.65,33.29,30.85,26.79,19.88,31.42,11.41,10.54,10.13,11.65,12.06,13.09,13.86,16.68,16.73,17.12,15.32,14.96,14.25,17.47,17.27,17.51,17.54,18.17,17.99,18.88,20.59,21.39,22.73,23.89,25.08,26.82,25.92,25.71,25.67,24.79,26.81,27.15,Upgrade
"Property, Plant & Equipment",1.41,1.46,1.43,1.49,1.39,1.42,1.44,1.49,1.54,1.6,1.66,1.72,2.04,1.71,1.8,1.85,1.91,1.97,2.03,2.09,2.15,2.21,2.27,2.34,2.4,2.47,2.54,2.6,2.67,2.74,2.8,2.88,2.95,3.02,2.91,2.96,3.02,3.09,3.19,3.26,Upgrade
Long-Term Investments,18.7,20.73,24.22,29.2,29.47,33.97,45.4,9.2,7.73,6.58,4.84,5.25,5.78,8.88,8.19,4.58,8.16,9.78,16.54,27.97,19.31,5.77,6.4,6.56,7.05,5.62,6.04,5.69,5.48,6.57,6.72,6.96,7.97,7.61,7.3,7.98,8.87,9.71,9.79,8.54,Upgrade
Goodwill and Intangibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.03,0.04,0.05,0.06,0.08,0.09,0,0,0,0,0,0,Upgrade
Other Long-Term Assets,0.98,0.47,0.21,0.2,0.21,0.1,0.1,0.09,0.11,0.09,0.09,0.19,0.16,0.06,0.06,0.11,0.06,0.07,0.04,0.05,0.07,0.08,0.1,0.1,0.1,0.09,0.11,0.04,0.03,0.03,0.72,0.71,0.43,0.31,0.36,0.62,0.77,1.1,0.64,0.86,Upgrade
Total Long-Term Assets,21.09,22.66,25.86,30.9,31.07,35.49,46.95,10.79,9.38,8.27,6.59,7.17,7.98,10.65,10.05,6.54,10.13,11.81,18.61,30.11,21.53,8.06,8.77,9,9.55,8.17,8.69,8.35,8.21,9.38,10.29,10.62,11.43,11.03,10.56,11.56,12.66,13.89,13.62,12.66,Upgrade
Total Assets,59.32,60.69,62.52,64.19,61.92,62.28,66.82,42.21,20.79,18.82,16.72,18.81,20.04,23.74,23.91,23.22,26.86,28.93,33.93,45.08,35.79,25.52,26.04,26.5,27.09,26.35,26.68,27.23,28.8,30.77,33.02,34.51,36.51,37.85,36.48,37.27,38.34,38.68,40.43,39.82,Upgrade
Accounts Payable,0.01,0.07,0.02,0,0,0.1,0.07,0.14,0.07,0.03,0.04,0.04,0.14,0.03,0.11,0.22,0.11,0.2,0.13,0.2,0.1,0.12,0.1,0.09,0.12,0.15,0.16,0.12,0.16,0.11,0.19,0.11,0.14,0.22,0.06,0.09,0.15,0.07,0.03,0.11,Upgrade
Current Debt,0.03,0.03,0,0.02,0.03,0.04,0.05,0.05,0.49,0.49,0.05,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Other Current Liabilities,3.56,4.03,4.79,3.41,4.1,5.01,5.67,5.91,1.57,1.49,1.27,1.37,1.12,1.4,1.08,1.41,1.15,1.58,1.36,1.37,1.03,1.05,0.95,1.08,1.12,1.15,0.97,1.55,1.31,1.51,1.41,1.51,1.54,1.92,1.52,2.1,1.8,1.76,2.69,2.19,Upgrade
Total Current Liabilities,3.6,4.13,4.81,3.43,4.13,5.15,5.8,6.09,2.13,2.01,1.35,1.46,1.36,1.43,1.19,1.63,1.26,1.77,1.49,1.56,1.13,1.17,1.05,1.17,1.24,1.3,1.12,1.67,1.47,1.63,1.59,1.62,1.68,2.14,1.58,2.18,1.95,1.83,2.71,2.3,Upgrade
Long-Term Debt,0.06,0.07,0,0,0,0,0,0.02,0.03,0.04,0.06,0.07,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Other Long-Term Liabilities,0,0,0.51,1.73,1.73,2.8,5.9,0.99,0.03,0,0,0,0,0.13,0.55,0.06,0.74,1.1,1.56,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Total Long-Term Liabilities,0.06,0.07,0.51,1.73,1.73,2.8,5.9,1.01,0.06,0.04,0.06,0.07,0.25,0.13,0.55,0.06,0.74,1.1,1.56,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Total Liabilities,3.66,4.2,5.32,5.16,5.86,7.95,11.7,7.1,2.19,2.05,1.41,1.53,1.61,1.57,1.74,1.69,2,2.87,3.06,5.49,1.13,1.17,1.05,1.17,1.24,1.3,1.12,1.67,1.47,1.63,1.59,1.62,1.68,2.14,1.58,2.18,1.95,1.83,2.71,2.3,Upgrade
Total Debt,0.09,0.09,0,0.02,0.03,0.04,0.06,0.07,0.52,0.54,0.11,0.12,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Debt Growth,190.00%,116.28%,-92.86%,-75.00%,-94.25%,-91.96%,-46.67%,-41.88%,49.57%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Common Stock,14.12,14.24,14.44,14.53,14.22,13.9,13.98,14.1,14.14,14.14,14.08,14.15,14.16,14.16,14.16,14.16,14.17,14.17,14.17,14.17,14.27,14.29,14.3,14.31,14.36,14.39,14.43,14.45,14.5,14.63,14.62,14.65,14.76,14.79,14.81,14.91,14.93,14.92,14.97,15,Upgrade
Retained Earnings,37.77,37.98,37.95,39.14,35.89,33.83,29.31,21,4.46,2.63,1.24,2.96,4.08,7.76,7.68,7.02,10.45,9.51,9.94,11.11,10.48,9.32,10.19,10.33,10.44,10.29,10.65,11.11,13.44,14.42,16.71,17.94,19.02,19.38,19.35,19.61,21,21.27,21.96,22.15,Upgrade
Comprehensive Income,3.79,4.28,4.8,5.37,5.95,6.59,11.84,0.01,0,-0,-0.01,-0.21,-0.22,-0.21,-0.23,-0.26,-0.21,1.86,6.19,13.7,9.43,0.26,-0.02,0.17,0.53,-0.15,-0.05,-0.51,-1.15,-0.48,-0.46,-0.29,0.43,0.91,0.75,0.57,0.45,0.65,0.8,0.37,Upgrade
Shareholders' Equity,55.67,56.5,57.19,59.03,56.06,54.32,55.13,35.11,18.6,16.76,15.31,16.91,18.02,21.71,21.61,20.92,24.42,25.54,30.29,38.99,34.18,23.87,24.47,24.82,25.33,24.53,25.03,25.05,26.8,28.57,30.87,32.3,34.21,35.07,34.9,35.08,36.39,36.85,37.72,37.52,Upgrade
Total Liabilities and Equity,59.32,60.69,62.52,64.19,61.92,62.28,66.82,42.21,20.79,18.82,16.72,18.43,19.62,23.28,23.35,22.61,26.42,28.41,33.35,44.47,35.32,25.04,25.51,25.99,26.57,25.83,26.16,26.72,28.27,30.2,32.46,33.92,35.89,37.21,36.48,37.27,38.34,38.68,40.43,39.82,Upgrade
Net Cash / Debt,36.16,35.36,33.93,30.45,27.02,21.72,16.75,28.88,9.43,8.75,9.32,9.22,10.82,10.71,13.02,15.92,15.84,15.58,14.21,13.39,13.45,16.63,16.15,16.48,16.51,17.1,16.91,17.88,19.61,19.15,20.11,21.27,22.32,23.73,22.78,23.21,23.69,22.84,24.14,24,Upgrade
Net Cash / Debt Growth,33.86%,62.83%,102.64%,5.44%,186.58%,148.23%,79.69%,213.36%,-12.87%,-18.33%,-28.43%,-42.12%,-31.69%,-31.24%,-8.38%,18.94%,17.78%,-6.33%,-12.03%,-18.77%,-18.53%,-2.73%,-4.47%,-7.85%,-15.84%,-10.71%,-15.93%,-15.91%,-12.12%,-19.30%,-11.69%,-8.36%,-5.78%,3.87%,-5.63%,-3.31%,-5.56%,-11.56%,-8.63%,-25.86%,Upgrade
Net Cash Per Share,2.42,2.36,2.26,2.03,1.80,1.44,1.11,1.91,0.63,0.58,0.62,0.61,0.72,0.71,0.86,1.05,1.05,1.03,0.94,0.88,0.89,1.09,1.06,1.08,1.08,1.12,1.11,1.17,1.28,1.24,1.31,1.38,1.45,1.54,1.47,1.50,1.53,1.48,1.56,1.55,Upgrade
Working Capital,34.64,33.9,31.84,29.86,26.72,21.64,14.08,25.33,9.28,8.53,8.78,10.19,10.7,11.66,12.67,15.05,15.47,15.35,13.83,13.4,13.12,16.3,16.22,16.34,16.3,16.87,16.86,17.22,19.12,19.77,21.13,22.27,23.4,24.67,24.34,23.52,23.73,22.96,24.1,24.86,Upgrade
