Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+68 Quarters
Cash & Equivalents,160.89,151.4,168.73,167.29,185.7,192.14,191.13,196.21,183.2,158.65,146.8,132.21,135.58,140.04,148.09,136.98,139.12,131.47,109.04,91.27,95.49,77.17,66.74,61.08,69.44,72.05,60.74,58.43,50.43,49.61,45.91,42.84,46.06,44.62,47.14,51.01,43.46,34.69,36.36,29.93,Upgrade
Cash & Cash Equivalents,160.89,151.4,168.73,167.29,185.7,192.14,191.13,196.21,183.2,158.65,146.8,132.21,135.58,140.04,148.09,136.98,139.12,131.47,109.04,91.27,95.49,77.17,66.74,61.08,69.44,72.05,60.74,58.43,50.43,49.61,45.91,42.84,46.06,44.62,47.14,51.01,43.46,34.69,36.36,29.93,Upgrade
Cash Growth,-13.36%,-21.20%,-11.72%,-14.74%,1.37%,21.11%,30.20%,48.41%,35.12%,13.29%,-0.87%,-3.48%,-2.55%,6.52%,35.82%,50.09%,45.69%,70.36%,63.38%,49.42%,37.52%,7.11%,9.87%,4.54%,37.70%,45.24%,32.31%,36.40%,9.47%,11.19%,-2.61%,-16.02%,6.00%,28.61%,29.64%,70.43%,50.17%,26.95%,70.15%,141.11%,Upgrade
Receivables,82.79,84.79,81.09,82.59,69.55,69.44,67.26,64.72,63.58,73.1,67.47,65.77,66.19,71.42,66.84,71.34,62.43,65.07,66.12,64.94,63.49,66,62.77,62.84,59.18,60.45,60.7,59.75,55.88,59.23,56.91,57.54,56.23,60.3,57.19,57.23,55.39,54.39,50.76,49.11,Upgrade
Other Current Assets,13.06,12.2,10.82,15.12,13.43,10.47,8.49,8.01,12.45,10.56,10.17,11.01,8.79,7.62,6.68,7.18,8.47,7.61,8,7.11,7.61,5.13,4.91,4.94,6.93,6.2,6.52,4.93,14.47,14.05,14.07,11.68,13.03,14.19,12.07,12.72,12.24,11.29,11.15,13.87,Upgrade
Total Current Assets,256.74,248.38,260.64,264.99,268.68,272.05,266.88,268.94,259.23,242.31,224.44,208.99,210.55,219.09,221.61,215.49,210.02,204.14,183.16,163.32,166.59,148.3,134.41,128.87,135.55,138.7,127.96,123.11,120.77,122.88,116.89,112.05,115.32,119.11,116.4,120.96,111.08,100.37,98.27,92.9,Upgrade
"Property, Plant & Equipment",112,112.44,116.16,111.29,114.27,112.23,115.13,115.94,159.12,159.48,160.61,166.57,170.5,166.67,164.92,61.98,62.87,64.81,66.85,69.36,63.66,64.15,63.15,63.04,58.2,57.39,55.76,53.27,53.61,54.65,56.19,56.3,52.92,52.63,51.83,51.25,49.67,50.01,50.51,46.58,Upgrade
Goodwill and Intangibles,38.16,38.27,38.38,38.48,38.59,38.7,38.81,38.92,39.03,39.14,39.25,39.35,39.46,39.57,39.68,39.79,39.9,40.01,40.12,40.23,40.34,40.43,40.54,40.67,40.77,40.88,40.99,41.1,41.21,41.32,41.44,41.55,41.67,41.78,41.89,42.01,42.12,42.24,42.36,42.48,Upgrade
Other Long-Term Assets,0.78,0.8,0.51,0.48,2.17,1.92,1.67,0.96,0.49,0.66,0.72,1.35,1.57,1.44,1.66,0.76,0.96,0.98,1.09,1.1,1.41,2.65,2.35,2.81,3.2,3.27,2.74,2.79,2.99,2.84,2.11,1.68,1.44,0.9,0.95,0.26,0.01,0.14,0.25,0.42,Upgrade
Total Long-Term Assets,150.94,151.5,155.04,150.25,155.03,152.86,155.61,155.82,198.63,199.27,200.57,207.27,211.53,207.68,206.26,102.53,103.72,105.8,108.05,110.69,105.41,107.23,106.05,106.52,102.17,101.54,99.48,97.16,97.81,98.81,99.73,99.53,96.02,95.3,94.68,93.52,91.81,92.39,93.12,89.48,Upgrade
